user_name,review_description,rating,review_date
Donna Schwab,"I love the Amazon photos app because once you have it on your computer, tablet, or your
            phone, you will always have your photos backed up on any device you own for free. And you will have your
            videos free up too a certain number of gbts and once you get to that many videos you have to pay $1.99 a
            month. Every photo you take will be free. I am so glad to have an app for my photos and videos that I can
            depend on to always keep my photos safely stored. I think the video price is awesome too 😎.",5,"December 4, 2023"
Samuel P Cushing,"Simply Unreal. In one afternoon I dumped Dropbox, Google Drive and 2 other cloud storage
            apps all of which were paid for and nightmares to even try and organize. Being a Prime member it didn't hurt
            to try it out and the video, photo unloading went smooth and best part is the organizer that does everything
            for you. If there is a complaint and it's not pointed towards this #1 STORAGE app It's not having a
            duplicate file function but WHO GIVES A... IT'S the be all end all cloud storage service.",5,"July 11, 2021"
Jim Pra,"App is Unusable. There is no way to select multiple images without clicking each
            individually. There is no way to filter out videos to prevent 5 Mb storage from filling up. I am a long time
            prime member and wonder why Amazon cannot use some of the profit from all of my purchases to hire some
            talented developers to give this app value and make it usable!",1,"June 17, 2023"
paul tomson,"Excellent photo storage, my only gripes, there isn't a slider to quickly scroll down to
            search for a particular date, unable to sort alphabetically after being put into albums. *EDIT* After the
            new update, difficult to navigate to device storage for uploading and then the app freezes after uploading.
            Can't view in landscape, Can't delete unwanted pics or videos. Well done Amazon, you've ruined a great
            product, only gets 1 star because it won't let me give ZERO",1,"March 28, 2023"
A Google user,"Other than the fact (sometimes) it doesn't upload in the background, it works perfectly.
            Unlimited photo storage for Prime members, automatic image recognition to sort people and different scenes
            (like pets, sports and cars) and easy breezy album creation. There's a whole lot to love about it.",5,"June 10, 2019"
Gerard Booth,"I'm extremely disappointed that the latest update removes the facility to edit/view in
            landscape format. Not everyone just uses their phones for imaging, so a really pathetic and retrograde step.
            Also, the search and filtering functions are generations behind the other options out there. I can see that
            I'm going to have to start paying to use Google photos or Flickr instead of this terrible software.",1,"November 28, 2022"
A Google user,"Solid app. I love it. However, I have tried, without success, every conceivable workaround
            to upload a single folder. It seems to want everything on my tablet, or a single file, when I would like to
            upload an entire folder.",5,"February 1, 2020"
Jeffrey Corcoran,"This is a great app to install on any of your devices. It's easy to use and it's like having
            your photo album of all your favorite photos with you all the time. I also was able to find an app to
            transfer all my pictures from my old phone and tablet to my new devices. I would recommend using both these
            apps to anybody who has some favorite photos that would like to have access to at any time or place.",5,"September 21, 2021"
Ringo Scott,"It is used to be a good app, but not anymore since the update. You can only select one photo
            at a time. Meaning, you are not able to drag your finger across and select multiple photos like before or
            other apps. Thus, making albums, deleting, and/or uploading photos just unbearable.",1,"May 26, 2023"
JoanneAndJohn Kerr,"Works good, but here's message to developers....SUGGESTION: see if you can put in a feature
            to ""manually FORCE"" back up of selected photos. This would provide for getting photos backed-up, that seem
            to be always getting missed somehow by the current version's ""auto"" back-up.",4,"December 1, 2022"
A Google user,"This app takes your pictures from one device to another, without having to physically move
            them. I would have lost many pictures to tablets and phones that go belly up when their fragile charging
            ports self destruct. Better than the cloud, because all photos are saved, regardless of Apple, Android etc.
        ",5,"November 27, 2018"
Bridget Smith,"So far so good. It's new for me. Still learning how it works. Hope to find the duplicate
            file filter I read it can do. Hoping it will continue to be made better at regular intervals to allow
            sharing in social media without a bunch of hoops. I'm also hoping to find how to pull up videos only. I
            figure these features are there, I just haven't found them.",5,"November 11, 2020"
J Whiteside Sd,"I have ordered MANY prints of all sizes from Amazon Photos and have never been disappointed.
            Shipping is real rapid and always packaged safely whether I have a small order or really large order. Time
            to transfer your digital memories into hard copies because unexpected electronic failures can truly be
            devastating when it takes away so many special moments captured.",5,"January 3, 2021"
Chris Greenwood,"All my photos are in one place. I can get to any photo that I have saved on my phone,
            tablet,, or PC.",5,"December 15, 2023"
Louise VanWickler,"Photos are a priceless piece of our lives and Amazon allows us to access this feature with
            ease.",5,"December 14, 2023"
Judy Spencer,"I enjoy the ""looking back"" memories! It warms my heart to recall fondly what we enjoyed
            together.",5,"January 2, 2024"
Ruby Briard,"Still has issues with uploads that never finish and skips some photos. Also when you create
            an album, all the oldest images display first and you have to scroll to the bottom everytime to view your
            latest images in that album. There Is no sort option. Please add sort options to created albums. NEW version
            is horrible. OMG",1,"December 18, 2022"
Wend-Michelle,"UPDATE: How come Amazon Photos never comes up in suggestions any more when choosing what
            Photo App to open your pictures in. All the other Photo Apps comes up in suggestions apart from the Amazon
            Photo App ?!. And it's not just because of this Device either, because it also doesn't come up in
            suggestions on my other device too. So, it's obviously something to do with the Amazon Photo App ?! Can you
            please fix this ?.. Thank you and much blessings.",3,"August 24, 2023"
Tymek Skroban,"After trying my photos on Dropbox I transferred all of them to amazon photos and never
            looking back. On amazon prime, pros are high resolution upload and very easy editing. Cons, speaking of
            editing, it's limited, e.g. no eye reduction. Changing date of picture cannot be done on app, only online
            amazon photos. Free video of 5GB could be bigger. Overall a very good app for organising and storing all
            your photos.",4,"March 26, 2023"
A Google user,"Great app from Amazon and very reasonably priced considering what you get for your money.
            Big storage for your pix & vids plus all the goodies included when you join Prime. At £7.99 per month
            you get Films, TV, Photo storage, Kindle books and so much more. Try it, there's no contract so you can stop
            payment and leave at anytime. Simples.",5,"August 29, 2019"
A Google user,"I love Amazon Photos. I have never had issues with it. I can view my photos on all my
            devices and they are easy to share. My favorite part is everday I wake up to my photos from that date from
            the years past. It's like a walk down memory lane each day and I don't have to find time to go through my
            pictures to reminisce, it's there waiting for me in just the right amount.",5,"June 1, 2019"
Ironic Logic,"07/23/21 Update: app has been very glitchy lately. Closes for no reason. Stops responding,
            force closes.... .. 3/06/21 Update: Terrible!! I cannot get my photos to sync up from one device to the
            next. I have the Amazon Photos app on my tablet, my cellphone, my laptop and my fire stick. Each device
            shows different photos. Please fix this",3,"July 27, 2021"
A Google user,"Sometimes it will undo a save to an album and I would rather the photos be actually saved in
            the album rather than just copied to it .This would be more practical than having 2 copies of a photo of I
            try to delete the original after copying to an album it deletes the copy too!!! But I haven't found anything
            better yet.",4,"February 28, 2019"
Joe Smart,"Not safe to use. Amazon Photos locked me out of my account with a message to contact
            customer service. Customer service doesn't know anything & can't do anything. Amazon also refuses to
            delete my pics from their server. Since I have physical backups and used Amazon to access pics across
            devices I don't even want Amazon to unlock my acct anymore. I just want my data deleted. I've found dozens
            of complaints online from people who lost all of their photos because Amazon did the same to them.",1,"January 20, 2022"
A. Strickland,"When you deleted a photo, the app allowed you to delete multiple places and apps. I am now
            unable to do this, I have looked everywhere. This was such a time saver for me. Please bring it back!! 6
            allow downloading from multiple sources to bring everything into one place, i.e. Google Photos, Facebook,
            etc.",4,"May 16, 2023"
A Google user,"Amazon photos is an amazing photo app. It organizes my pictures into easy albums. And, as a
            personal touch, they do something extremely kind for me. I unfortunately lost all my photos and memories.
            They had kept a backup copy. There's tons of photos, so every day when I wake up, they have a whole new
            collection of memories they show me from years past. It's incredibly sweet they do that for me.",5,"February 9, 2019"
Sonia Bowen,"So far this works quite well. It pans in and out but does not seem to allow stop and erase
            pictures whilst in slideshow on my tablet and continue from there, instead it goes back to the begining.
            Overall, it is a very good app.",3,"March 13, 2021"
A Google user,"I like it but it needs refinement. Sorting options are limited within the albums and they
            need to give you more flexibility in sorting the albums themselves. I'd also like to be able to edit the
            photos and I haven't ordered a book yet. However, as a place to store your pictures and videos it's great.
        ",4,"March 14, 2020"
Rod Brown,"Simple to use and has some good function, though there are limitations. Could do with a
            delete facility within the albums, either as an icon, or via a drop down, to allow for mistakes when
            assigning photos to an album, or identifying a person.",4,"December 23, 2022"
Phil Young,"This app is amazing. It can be set to automatically upload pictures and videos from your
            phone and tablet. As a member of Amazon Prime the number of photos that can be stored is limitless. Videos
            have a limit, can't remember the size, but the extra storage is pennies to pay annually. Amazon Prime is £79
            per year (£1.51 per week ), with that you get top class films, unique tv progs/series, limitless photo
            storage and a host of other things. Long may it continue.",5,"August 5, 2020"
Bov Crumbs,"What on earth have you done? And why? This Nov 22 update is awful. Memories is now a mess
            and the family vault, with that awful cartoon, no longer allows you to filter photos by uploader. We all
            went to the same function but now I can't tell who took which photo. Can I get the old version back please,
            the one that worked?",1,"November 18, 2022"
Todd Ziegler,"Complete garbage since early November 2022 update. I used to be able to use this single app
            to manage pics on my phone & the cloud. Now the app doesn't delete pics from my device gallery. I now
            have to use this app to delete from the cloud then go to a separate Gallery app on my phone to delete the
            same pics from my device. Extremely disappointed in the functionality downgrade.",1,"November 14, 2022"
A Google user,"Great free storage. As a hobbyist photographer who does some events for hire, this is great!
            Unlimited photo storage allows me to upload albums and have them on my phone when I meet with clients.
            Social media integration could be quicker, but overall still a great photo storage app.",5,"November 5, 2019"
Diane Scribner,"I haven't used the album feature? I Didn't know there was one on there? The rest is great! I
            enjoy, being able to resize the pictures, to use for puzzles that I do on another app or resizing pics when
            I use my tablets screen shot, instead of having what I don't want in the pic, I can crop the pic To what I
            do want! 👍🤗♥️",5,"November 6, 2021"
A Google user,"App lead to cancelling my Amazon membership. Cannot believe a app this glitchy could be
            released. I installed it on all my devices snd it rendered them useless. Every device i added it to crashed
            . It would keep freezing my tsblet phone ect . I removed it from all my tablets and they work fluidly snd as
            they should again. I don't get it",1,"October 7, 2018"
A Google user,"It's decent but a bit cumbersome to access older images. Also when you move an image to a
            folder, it copies it, not moves it so you end up not knowing if it's been moved to that folder and you may
            do that again, ending up with duplicates in your folders.",4,"November 4, 2018"
Kerry Martin,"Update its improved over time and I use if regularly to transfer photos. It's good for
            saving your photos incase something happens to your phone or device but for some reason it doesn't backup
            all the photos and Skips some. So can't rely on it for everything",5,"December 1, 2020"
Toni Doyle,Love having the ability to cast whatever photos I choose to the TV.,4,"March 27, 2024"
Lucky Chances,"I was going to give this 5 stars but suddenly I updated the app as I was asked to and now
            I've lost all my albums and can't seem to get them back. Also, my videos won't upload properly so can't save
            them in any albums. The app was working fine until they updated it. They need to now fix their updates.
        ",1,"August 27, 2021"
Nancy Ermer,"Amazon has a great photo storage, album making, and all sorts of goodies on their Amazon
            Photo App. Very easy to use and free for prime members. It is just an all around great service! You are also
            able to search in your photos and do so many different things!",5,"July 13, 2023"
Ian Walker,"Love the ""on this day"" feature and the whole app is so easy to use and so we'll put
            together.",5,"December 28, 2023"
Hao Mai,"Before this last ""new look"" update, it was a cinch to figure out which photos/videos had
            been uploaded. Now you can't tell at all without a lot of switching screens back and forth. Stupid design
            changes for the worse.",2,"November 24, 2022"
Karen Munoz,"I like the app. I'm glad I have a place to store all of my pics and videos, however, I'm
            very disappointed that there's no separate video catagory, where I can just see my videos. The way it is
            now, all the videos are mixed in with all the photos, so I have to scroll forever just to find my videos.
            Please make a separate video section.",4,"April 12, 2022"
Aaron “Merica” Doty,"Great app. Not too different from Google photos but it's included FREE with unlimited
            storage for still pictures. 5 GB for video. You can upgrade for more video storage if you choose to do so.
            Awesome. Highly recommend this app. Too many features to list!",5,"January 19, 2023"
Gary Withall,"Was this new update tested before release, i hope the answer is no!. New party game on
            Christmas day with my family trying to view photos taken in landscape mode on tv, Samsung tablet no way,
            iphone yes but can't cast to non apple tv!. ALSO, photos on Samsung tablet sorted opposite to iphone with
            same app settings. Please sort landscape issue, first photo taken on camera should always be first viewed,
            app needs a cast option.",1,"December 30, 2022"
Robert Stewart,Great for storing multi source photos,5,"May 2, 2024"
John Goodwin,"It's horrible now. On a 10 inch tablet the fact that it doesn't display in landscape mode is
            the deal breaker. Sucks. I don't use it, except to know my pics are automatically backed up to the cloud.
            (Prime). Okay.... maybe in desperate moment I might use it.",1,"February 2, 2023"
Vaughan McKenna,"I LOVE IT, Not as easy to use on my phone as my tablet. Still navigating how to use, but
            it's great, Better than Google photos. An honor to have as a Prime Customer. I was so glad to install on my
            tablet. A must have.",4,"March 13, 2024"
Barb McCarthy,"Easy As Can Be - This is a great service. It comes free to Amazon Prime members. I'm not
            sure why I never had tried it. It is simple to use; photos upload automatically. It is super easy to create
            albums and organize your pictures. I love Amazon photos.",5,"July 26, 2023"
André W. Payant,"Seems to me that someone's job may be on the line ... how would you react to getting an
            email from Amazon Photos' mngt dated Fri. Apri 16, 2021 at 4:19 AM, that entirely without prior consultation
            said, ""Your Amazon Photos digital storage subscription has ended."" & ""...your content may be
            deleted..."".. We're talking about 4000+ family photos n/a elsewhere on the planet going back 100 yrs! Search
            no-threaths apps @ Google /Play/Create Photo/",1,"May 8, 2021"
Danessa Violette,"Amazing to have all my photos automatically stored in one well organized place with
            seemingly endless storage! I love the option to have my photos set as a screen saver for my TV, phone, echo
            show or tablet. It's great to be able to organize different albums for my photos to!",5,"April 17, 2021"
Graeme Beddows,"Awful app. When I delete photos they go to the 'Recycle Bin'....where the hell is the
            recycle bin???? And when auto uploading has finished it always says 'finished with errors'. Also, no 'Select
            all' function to delete photos. I haven't got the time to delete them manually. Lots of bugs. Glad I don't
            pay for it.",1,"September 1, 2022"
Steven Freitas,"This app is amazing and would be even better if it allowed the ability to edit facial tags
            if tagged incorrectly or allowing faces to be ignored. The app asks ""who's this"" for unnamed faces but there
            should be an option to ""ignore"" if you do not want to create a name. When some faces are incorrectly tagged,
            there should be the ability to ""select multiple"" and rename. If the 5 GB free quota for videos were
            increased it would be the best photo and video manager/cloud storage app around!!!!!",5,"December 20, 2021"
David Walker,"I've used this app since 2015. It serves a purpose but there are problems on Android that
            have been ironed out on IOS. This means that my 5 star rating from 2016 has become a 2 star rating now. The
            family vault does not let you filter items from different individuals and will not rotate to landscape- a
            pretty basic requirement for this app.",2,"September 23, 2023"
Rhonda Phillips,"Have a backup of photos in the cloud is great! Especially after using an app to clean ""temp""
            and duplicate files erased while folders on my phone. The app also makes sharing photos with groups and/or
            individuals very easy.",5,"June 8, 2021"
Regina Adkins,"I love this app! My husband and I travel a lot. I have this loaded to both of our phones and
            tablets and Amazon firestick on our big screen TV. All pictures from these devices are uploaded to my Prime
            Photos account. We can view vacation pictures on the big screen. When my dad died, I searched his name for
            past photos of him. It was a lot easier than searching through 10,000 pictures I have on my Prime account.
        ",5,"October 15, 2023"
M Zaheer,"Awesome app that competes very well with Google photos. Just wished it would honour
            landscape on a s8 ultra tablet. It's exhausting having to keep rotating the screen. I'm not sure why it's
            not smart enough to rotate the app.",3,"August 25, 2023"
Arlie Peck,"The reminders of previous years' photos is a pleasant experience of memories. Storage is
            great. I will add after a couple of years that this app is well worth the time and effort of use. It is easy
            to upload, use categorize and work with pics.",4,"September 19, 2020"
Mi OB,"Coming from Google photos and running out of space. It was a no-brainer to transfer
            everything to Amazon photos. Obviously with a prime account you get unlimited storage for photos and 5 GB
            for video. The app works as it should and have no complaints as of yet!",4,"August 22, 2023"
A Google user,"THIS IS A pretty good program....Except, If you think you can upload all your photos and
            then delete them off your phone or tablet....you Will lose all your photos on prime....prime only mirrors
            the photos on your phone....if you delete a photo on your devise it will disappear off prime......I found
            out after losing several of my photos !!! No Help....Deleted Prime Photos.....at least Google really keeps
            your photos uploaded (:",1,"April 21, 2020"
Eileen Montgomery,"Great having my photos all together, I thought I'd lost photos from my amazon fire phone but
            now I have them, love it",5,"February 5, 2024"
Jim Crighton,"Doesn't always allow me to look at everything in my account, other times it does. Tells me I
            have no more space yet is unlimited? I understand about videos so have deleted 90% of what I did have.
            Update! No longer automatic upload of my photos on my newest tablet. Checked all the permissions,nothing
            different from my other tablet. Can't ask for real time help on a free App. Lightly screwed, but no
            surprises, it is Amazon after all is said and done.",3,"October 12, 2023"
Jeffrey C. Foy,"Horrible, Horrible, Horrible!!!! No editing??? Are you kidding me? I am SO finding another
            place for my photos. I just can't believe how you people thought this new interface was good. The share
            button is a total joke. It won't even work. Just a huge mess!",1,"December 9, 2022"
T. T.,"Pretty smooth once you understand the app navigation and how collections work, wish there
            was granular control over which folders to autosync, instead of all or nothing. Sync is really fast and
            reliable otherwise.",4,"October 14, 2022"
Ken Morgan,"Education I use this app a lot for educational slide shows in homeschooling. If the subject
            is astronomy I search the web for astronomy pictures, create an album, then go over to the Firestick and
            pull it up on the big screen. My 7 year old really enjoys this and is eager for me to load new pics up on
            his favorite subjects.",5,"July 7, 2020"
Martha Lobaugh,"Can't edit photos anymore Go back to the old version. AND some of my albums are missing ! GO
            BACK TO THE OLD VERSION!!!!!!! Update....photo albums are missing and no longer upload to echo show.",1,"November 18, 2022"
Reyan Shoaib,"When I was editing my collage Amazon photos has a much better editing experience than Google
            photos but I saw that in Google photos there was an option marked Amazon photos when I clicked on it it led
            me to your app which was already downloaded in the system I edited my picture very hard it was but when I
            clicked save in this app, it said some percentage and stopped at 25% then it said Amazon photos has stopped
            working I tried again but the same issue please fix it otherwise this is a good app",4,"July 7, 2020"
Steve Moddelmog,"No way to modify tags. Also, you can add photos to ""Favorites"" by going to Amazon on the
            web, but not in the app. Deleting more than one or two photos at a time takes way more time than it does
            with other photo storage apps such as Google Photos and OneDrive.",2,"March 12, 2021"
Peter Hartley,"Why no screen rotation? The latest version of the app does not allow screen rotation from
            portrait to landscape. This makes the app pretty useless for viewing my photos, which are mostly in
            landscape!",1,"December 14, 2022"
Benjamin Delp,"The update is confusing. The old app used to tell me which of my photos were uploaded
            manually and which were not. Now I am uploading duplicates. Also the old app had sorted my photos by date
            for manual upload and I could select an entire date. This new update is trash.",1,"November 28, 2022"
Applied Pixel,"The app seems to work in the background. It's great that I can take photos on my phone or
            tablet and they get uploaded automatically. Then I can delete photos from my device if I want to to save
            space. Of course I can manage uploaded images too. It's very simple and straightforward, I highly recommend
            the app.",5,"April 9, 2022"
Robert Boxall,"Good but could be a lot better. The lack of control over what gets auto backed up negates
            the good elements of the app. The app needs additional backup controls to save pics/vids being backed when
            they are unwanted, then have to be manually removed which is a slow and laborious process.",3,"April 29, 2021"
David Boland,"Without a search function the app pretty quickly becomes useless. If you have a large number
            of photos finding a particular one is impossibly time-consuming. A baffling omission which makes this a
            vastly inferior option to Dropbox etc unless you need a crude back up and intend to download your entire
            archive very occasionally.",2,"May 6, 2021"
Joyce,"Love that my photos automatically upload from icon. Set ""sync photos"", so that pics upload
            automatically. Having the albums upload automatically would be a definite plus. Still have to do that
            manually. As for whether the app makes me happy, I don't depend upon any app to do that.",4,"January 7, 2021"
Scott H,"Use this app in conjunction with our echo show to display family pics (digital picture
            frame). Wish the picture sharing capability from other apps worked better with Amazon photo but downloading
            picture first and then uploading to Amazon photo works well. The final result is really great.",4,"November 15, 2020"
A Google user,"Works great! Automatically saves all pics , from all devices . Original picture quality.
            Video also. I have gone from having several apps that barely work, to one that's hard to beat.",5,"December 4, 2019"
Zeeba Neighba,"Amazon photos far surpasses the quality of Google photos. They are cheaper to order, editing
            is intuitive, and the quality is superb. Since Amazon photos include the auto uploading from Google photos,
            there's no lag time waiting for your photos to show up~ Google is very often delayed in uploading.",5,"March 6, 2023"
Robert Hinkle,"I only use this app because it took place of the Amazon Drive and all my photos/videos were
            moved here. However it does appear to function properly. It does not rotate to the orientation of the
            device. It appears to be locked in portrait mode. It does what it is supposed to do.",3,"April 27, 2023"
A Google user,"All photos saved never a problem until today 3rd Dec 2019. The app keeps saying it needs to
            be updated but when I try the result is the same app. I have uninsulated the original app but the app that
            comes up in play store appears to be the same because I'm getting the same message. Ahhhhh",5,"December 4, 2019"
James Bean,"Take a picture on any of your devices and it appears on all your devices....of course if you
            gave the app loaded on those devices Update: 8/10/2022 Still and outstanding and ease to use app. The memory
            picture reminders of past phones is really a plus especially with the sideshow performance.......at no cost
        ",5,"August 11, 2022"
Saule Shvarts,"Like this app but would have preferred to be able to move the folders up and down and also
            have the most recent photos at the top instead of bottom of all photos. The album photo changes instead of
            staying the same.",2,"May 4, 2021"
Stephen Giovannelli,"Love this APP. Its a really easy app to use and it catagories Photos in a way that makes
            Sense unlike some of my other Photo apps. also, I use an Amazon fire Stick on 5 different TVS and it uses a
            folder I created as a Screen Saver any time my TV goes into Standby or Just Sitting without any Selections
            for 5 min. The Tv's on my Boat Shows the Same slide show on the Tv's at my House and I was able to set it so
            any Picture I Take will Show up in the slide show. cool !",5,"March 3, 2022"
A Google user,"I'm from Ukraine. Few days ago my Photos plan, which I was purchasing for several last
            years, has expired. It has happened accidentally - I didn't want this to happen, just missed. Now I want to
            re-purchase the plan again, however neither web-browser version nor the app allows me to do this - it
            doesn't show me any plans at all. In addition, there's no way for me to contact the support (at least, I
            can't find any way to do it). Everything this is more than ridiculous!",1,"April 19, 2020"
A Simpson,"I was using Google Photos until they stopped offering free photo storage. Unfortunately,
            this app is really sad in comparison. I only use the Amazon Photos app to view and delete photos. To edit, I
            share to an editing app and I wish the share apps were ordered by most used. I also wish there were buttons
            on the screen when viewing a photo to delete or view info so I didn't have to access the top right menu.
            Basically, Amazon, have someone look at Google Photos and do that.",2,"April 1, 2022"
A Google user,"✔I have found this application is one of the easiest to use, and it is very compatible with
            other devices. I have enjoyed making a screensaver on my TV's with my photos! Keep up the good work Amazon,
            and please continue with the updates!",5,"January 12, 2020"
Jim Mcdonald,"Recent update has ruined a great photo app. I can no longer look at photos in landscape mode
            on my tablet, and, worst of all, they appear to have removed the ability to edit photos. That was the best
            thing about the app.",2,"November 13, 2022"
Nancy Cronin,"Love having all photos available regardless of source. Have put photos from SD camera card
            on laptop. Have photos taken on android phone on my phone. Struggled to move these to computer. Using this
            app allows me to access all these on either device. Haven't ordered any prints yet plan on doing that for
            the Christmas holidays.",5,"June 28, 2021"
CDL Now,"Been working pretty well for the last couple years but now it won't show any pictures after
            Oct 28th. It shows that they are being uploaded and saved but I can't view them. Very frustrating. Please
            fix ASAP!",3,"November 5, 2022"
Simon Gurney,"Last update is appalling, it used to be a great app, now the user interface is confused and
            non intuitive, worst is no portrait support and I use this app most on my tablet. Absolutely appalling, a
            classic case of devs changing stuff for the sake of it, if it's not broke...",1,"November 25, 2022"
John Mortimer,"I think it's lovely to be regularly reminded of events from yesteryear on a current date,
            looking backwards basis, every new day. With my frequent meetings, days out and holidays the app refreshes
            great memories every day. I'm really glad that I've retained the professional habit of always carrying a
            camera. Thank you Amazon.",5,"September 30, 2021"
Manuel Camacho,"This was an excellent app. The layout and operation has changed and now only works in
            portrait mode. Hence, most of the screen is wasted instead of being used to display the photos.",2,"November 5, 2022"
Jim Matyas,"Good product for backing up on my pictures recently had a system crash and lost all the ones
            on my PC so I'm comfortable to know they're in Amazon. Now I just have to figure out how to get them back
            down. Has a lot of neat features to find pictures by individuals",4,"October 20, 2021"
Tedow 123,"Free unlimited cloud space for pics for prime members, 5GB for videos, and an auto upload
            option of folders you select from multiple devices is hard not to like. Also, once you get used to the app
            it's very easy to understand and use.",5,"November 14, 2022"
Dawn Steer,"Update made this app useless to me. I used to be able to access it from email and Twitter to
            attach compressed pictures but the option no longer exists. Now I have to download the full size file first
            using Amazon photo app before I can attach in whatever app I want to use the pictures in.",1,"December 8, 2022"
Susan BG,"Ugh....what's with the awful update ??...Why on earth would Amazon change something that
            worked absolutely fine?? As a Amazon prime member this update causes many visual problems for me. Can we not
            have a choice anymore so we can go back to using the original version as we do pay towards having this extra
            with Amazon Prime?",1,"November 23, 2022"
A Google user,"Love the idea of this app. When I told the family about it they did too, however in practice
            it doesn't seem as good. Pics from my current phone have all uploaded, no hassle, but I cannot work out how
            to upload the 1000+ currently in Google photos, other than one at a time. That is a proper time consuming
            not to say clunky process.",4,"May 5, 2019"
Jim Cordwell,"New update is terrible. Even the feedback option doesn't work. I can no longer see photos
            added to the vault by other family members. I pay for this!!! The email address for contact listed here also
            doesn't work.",1,"December 22, 2022"
A Google user,"Not easy to setup privacy or security. All your photos are available to all your family and
            friends unless you figure out how to change this. And that is really difficult to do . And when you do, you
            are still never cert you got it right.",2,"January 18, 2020"
Mark Hubbard,"Using the Amazon Photo app as secondary photo app. Google photos is my primary because I
            like the GoogleLens feature for identifying plants and animals. I had to remove Amazon Photo app from my
            Samsung Note 9 because I kept getting notifications that Amazon Photo was overloading the system. Continue
            to use Amazon Photos on my tablets.",4,"March 16, 2021"
David Smith,"I like the fact that it keeps photos in chronological order. And it brings up memories,,
            just cool. Another thought was that it syncs up with all of my devices, great feature.",5,"October 16, 2020"
Francois Joubert,"Great Product wiht lots of features to make management of all your photo's easy. try out the
            AI capabilities e.g. seach for any animal in your photos or any spesific item you can think of. Overall just
            Great. Suggestion - Would like to see Amazon Photo to also help remove duplicate pictures...",5,"June 22, 2022"
Jose Williamson,"Great for backing up photos, particularly if you are a Prime subscriber as you get unlimited
            space. Google pictures does a few more nice automated things, like building stories or making a stylised pic
            for you... it would be great to see these kind of options added to Amazon Photos",4,"September 4, 2021"
Nigel Dixon,"It's great to have photos stored to the cloud in full quality, and Amazon Photos might just
            be the app to take over from Google Photos now they've announced they'll be charging for storage next
            summer. My only worry is, what will happen to my photos of I stop my subscription to Prime?",5,"November 20, 2020"
Marina Lampett,"A very good experience. 👍 The photos are usually bright & clear. Always very close to
            the actual colours. I would like more space for more pics & videos. But I think it's too expensive for
            me.",4,"July 26, 2022"
A Google user,"Very easy to use! Can be edited anytime and keeps space freed up on other devices. Can be
            used on Fire TV screensaver which is very very nice, and ECHO!!! We love it as it keeps our photos fresh and
            viewable in several places.",5,"February 19, 2020"
Andrew Edwards,"I have installed this twice and was supposed to get $10/$15 in credit for a week. Did it.
            Put all my pics on it and noticed I didn't get anything. What a scam. It was in amazon credit to. I'm this
            close with amazon prime and deleted and getting rid of everything",2,"April 9, 2021"
Denise Almahdi-Jeigula,"This app operates moderately well. It falters in my approval because it does not seamlessly
            share with Google Photos. Even though I have tried to have this sharing happening between both apps. It only
            sometimes shares and more often than not says it can not locate item. This involves many procedures I might
            be working on. So this app has only performed in a mediocre fashion.",3,"April 7, 2021"
Sheri Lincoln,"I have this app on two TVs, a tablet and a phone. I am setting all of this up. I cannot get
            past the screen that says download app. After trying 20 times I believe I'll stay with Google photos.",2,"September 18, 2023"
Jason Lewis (Starmaster40),"I didn't know it was possible but the app is kind of got worse. There's some nice things
            about it but if you want to do stuff like hide your photos and then look at them later you can't do that.
            You have to go to the webpage for the photos in order to look at your hidden pictures",3,"November 3, 2023"
A. “Imperatritsa” S.,"Awesome so far! LOVE ❤ The option to delete on Amazon & Device! Saves so much ⏲ Time.
            However, I would like the option to have that preselected so I don't have to check each box, every time.
            Thank you! So Far better than Google Photos.",5,"April 5, 2022"
Ian Baird,"To have our photos appear as a screen-saver on the Firestick when a programme has been
            paused is great. Also, to be able to see them full-size on the TV screen when using the app alone is very
            enjoyable.",5,"November 12, 2023"
A Google user,"What is the best photos of the year as a result in a commercial electronic devices to bring
            you with the camera or something like a Photographer for a job in city of town but it was a great job of
            Photography to take a picture of people who are unfamiliar with more one last time keeping up on the other
            hand get to you by the podcast is a radio station or television. The Amazon Photos are good for the years
            before that share with other people to join us in our community.",5,"December 24, 2019"
Brian Payne,"Better alternative to Google photos with unlimited storage at full resolution image quality.
            Easy to set up on phone/tablet/pc. Comes with Amazon Prime, so you get video, music, free shipping too. Get
            a Fire TV dongle for your tv or av receiver and you're all set.",5,"April 5, 2021"
Daniel Alteneder,"The only thing they could improve on is when you're searching for photos and you're looking
            at 1 and go back it goes to the top of the list. It's like this I just found the date I was looking for and
            I looked at the photo now I have to scroll all the way back down.",4,"December 11, 2022"
A Google user,"Doing a good job after a shaky start. They offered no way to upload ONLY photos at first.
            Now that's been fixed so I'll hold that fifth star to see if it holds. We did get a ""poster size"" print,
            great job and quick service, great pricing.",4,"July 29, 2019"
Mom of the year Messer,"Love this app, love the way they group the photos together and let you search by multiple
            ways. Only downside is storage is absolutely ridiculous and is the only reason I did not give it 5 stars.
        ",4,"October 19, 2022"
Ivan Bagrintsev,"New design is not user friendly - users needs functionality, not some ui effects. Amazon
            really should have split it into a separate app, and not to break already working and good enough app. This
            makes me want to cancel Prime and Storage payments altogether",1,"November 13, 2022"
