date,review,rating,isEdited,title,userName,developerResponse,,,,,,,,,,,1,too many ads!!,NeganHere,9/23/2023 4:58,"{'id': 39105551, 'body': 'Hi,\nThank you for your review.\nWe are sorry to hear that you are unable to use the App at this time. Please, reach out to our support team with the details of the issue at support.galleryvaultios@zipoapps.com  for further assistance.\nThank you!', 'modified': '2023-09-24T19:37:28Z'}",I tried opening the app and it goes to a blank page. It‚??s not opening. Can you assist,3,App not working,Nicksnamesssss,6/14/2021 23:03,So far so good one of the best,AdunNas,Rating,developerResponce
16-Jan-22,"I used to use Quick Pick. And, really liked it. Though, they totally
                            changed. So, when I looked for a replacement a couple years ago, this is the closest. I was
                            looking for a simple looking gallery app where I can easily transfer videos and pictures.
                            This fit the bill. However, you can't rename files on here. That‚??s a bummer.",4,,,Kevin Kearney,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-22,"Really good app, just have a few complaints: - In ""clean up similar photos""
                            I can't choose to ignore certain sets, therefore sets that I want to keep all of them will
                            stay there forever, making it annoying to see if 'actual' similar photos are there. - It's
                            weird to me that there's no simple drawing tool in the image editor, this would be usefull.
                            - No native video editing whatsoever, and it can't find a 'valid app' even tho I do have one
                        ",4,,,Robin,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jul-22,"Cropping process is unbearably slow. Everything else was great but this is
                            my main issue about gallery apps which, unfortunately, this app also lacked. You also can't
                            lock albums in the SD card, which is pretty pointless for the locking feature. Cropping also
                            increases the file size A HUNDRED TIMES BIGGER. This shouldn't happen at all. Sucks because
                            it had potential to be the best gallery here. I am so disappointed",1,,,Aiseruchan,,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-24,"Very good app for see photos ,videos etc.",5,,,anant sharma,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-24,"I Accidently deleted my folder full of drawings because of the laggy
                            begginning of the app, like when i enter the app it starts laging and when i deleted a
                            random folder, i searched for it and i noticed they deleted my important folder and the
                            reciclebin was activatated and it is EMPTY, i found a function saying ""recover files that
                            were deleted permanently"" and its working either",1,,,carlos gamer,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-23,"I like the layout and it's way easy to navigate. Five stars would be
                            forthcoming if not for the fact that you cannot ""tap back again"" to exit the app when the
                            TikTok spyware ads show up.",3,,,Wayne Granger,,,,,,,,,,,,,,,,,,,,,,,,,
6-Apr-24,"Worst app i lost all my prive folder after uninstalling the app even after
                            adding my email i didn't got the old photos",1,,,Aqsa Mahveen,,,,,,,,,,,,,,,,,,,,,,,,,
2-Aug-21,"Get Locked instead, even the free version works so well on many levels and
                            puts this app and many others I've tried over the years to shame. Any picture that you make
                            private with this app is deleted permanently if you uninstall the app. The editor is
                            inconsistent--one moment you can edit a photo and the next moment it wants you install an
                            app to edit photos. It's just clunky.",1,,,MurderChickenXL,,,,,,,,,,,,,,,,,,,,,,,,,
5-May-24,Best app. But it doesn't have edit option,5,,,Koustubh Nagineni,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-22,"Doesn't seem to have an option to hide albums from the main screen, which is
                            a problem as every single music album I have on my phone is showing up and making the
                            gallery really untidy. I don't want to make it private, I'd just like to be able to exclude
                            certain folders and their contents from displaying in the gallery, but there doesn't seem to
                            be an option for this. Perhaps make the app description say that a simple exclude from
                            gallery isn't a feature as ""hide photos"" is misleading",3,,,Ryan King,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-23,"Ad over photo in landscape mode. Installed this app looking for a simple way
                            to organize and view my photos. Saw the ad at the bottom in portrait mode, thought, no big
                            deal, it's mostly out of the way. Rotated to see the landscape view with more detail and
                            bam! Nasty ad covering the bottom portion of the photo with no way to see that part of the
                            photo. Uninstalled immediately.",2,,,Allan Williams,,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-24,"the best gallery ive use so far.. easy manage easy edit and delete .
                            everything is cristal clear. welldone dev.",5,,,Shafiq Al Hakim,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-24,"Keeps crashing every time I press edit then displays a note saying 'no
                            responding close app or wait'. Also annoying having to watch ads when you want to look at
                            your own photos.",2,,,Jonny Chaos,,,,,,,,,,,,,,,,,,,,,,,,,
9-Apr-24,Simple and easy interface,5,,,Tejbal Singh,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-24,Just easy to use and marvelous,4,,,patrick akrofi,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-21,"This is the best gallery app out there that I've used! However.. there's one
                            major issue that has made it almost unusable for me. When deleted (not moved to trash bin)
                            photos would just become broken files that couldn't be found in the app but could be seen in
                            other gallery apps, filling up my camera roll in Messenger, Instagram, etc, as well as
                            causing issues with the gallery app.",3,,,Dr. Lavender (–ê–ª–±–µ–Ω–∞),,,,,,,,,,,,,,,,,,,,,,,,,
11-May-24,Too many pop up ads.,4,,,Rajiv Nair,,,,,,,,,,,,,,,,,,,,,,,,,
6-Jun-22,"At first I was skeptical.. And honestly hated this app but since using it in
                            the short time Ive have it I gotta say im impressed by the functionality. It's easy to use
                            and so love the backup option in case the app gets Uninstalled for whatever reason I won't
                            lose any of my pics. The ads are so minimal its next to nothing. Bravo in my opinion this a
                            great app and one of the better ones out there. I highly recommend this to everyone",5,,,Dawne Mccrea,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-23,"Earlier this app was working but now ad full screen, ads at bottom & ads
                            when viewing stuff in app. Didn't worked on my Redmi A2 Plus previously and isn't working
                            properly on Samsung galaxy m30s. Using this app on my other devices but on this, it's
                            hanging and crashing & set as option is unresponsive. Can't set an image as wallpaper.
                            Allow us to hide top 4 buttons or clean button. It presses accidentally. Default gallery app
                            works best. Plus change position of directory in vid app. Uninstalled.",1,,,Varniit Professional,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-24,One of the best gallery app,5,,,Jacob Mathew Mannil,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-21,"I really love this app. I have downloaded it for like five months now. And
                            there is totally nothing to complain about. There are no adds at all. You can lock your
                            photos with your own folder names. You can arrange photos between folders. Since in my
                            mobile's default gallery, there was no options like hiding images or arranging them. So i
                            love it. Hope this review was helpful for you‚ù§",5,,,Muhammad Umer Draz,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-21,"The image quality gets reduced in the viewer. It's obvious when you zoom in.
                            When I open the same image in another app it's fine. Also, sometimes the first time I select
                            pictures for locking, the import button doesn't work and I have to do the selecting again.
                            It's fine the second time.",4,,,Afshin Moheb Ali Nezhad,,,,,,,,,,,,,,,,,,,,,,,,,
9-Feb-24,"Ad free platform what is most important gallery open only memory not too
                            much pop-ups that irritate u like hell.so I'm liking it a lot",5,,,Komal Singh,,,,,,,,,,,,,,,,,,,,,,,,,
31-May-23,"So many adverts and it gets in the way of the images. * In reply to the
                            reply below, I have found a number of apps now that are free and work better for me. A
                            gallery app that has a constant ad banner at the bottom of the image is pointless and having
                            go watch ads just to see your own images is crazy.",1,,,J B,,,,,,,,,,,,,,,,,,,,,,,,,
8-Jan-23,"sorry to said that, though I have get much better experience form this app
                            but recently I have lost all off my photos that was locked on the private folder.Today when
                            I go to view the private folders photo,I am just getting surprised that there was no photo
                            on private folder.Do something for me to get back my photos. Except it,this app is very
                            usefull.",1,,,pavan mahajan,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-24,"It hangs a lot loading is slow the only thing making it best of better than
                            the other gallery apps is it's shrinking expanding feature and locker slideshow but there is
                            another one without shrinking and expanding feature but everything better",2,,,ZackK9Nine Khongsai,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-24,"It was really good at first but then a few days back all my photos in my
                            Facebook album or .... album were gone??¢??¢??? I didn't delete anything else .but the album is
                            there with no image at all, This is really heartbreaking ?????????",1,,,Thet Naing,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-22,"It was working really well for me. Until the recent update, i lost all my
                            most of my important photos after hiding it, i just happen to change the sort option and
                            then the next thing half of my album and photos are gone. It's really frustrating knowing
                            that I wouldn't get it back ?????°. I hope the developer sees this and fix it.",1,,,Waka Tika,,,,,,,,,,,,,,,,,,,,,,,,,
3-May-24,"Nice ??ç, simple to use",5,,,Felix Ekunju,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-22,"After a while, I got used to the ads when trying to own a folder or open the
                            app. However, not only are ads showing every time I open a folder or try to share a picture;
                            now the ads appear at the bottom of the app, too, and takes longer to work to give ads more
                            ""screen time"". Very disappointed.",1,,,Sergio Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-23,"This is a good app but my videos and photos keep disappearing suddenly and
                            then coming back. I gave this one stars because all of my videos I saved on camera. I'm very
                            frustrated and upset at it. I just changed the folder name on Camera but then suddenly all
                            of my videos I saved is gone and probably deleted somehow. I'm actually so upset that all of
                            the good videos I saved is now gone to a stupid glitch on this app.",1,,,Ntshiabnag Vue,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jul-23,"Great app! I sent one email at your contact email id .. looking forward for
                            your revert... please ... I updated and transferred my data from android to android .. when
                            I transferred the app and opened it asked me some email id and I somehow clicked on the
                            other email.. now I am unable to retrieve my old photos which i saved in this app.. please
                            help ..would really appreciate.. Would be ??è grateful!",4,,,priyanka peshin,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jan-21,"Filters have glyph seeming to signify intensity slider that doesn't exist.
                            Incompletely developed clone. ""Advanced"" leads to app store, to another app, one of many
                            dished out by this crowd, none of which is v useful, some of which are shells. Predatory-
                            buying out competition to cripple the market & funnel people into whatever sells more.
                            homogenisation, atrophy of competition. So much for the free market. When you uninstall, it
                            deletes every image you've used the app to edit. Gone. Poison.",1,,,Fyuuredhijgfzre Gjjygtdftyirguug,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-23,"Simple & Functional I left this 2word review above, earlier,, But, I had
                            to come back, cuz I had to use this app today several times, and just realized... I love
                            this app and highly recommended I just got rid of that stupid simple Gallery the one that
                            gives you 14 days and then they upgrade u to Pro, and charge a fee. This is much smoother
                            operationally for me, re Private Files, vs The Simple Gallery and Pro, with their stupid
                            hide and unhide function. Good Job Guyz!",5,,,Billy,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-23,"‚??PROS‚?® ‚?† Great App with superb quality. ‚?° Built-In Player that capable to
                            play almost all favorite multimedia file formats. ‚?¢ Private Image & Video Vault. ‚?£
                            Built-In Photo Editor. ‚?§ Recycle Bin. ‚?• Nice, Neat, & Pro UI. ‚?¶ Folder Pin. ‚?ß Ease of
                            Use. ‚?¢ ‚??CONS‚?® [EDIT] No any major problem now. After applying the last updates, the App runs
                            smoother, faster, better, and more stable. Thank You for the troubleshooting. ‚?¢ I really
                            appreciate the hard work behind this App. Thank You!??è?èº??ç?èº‚??Ô∏è„?? ‚?¢ [Premium]",5,,,Henry Lee,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-23,"easy to navigate the app and use it to organize my images. i really like
                            that it gives you the option to rename files when moving them to folders with duplicate
                            names. others just fail.",5,,,nick denardo,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-20,"Well it looked really interesting and I downloaded it; one of the selling
                            points was putting in a password number to access my photos. But nowhere in the settings or
                            anywhere else that I've browsed today since it's been downloaded haven't I've been able to
                            find any direction or place to find now that I've set a PIN number how do I lock the file so
                            that the app will lock? being elderly and eyes deceiving me I may have overlooked it and
                            would greatly appreciate any direction you can give me. Thamx",3,,,Ginny Burdick,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jan-22,"This app is good but there's big glitch or problem with this app. it doesn't
                            work on phone gallery. it's only work on itself. Once you hide all necessary photos thn you
                            can't see those photos only in this app. but when you open the phone gallery(not this app)
                            those photos are still there. so overall I found that this app is good but the purpose of
                            this app is useless because it doesn't apply anything on mobile gallery. thanks",2,,,Waqas Hani,,,,,,,,,,,,,,,,,,,,,,,,,
1-Aug-23,"Too much ads. So the reply was - it's a free app, so the ads. And premium,
                            add free version is there. Well, it's laughable that such a simple app has to be bombarded
                            with ads. Its totally not worth it. I'm a full stack dev. And if mobile devs think creating
                            a gallery app and monetizing is THE thing to do, well, you have become more of a salesperson
                            than a programmer. Shame! And also, there are 100s of gallery apps. What makes the dev think
                            people will use this app, other than sheer stupidity?",1,,,Asesh Basu,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jan-22,"Developer replied earlier saying app HAS TO BE CONNECTED TO THE INTERNET TO
                            VIEW LOCAL FOLDERS in SD card Gallery folder (I came from Samsung to Moto w/no gallery),
                            LIKE MY OWN CAMERA FOLDER CONSISTENTLY? WHAT?? THIS MAKES THIS WHOLE APP UNUSABLE FOR ME,
                            SORRY. I want to see camera folder at the top, NOT showing ""0 files"" until I ""update"" or
                            connect to internet?? Also, needs ability to create new folder inside the app both while
                            moving/copying files and to make one to move/copy to, please.",2,,,Revolution Underground,,,,,,,,,,,,,,,,,,,,,,,,,
27-Nov-21,"I just downloaded the app and just looked at a few things but haven't done
                            much yet and I have to get pictures to. My kids play on my phone and I got this just in case
                            I have a picture I don't want them to see. Chirstmas reciepts, or pictures of gifts in
                            general or things like that. I hope it works and so far I do like it way better than others.
                        ",5,,,Amber Wilson,,,,,,,,,,,,,,,,,,,,,,,,,
6-Aug-21,"Everything is nice , I used this as main Gallery because it looked nice and
                            noticed it drains a lot of battery , also is sluggish despite of not being a problem of ram.
                            Since I see all pictures in my phone , I got to use this app frequently over 2-3 hrs and the
                            app is having same stuff. Its fine but gets sluggish overtime when scrolling. And the
                            battery drain rivals Basic Gameplaying which even offline and Airplane mode. Hope this gets
                            fixed.",3,,,Stacy Freshener,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-22,"It's an all around great app. But there is an issue with the private albums.
                            Using a file manager app you can easily find the ""hidden"" photos. They appear as random
                            numbers with a .o extension, but the file manager app I use shows them as thumbnails.",4,,,Anonymous Google User,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-22,"So far it has worked fine. It has no editing tools when I tried to use them
                            it said to download separately. It took too long so I just quit. Used Google s instead. I
                            use this app to keep my photos under a pin and to enlarge pictures. I won't rate anything on
                            it until I have used it a t least a month...",5,,,Eddie Campos,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-21,"Work as described something would like to see if you have options in
                            settings to assign album covers, be able rearrange pictures in albums by clicking on the
                            picture, or a tap an slide feature. Keep Security tight number one must have an virus
                            protection. Have not exported to USB or external hard drive yet.. overall 5‚≠ê no issues works
                            as described allow full permissions. #1",5,,,Robert Kite,,,,,,,,,,,,,,,,,,,,,,,,,
9-Mar-23,"App seems OK but there's an ad pretty much every time I open the app. Quite
                            embarrassing when I'm trying to show someone my photos. There's even ads when I exit the app
                            ?´§ Also, it keeps offering to delete all my screenshots. I can't figure out how to turn this
                            off. Why would I want to delete my screenshots?!",2,,,Angelina Constantinou,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-22,"I have my album columns set for 2. However, every time i open app, my
                            columns have gone back to 3, even though my srttings are srt for 2. This even happens when
                            ive posted one picture and am trying to go to another album. VERY annoying and frustrating.
                            Looking for another ap to usr.",3,,,Karen Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-23,"If you are looking for a an app that bombards you with ads, this is the app
                            for you, it goes beyond anything reasonable, don't support apps or their advertisers that
                            inundate you with ad after ad. There are so many better options available that don't waste
                            your time with nonstop ads.",1,,,Charles OBrien,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,"Update: it's a lot better, more optimized and more features added such as
                            dark theme. Good Gallery. Old: Good gallery with essential features, Would be better with
                            dark theme. But, when i click ""save"" after i finish editing my photo it does nothing. And it
                            need speed improvement.",5,,,Farah Kamalia,,,,,,,,,,,,,,,,,,,,,,,,,
4-Mar-22,"Great app. Only problem is that if you edit pictures that are stored on your
                            memory card it goes ""save error"" and refuses to save them. It'd be nice if it had more
                            controls for video playing too.",4,,,A Good Weird,,,,,,,,,,,,,,,,,,,,,,,,,
3-Feb-22,"This app is unusable! I don't normally give bad reviews for apps because it
                            makes me feel bad, but this app needs some serious improvement. Not only did it take FOREVER
                            to lock a couple folders with pics and videos, but it when I tried to unlock one so I could
                            add something to it and lock it again it DELETED THE THINGS I TRIED TO ADD! ??≠ I do not
                            recommend downloading this app!",1,,,Aaron Pierce,,,,,,,,,,,,,,,,,,,,,,,,,
23-Oct-20,"So far I like it more than Google's photo gallery, it's far more user
                            friendly and I enjoy seeing the creators actually talking and taking into consideration
                            their user's idea's and suggestions. Overall it's a great app, but one small thing it's
                            missing for me is a dark mode. Adding the option of a darker background would be a 5/5 from
                            me.",4,,,Joe the Psycho 212,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jan-22,"Good overall app. I really like how invovled the whole experience is. The
                            way the layout is over the entire app. It really makes the whole app pop out . I enjoy every
                            thing from all the different settings to all the different customization.",5,,,Louis Losoya,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-22,"Love ‚ù§ this application. It's easy to use,organization is good and easy to
                            locate on my phone. But I find that when I need more internal space and I move pictures to a
                            file in the My Files application it yells me that I DONT HAVE AN APPLICATION THAT SUPPORTS
                            THE FILE.. So how do I retrieve my pictures and can I changed storage from internal to SD
                            card. Also Do you have anything like YOUR OLD VERSION OF GALLERY? LIKE THE EDIT OPTIONS
                            ESPECIALLY SKIN SMOOTHNESS AND SKIN TONE OPTIONS..",5,,,Valerie Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-21,"Viewing quality is low... It has great zooming levels but the images have
                            some chroma effect.. Images with Gradients look like rainbow... I hope you guys understand
                            what i meant...I really like Inshot's File Manager and also the Inshare app, really nice
                            ones.. But this one is not really great... A photo viewing app should have perfect
                            displaying quality...I didn't check the other features of this app because of the low
                            quality viewing issue...",2,,,MS Aneesh,,,,,,,,,,,,,,,,,,,,,,,,,
4-Aug-21,"I've installed many hide gallery app but all of them came with strings
                            attached and poor quality. THIS is like the BEST hiding app for pictures ever. 10/10
                            recommend ???. It allows you to use your fingerprint as a password if possible, it allows you
                            to move full folders/albums into the locked section. Best thing is you can set your
                            wallpaper from the app. The ads are not even bad. Prolly 5 secs at most and usually 1 sec
                            ads. Like bro this app is genius. (Helped me hide my miraculous pics)Thanks???",5,,,Mary A,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-22,"Great gallery works like you want it to. Couple ads. I hate ads , bought it.
                            Thanks I appreciate being able to pay, developers should get paid. I don't like when
                            software has ads butt no option to pay. Won't use it. Thank you for this Inshot",5,,,Mike A,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-21,"It was working very efficiently, but all of a sudden I lost all my pictures
                            and videos which were saved in Private files. Then they asked me to mail through
                            More-settings-feedback or suggestions, which I did more than 5 times, they are not ready to
                            respond and solve my issue.",1,,,DrMohammed sadiq,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-21,"So far I really like this one - nice, clean UI, 'Private' feature. As at
                            least one other rater has noted, it is blatantly obvious to anyone looking that there are
                            'Private' images on the phone... Perhaps this could be made less visible.",5,,,Mike Albrecht,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-20,"Simple and easy to use. Very basic with not a lot of customization but you
                            CAN lock/privatize pictures and videos for free which is rare. Very little ads but would
                            still love it to be ad free. A shame that Google doesn't make decent photo and sound editors
                            anymore",5,,,FrankTheStud,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-22,"Rated at two stars, because: - no geo info from shots is being used / shown
                            - no user tags - app has number of bugs: video lengths are firts shown as 00:00 and only
                            after a while it's updated to real ones, the icon with sweeper shows 12 Gb - like it found a
                            way to free 12 Gb of space but if you click on that it shows just few hundred of Mbs -
                            ""similar photos"" detection is too rought, it basically suggested me to delete all my
                            documents photos I was making as it all looks the same to it",2,,,Alex K,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-23,"The Setting is set that the image will be sorted as the date taken but my
                            recent images are at the bottom of the Album Please fix this problem so that I can give this
                            Gallery 5 stars Hoping for a quick reply.... *EDIT:* YES I know about that Already checked
                            about ascending and descending order It is on Descending...but still I see this glitch I
                            even sended the feedback from the help option... Please fix this",1,,,Ansari Araisha,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-22,"Was fine at first but when I moved some videos from one folder to another it
                            put a bunch of corrupted files into that folder as well, it looked like those files were
                            copy's of other videos I moved to a different folder, which was still in that folder but now
                            I need to delete a bunch of corrupted files hoping I didn't lose anything",1,,,Sora,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-23,"I absolutely love the display columns in the app. The gallery is so well
                            organized and I am very impressed by that! I also am happy that the app does not have any
                            privacy concerns with sharing my personal information. Thanks guys for making a great photo
                            gallery app just the way that one should be made!",5,,,Gin,,,,,,,,,,,,,,,,,,,,,,,,,
30-Dec-22,"I am so excited uploading my photos until I discovered that I lost ALL of
                            them, they're not even in recycle bin! This is frustrating! I sent email but NO REPLY at
                            all! I was planning to pay to remove ads but I have no choice I need to uninstall this. NOT
                            reliable app to save your photos!",1,,,Keithy Balang,,,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-22,"This follow-up review commends developers for applying users' suggestions
                            that improve this app. An example is 'Displayed columns' feature they've added from 4
                            features suggested earlier, in my 14/03/22 review. Improvements still needed are: (1)
                            Fix/Increase speed of files upload, (2) Upload 'recent' files on Main Page by default, (3)
                            Increase minimum speed of '1' to move much faster on slideshow (4) Make Photo-Edit
                            'Rotation' feature adjustable by positioning, or moving, in any(all) directions.",4,,,Fred Addison-Ankrah,,,,,,,,,,,,,,,,,,,,,,,,,
24-Nov-21,"Private feature needs much improvement. Can't backup private folder. After
                            recent update, lock icon is gone from pictures. Can only lock videos. I emailed developer
                            months ago asking how to backup private folder and no answer. I figured out myself how to
                            manually backup private files.",2,,,Edel Benavides,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-22,"Overall I'm satisfied, got what I was looking for and couldn't ask for a
                            better gallery app than this one! I only gave 4 stars and not 5 and that's just because I
                            hate ads. But the ads on this app are the shortest and happen less often then any other free
                            gallery app. I recommend to others! ??Å??ù??ç?§????",4,,,Shanea Wichelmann,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-22,"Works as a gallery should, too many disruptive ads though. If the app wants
                            money I don't see why it couldn't add useful features with a small paywall. Nothing crazy
                            ofc, I don't see myself spending more than $5 on a gallery app unless it has some mechanic
                            no other gallery had. I'm just glad it doesn't lock each individual photo under a paywall
                            like some other apps ??µ‚?ç??´",4,,,Misguided Moose,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-21,"This app is amazing, I really like it, it never laggs, the UI is amazing.
                            But a thing that I totally need is a option for hide folders because I have some music
                            albums and I don't want the covers appearing on my gallery. Please add this.",4,,,prophamoon,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-23,"I like this Gallery and don't any problem with ads but in the new update the
                            video play option change . First when I play the video I easy slide to the next or preview
                            video but now I touch the back or next button. I really hate the new update . This removable
                            option it really disappointed me I requested to change the video play option that we can
                            slide to the previous or next video .",3,,,SF_ PATHAN,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-23,"Easy to use but very irritating, maybe I'm not using it correctly but each
                            time I edit a picture it treats the edited photo as new and puts it to the front if all
                            other photos so it's out of sync. Grrrrrrr",2,,,Sue & John D,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-22,"Just downloaded the App, so I need to discover lots more about it. So far
                            I'm loving what I see after testing the one picture. I also noted there's a bit of intrusive
                            ads popping up after a command, but do let's see what's in the box. Loving the App so far,
                            thank you",5,,,Adrian Dennis,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jan-22,"I like this app but 4 star because for video hide it should have 1 OPTION
                            there and that is *10 second skip* the app lags on this feature whenever I try to double
                            click the screen of video it doesn't actually skip 10 seconds but actually whole video close
                            ... please add this feature like come on put a build in video player please it's A VERY HUGE
                            & HUMBLE REQUEST .",4,,,Gazi Islam,,,,,,,,,,,,,,,,,,,,,,,,,
18-May-21,"So far so good. Works beautifully. Only complaint is I cant move pictures
                            around one by one and arrange them in an order. Id highly recommend a feature where I can
                            grab and drag an image around to place where I'd like it inside my folders.",4,,,Panzerknacker43,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jun-22,"This app is good but I got some issues 1: when I play a video and pause it
                            to see the current video frame but it's showing starting frame of the video not the current
                            video frame . It's really irratating. In previous version there we can see the current video
                            frame when we pause.",3,,,rahul sarkar,,,,,,,,,,,,,,,,,,,,,,,,,
14-Aug-22,"I was loving it but facing a major problem . It was working great until
                            yesterday but now every time I try to open the ""private"" folder, the app crashes and I can't
                            go in. It says there might be a bug. Hopefully a dev sees this and gets it fixed :(",4,,,Youri Kondo,,,,,,,,,,,,,,,,,,,,,,,,,
29-Dec-21,"Thanks I won't believe this because when I was checking my photos and videos
                            I just found empty app and the app was disappeared so I started thinking about my documents
                            like pictures and videos but i got an idea that to have a new app of Xgallary hence when i
                            re-enter my password and email as surprised all my things i found just i should submit a
                            thanks for your help. GOD help you on helping others",5,,,Mohammed Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,
23-Sep-21,"This app was the best gallery app for me. It would hide pics,vids I wanted
                            to hide,the filters are very pretty. Just recently I've been experiencing this problem,all
                            my private files are gone after the new update! I had many many files hidden but now all are
                            gone. Please fix this problem..",1,,,Jungkookie,,,,,,,,,,,,,,,,,,,,,,,,,
3-Sep-21,"hello there, I am satisfied with this app. You can sace pics and make albums
                            and lock them too. On the other side you can edit it too but you can only change the filter.
                            Otherwise it's a pretty good app. ok that's it. BYE ARMY IN YOUR AREA??????",4,,,Ibrar ali Dar,,,,,,,,,,,,,,,,,,,,,,,,,
9-Apr-24,Sometime photos are not respond properly,2,,,Zani Ali,,,,,,,,,,,,,,,,,,,,,,,,,
29-Nov-21,"App is easy to use, and all pictures have a clear and sharp view. Importing
                            pictures is easy to do, along with setting up private albums. The picture slide view works
                            really well with this app.",5,,,Albert Tapia,,,,,,,,,,,,,,,,,,,,,,,,,
5-Dec-22,"Extreamly sorry to said that, though I have get much better experience form
                            this app but recently I have lost all off my photos that was locked on the private
                            folder.Today when I go to view the private folders photo,I am just getting surprised that
                            there was no photo on private folder.Do something for me to get back my photos.Except
                            it,this app is very usefull.",1,,,Ajijul Hakim Shurat,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-22,"Not impressed ! When you open app it like opens your regular gallery and
                            there is a lock tab at top and when you press it you have to put in password to view or add
                            locked files. You cant arrange hidden files the way you want .Has preset order options for
                            you to choose from. Cant back up hidden files to sd card. Will be looking for another app.
                        ",1,,,Scott Riffe,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-24,"10 seconds in full of adds. Make you wait to bypass... Than when wanted to
                            send a suggestion where offered met with adds and a impassable please send a pic menu ... No
                            I will give you proper verbal input of where a picture would not explain... App sucks.",1,,,Mike Bo,,,,,,,,,,,,,,,,,,,,,,,,,
6-Feb-23,"Love this app. More than once after updating my phone, the other app that I
                            was using on more than one occasion, lost whole albums or individual photos. This app has
                            been steady and stable.",5,,,Child of The Most High God,,,,,,,,,,,,,,,,,,,,,,,,,
6-Feb-22,"Just installed it. So far so good. I'll see later how it goes. I installed
                            it because after the retarded software update on my LG G6 Thinq, the standard installed
                            Gallery works between the catastrophal parameters ""extremelly slow"", up to ""not at all""
                            (after 2 weeks of it stil bad) only ""Close app"" I get to click.",5,,,Loraine680,,,,,,,,,,,,,,,,,,,,,,,,,
5-Sep-21,"This app reminds me some functions of Samsung gallery app and user-friendly.
                            It pops up with ads sometimes but it's not bothering me yet. As phones that are not made by
                            Samsung are not supported for downloading its app, so I can have this app as my default
                            gallery app so far. Thanks dev.",5,,,Paya Lily Phan,,,,,,,,,,,,,,,,,,,,,,,,,
