source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
App Store,f451d09f-a583-4b7f-8283-494ba9e6714b,2010-03-08 08:19:44,"Downloaded dropbox for my imac 4 months ago. At first thought it was a bit of a gimmick but then found it was by far the best way to sync files between iMac, macbook and the odd PC I work on occasionally from remote locations. All the files I'm working on go in my dropbox which makes them instantly accessible on all computers and my iphone. When I'm done with the files, I move them to make room for more, but with 2GB of space, I'm not likely to run out. 

One functionality that would make Dropbox better is to associate dropbox files with files held in the 'my documents' directory.  This is a small point though to what is by far the best app on my i phone.",5,Robbyj64,Changed my life!,,,,en,us
App Store,66edc0a4-4b4d-40a2-badc-bfa9aaf2292c,2010-08-01 14:18:48,"Dropbox is a service that all students should use! I put all my school work/coursework in my dropbox folder and it syncs perfectly with my iPhone and other PC's.

It's great because when I lost my USB drive which had all my work on it my work was all backed up on my dropbox folder. Also I can stick revision material on my dropbox folder and quickly revise from it before an exam by quickly firing up this Dropbox app on my iPhone. 

I can never forget to bring a file to school as all my files are on this dropbox app! It is a must get application for all students to set up before the new term begins in September.",5,domsmith04,Must Get App For ALL Students,,,,en,us
App Store,56ff1e21-7bbd-4f17-b06b-be5025739b5c,2016-06-10 15:02:07,"I was recommended this service by a colleague as I needed to free up space on my iPhone as it was nearing capacity. I downloaded the app and since then have been moving all of my photo and video files across as recommended. I believe that everything is now there, however why does it a) take so long to download everything and b) make it as difficult as possible to find the files after they are transferred? On my phone (and pc) it was easy as everything was in alphabetical order - and chronological.. With Dropbox everything is all over the place with different photos in different files - and as I have over 4,500 photos, it's going to take a while to sort into any order I recognise.. Please make it easier to sort out? Please?",3,Vinceyboy!!,Pleased it frees up space on my phone - but why is it so confusing to use?,,,,en,us
App Store,c21d0ef6-a03a-465e-bca7-3236dd892569,2017-02-23 00:50:52,"I downloaded the most recent update today, and noticed that when switching to the files tab, then swiping through the list view of files and folders, dropbox crashes immediately and kicks you back to the home screen. I tried this several times with voiceover running, then disabled voiceover and discovered no problem with the screen reader disabled. I use dropbox all the time, and because I am visually impaired I have to use voiceover with the app, so this is a major problem for me and thousands of other blind dropbox users who are also having the same problem! For your information, I am using the latest build of iOS 10 on an iPhone 6s and I have never had this problem before. So something in the latest version of the app has broken voiceover accessibility big time! The problem does not occur in the recent's tab. Please fix ASAP!",1,mtsw69,Files tab crashing app for Voiceover users!,,,,en,us
App Store,933e0926-dcb1-4715-8aad-b7c85e7b3cbe,2017-11-17 10:43:47,"I've been frustrated with the service in general as of late. It used to be a useful place to store my files. Now it seems they care less and less about that with each passing update. Even something as simple as showing me an alphabetised list of folders, this app somehow fails to do. Instead my folders are mixed in haphazardly among the files. The 'Home' view is completely counterintuitive, and should not be the default on the Dropbox website. And then there are the API changes that have made apps like Day One unusable, forced incompatibility with older OSes, not to mention that the free tier is still a measly 2 gigabytes.

But instead of maintaining their core product, they seem determined to reinvent themselves as some kind of artsy-fartsy creative workspace/platform for All Your Creative Ideas. Just who the hell are they trying to kid?",2,Jynto,Dropbox has gone downhill.,,,,en,us
App Store,554ac436-3820-4c0c-ad27-6504f5abdd17,2011-08-07 08:08:13,"Perfect companion to the pc desktop dropbox application of dropbox.  Seriously powerful for keeping things in sync and backing up photos etc.
Far exceeds the current mobile me service and so simple to save files to dropbox when working on the same documents on a variety of computers. 
At a more realistic annual price I would definitely become a premium member but the monthly charges should be an annual charge IMHO. I hope they can address this pricing issue soon otherwise the icloud will come along and clean up the competition (although to dropbox's credit, it is a great deal more reliable and stable than Apples online services to date!).",5,Anti Procrastinator!,Most useful app ever!,,,,en,us
App Store,f351f730-8764-4cb2-9d9c-513392d25075,2017-09-16 01:47:05,"So, I have just paid for the premium version (now I wish I'd just found another app).

The issue is, I have a lot of photos and videos that I am taking from my trip abroad, so I want to make sure everything is backed up for the worst case scenario until I get home so I can back everything up on my laptop. Now even though my phone is connected to the wifi, if I am not literally on the application, it will not upload! 

So even if it is running in the background or I am on the app and the phone has locked itself, it stops uploading! That makes it pretty pointless if once I get home, they still haven't uploaded, what if I was to lose my phone in the meantime 😒 the worst thing is, I can't leave the app open overnight and the phone unlocked, because iPhones don't allow your phone to remain unlocked for more than 5 minutes!! 😩",1,Jazza786,Uploading is an absolute headache!,,,,en,us
App Store,36502f01-c400-4309-8383-9f09de8b2054,2011-04-18 14:16:17,"This app is honestly one of the best apps around. Upgraded to pro and basically have everything on your home computer available to access on the iPad. Have all my past lectures, practice papers, photos, movies on it. The standard free one was good, just needed the extra space therefore upgraded, but to be honest 2gb free virtual storage is good enough! However only problem I find it I cannot upload any documents such as pages,keynotes,spreadsheet files I've created on the iPad onto dropbox. Only from able to do this from my home pc onto dropbox. Hopeing next update will allows this. Part from that great!",5,Shaneeerrrsss,Amazing!,,,,en,us
App Store,5cfd3033-42cd-43e4-a12c-bf65981fd6c2,2014-04-19 16:21:03,"This app is amazing..! I now use it instead of my college memory stick and other stuff too! Never had any problems since, but would ask to look at the app and maybe make some improvements for example; I know that I can synchronise my music from PC onto Dropbox and listen to it through the app, and only. However it would be an advantage to actually have an option to save music from Dropbox onto the actual phone memory instead of always using iTunes app on transferring music from PC.. This would be very very good! Overall I am so happy to have this app! Keep it up.",5,Vikamak05,App feedback,,,,en,us
App Store,5669da31-aa36-476c-af53-c969b5f7d857,2010-04-25 21:40:25,"Overall this app is very easy to use and  upload images which you can get on your computer with the additional software, also sharing with others is simple. Though the ability to create folders isn't availible it is easy to organize. But... It's slow to upload files, SPEED IT UP!!! And if you've got a lot of files you're going to be there sometime, MULTI FILE UPLOADING!!! Plus editing documents isn't an option and being able to create documents in the app then saving it to your account would be good, IN-APP CREATING AND EDITING DOCUMENTS!!! Apart from these it is a very usefull app making sharing and backing up online very easy.",4,l0wb4ttery,Few more features,,,,en,us
App Store,89a7fb35-8726-4b1e-8c0b-b55624c96ed6,2010-07-07 16:57:22,"This app does what it says on the tin - anything you store on any of your computer in the dropbox folder will automatically appear on this app in iPad. What's more, the document reader is outstanding (goodreader quality) and you can even opt to open a documents in another app (e.g. pages, or numbers). This gets around one of my major bugbear of ipad - the lack of a file manager. The only problem, and it's a pretty big one, is that the documents are not automatically downloaded and stored locally. That's a big issue as it makes the app useless outside wifi range, and the whole point of an ipad is to be able to carry it around...",4,John_III,Great app - but no local copy,,,,en,us
App Store,86b6c5f1-7779-4440-ab92-1a2f6b147d8a,2009-11-07 10:24:59,"I work on PC, mac and Linux machines so dropbox has been an essential for me for a long time. Whilst not perfect, this app is so handy an addition to that essential suite I can't bring myself to give it less than 5 stars. 

What could be better?  The ability to favourite folders rather than just files. Better image viewer. Some means of jumping to the bottom of a viewed document. 

These things are really just tidy-ups though. The app is stable, useful and a critical app for anyone who wants to sync files accross multiple platforms and have access to them on the move.",5,Ssieth,An essential,,,,en,us
App Store,58655188-2313-45b4-8baf-d54616a4e4cd,2009-09-30 00:21:35,"I love Dropbox, but this first iPhone app is a little limited. You can view files, search only inside the folder you are in (no subfolders), and there is no 'Events' view so there is no easy way to see newly updated files. 

That said, it has a nice favourites tagging system, can download single files or offline access (I'd prefer downloading whole folders) and it is cool that you can upload photos directly from the camera. 

I love Dropbox too much to slate this app, but it is in a very basic form in v1.0 and for me the Dropbox web app (mobile edition accessible via Safari) remains far more practical and useful.",4,gordonakelly,Web App is Better,,,,en,us
App Store,b6836881-bd19-4001-9a33-77842fb16315,2016-01-05 19:24:02,"Not very happy, being a space-conservative person, I checked the file size before downloading and found it was a small app, so I thought brilliant, I can use this app to save even more space on my phone!, I proceeded to download it on my 4G data connection only to find out the app was actually a full terrabyte of memory, which clocked my ETA next to the loading  bar up to 27 days and 5 hours, anyway after spending over £35 on mobile data using my credit card in order to download this pile of garbage, I opened the app on my computer, because my phone ran out of memory and will no longer turn on, and was confronted by a screen with a picture of a bloody sheeps corpse, a human ankle and a signed picture of Ringo Starr, I was appalled and spat out my grilled dogs tongue, making me sick in the process. Wouldnt recommend",1,TheDuck__9988,Completely dissatisfied,,,,en,us
App Store,c5062fef-9052-4eff-9c74-e9740f52f382,2012-06-17 00:18:05,"Update - So another update labelled as a bug fix and this one does not work either. And support tried to say it was something wrong with my phone .... So. Badly tested App and padding the blame onto the users. Shame on Dropbox.
And for all those who say just reinstall and stop moaning ... This is the only way we can warn others or express our feelings. Dropbox support, developers and management don't care.

Update - And see how many others have the same problem since last update !!!?????  Deleting and reinstalling fixed app - still bad programming . Got to change all my settings and add favourites back to how they were ....why? ... Because of BAD PROGRAMMING AND SUPPORT Original feedback - Was an excellent app till latest upgade now won't get past login screen. Yet another good app totally ruined and useless from bad programming and lack of testing.",1,Fed-up-with-bad-ripoff-apps,Don't upgrade,,,,en,us
App Store,804d2139-bd39-4167-843f-11ef718d58b5,2017-02-25 09:41:13,"There are so many ways this could be a fully functional app that would be perfect for sharing files in the modern world. It's as if your developers have never tried being real people using the app - surely there should be less barriers to being able to access shared files. Surely an app shouldn't have to be downloaded by everyone who wants to access files when in a mobile device. Surely surely there should be a simpler log in method. It's archaic, frustrating, and makes clients pretty irate also whenever trying to share work with them. Maybe time for a major rethink? I wondered when downloading how the ratings could be so bad. Didn't take me long to realise why. 

Sure I'll feel less stressed after a coffee - man that app put me in a bad mood.",1,John102030494748281,Yet to find one redeemable functional aspect to this terrible app,,,,en,us
App Store,c2687553-bc01-451f-89c6-01e73e9a399a,2009-09-29 21:44:47,"Dropbox is awesome anyway - I use it to sync my home and work computers, and collaborated with coworkers across the world. This app lets me have all my files only a click away. The webapp was pretty good, but this makes things just a little bit better. It works very much like iDisk, but with a million more advantages. I literally couldn't do my job without it (I work in one country, and my clients are in various other countries). Just being able to find files on the move is something can't be found makes this iPhone version a godsend. Hurrah.",5,scribblenik,Dropbox = Goodness,,,,en,us
App Store,a8d6d8d7-bd5f-4fe6-b32e-5b22d285c66b,2010-05-02 08:27:32,Pop a file into your dropbox folder on the pc and you have access to it from the app on the phone. Pop a file into the app and you can access it from the folder on your pc. You can also do this from phone to phone and pc to pc. You can create a shared folder and specify who can access it. Aside from the basics you can use it in very creative ways that you might not be aware of. I think it was gizmodo or engadget who did an article on this. Dropbox can do a lot more than is first apparent and is a must have app for anyone!,5,Data Ghost,Dropbox: THE FACTS!,,,,en,us
App Store,16626b5a-021a-4018-a647-158254c18dc5,2011-06-08 06:46:47,"Good, but as a file sharing system it leaves a lot to be desired. There's no download button for people you're sharing with, so they have to work out how to get your document, photo or whatnot off the web page and onto their computer. Secondly, it needs to allow you to time-limit how long each file may be shared for, otherwise someone is able to access that file forever using the same URL. Finally, and most importantly, there's currently no way to set individual passwords specific to each file or folder, so anyone can download your files once they know the URL, which can be easily emailed or posted Facebook or Twitter. 

Dropbox is fun, but it's not secure.",2,Barnstaple,Password-protected file sharing,,,,en,us
App Store,50883585-f44c-4f24-8409-b87cd84207b2,2014-10-20 15:25:32,"I'm providing this review on Dropbox for iOS,  for the simple reason that it hasn't got the rating on the App Store it thoroughly deserves. It integrates all my files for my laptop, phablet and iPad, through a simple and intuitive readily accessible interface. which also allows me to cloud share my business files, create links to presentations for prospective clients all under one system. 

Quite simply this is an awesome and useful cloud file sharing tool & personally see no need for cloud drive from Apple, as Dropbox have nailed it right in the sweet spot.

Thanks.",5,Treborstresa,Cloud File Sharing At Its Best  - Sweet Spot,,,,en,us
App Store,b357e591-a7a9-48fa-a94e-ebc9d10b92bd,2014-12-09 08:16:53,"Im a film-maker who runs various social medias, and its often annoying for me that I can't post on instagram from my laptop. I used to go through the slow process of syncing my phone with new videos and photos every time. Dropbox is honestly the best media transfer I've ever used. Its pretty much instant- 20mb takes about 20 seconds to go to my phone and its so easy to use. So- if you regulary transfer media between a computer and phone, get this app. Its a great service. I'm an apple fanboy, and I still way prefer dropbox over iCloud transfers. Cheers 'n gone :)",5,Olly Fawcett,Genuine Review,,,,en,us
App Store,cfe28029-90d3-4383-b7a4-939285740658,2016-01-26 03:25:06,"Love Dropbox, use it several times a day. The iPhone app is great but just needs to be able to open zip folders within the app. 

I upload a lot of zipped folders because it makes it easier to share sets of different documents with off-site team members than sharing each file individually. But in the current mobile app I can't open those zipped folders to view and edit on my phone or iPad while on the move. 

It is possible to open zipped files on iOS (and I currently use a separate app to do so) but it would be nice to have the ability baked in to the Dropbox app.",4,Kakkoiboy,Needs Zip file support,,,,en,us
App Store,10f97529-bd95-42bc-8a9a-721ba8be35ad,2012-12-12 15:56:28,"Makes my iPad infinitely more useful; I'm able to view and sync files from my computer using the Dropbox app, and then either download them and save them for offline viewing, or use third party apps, such as Pages or Keynote to make modifications when I'm out and about. (Has support for many third party apps; I'm using it to build websites using Textastic!)

Works perfectly on my iPad mini. Never experienced any of the issues that some reviewers have had, and ignore the idiotic reviews that say ""completely pointless, doesn't work"".",5,ThomasPwr,Fantastic App: Essential for iPad,,,,en,us
App Store,1f3c30e5-1d44-4dd5-b9e9-5af81d61856d,2013-01-07 21:53:21,"I don't know if this is possible or not but it would be great if I open a PDF and scroll to a specific page, then leave the PDF and open it again a couple of minutes later if the app could remember what page I had been at and give me the option to go back to where I was or start from page 1 again. 

This would be useful for those who use Dropbox as a revision tool. I could skip from study questions on one PDF to answers on another without losing my page every time.",5,-JS-,"Fantastic App, one recommendation",,,,en,us
App Store,2742755e-c4e9-4969-ad6f-77e4634fea47,2010-11-11 12:42:14,"I love Dropbox and use it all the time. This app is fantastic too with one major downfall. You can sync files to store locally on the iPhone/iPad, but you have to open each one individually and star it.  Please, please, please add folder syncing. Or at least an option to sync everything to store locally on my iPad. I have hundreds of small files stored in dropbox and more are added every day. There are other solutions available but I'd like to carry on using dropbox.  This really is a mission critical feature and it's making your competition look attractive. Five stars if it had this feature.",3,Bigagent,Missing one essential feature,,,,en,us
App Store,c72cff35-003b-4199-a143-1c2ad4827e77,2012-02-08 19:57:19,"Painless syncing of all your important files between all of your devices. Start work on a presentation in your hotel in Sydney - edit it in the business lounge at Singapore airport - and when you get back home it is waiting for you on your iMac.
Write a new song in Garageband - and the rest of your band can collaborate from wherever they are in the world - because the file is in dropbox on their devices too if you want it to be.

Just great - a simple idea well executed and it always works.",5,5ILVER5URFER,What MobileMe aspired to be - but better.,,,,en,us
App Store,46147609-f1ac-474a-8bbf-61f73f37c5a3,2016-04-05 18:56:39,"I rely very heavily on Dropbox for quick and convenient access to my files. The app has never let me down and has made my life a lot easier. 

I can just pull out files (including photos) for viewing and sharing when I want and when I need them. I can then also edit my files with the Microsoft apps. A bonus is when you've lost Internet connection, but you can still view files, as long as you've loaded them before. I see it as my portable computer.",5,Ch.Ch.,Great app,,,,en,us
App Store,97729856-71e0-43de-a9f7-829d62de5e37,2013-01-08 13:26:56,"For me the main thing missing is being able to favourite a whole folder to view offline. At the very lest we should be able to put our favourites into separate folders, scrolling through hundreds isn't so user friendly. iAnnotate can do this via Dropbox so why can't Dropbox do it itself? I've read complaints on the Dropbox site about this that are 2 years old and this basic thing still isn't fixed!

The devs concentrate so much on being able to have your photos uploaded instantly, haven't they heard of photostream?",4,SkyFender,So much potential but not quite there,,,,en,us
App Store,e4528a0f-341a-4c4c-8d6f-68dead6a57f6,2016-06-24 21:44:50,"I understand that you ""have"" to update every so often, but it seems to be a bit far too often recently.
Not happy with the latest update. The ""sorted by date"" when you want to add photos to a folder, I find really annoying. If you are trying to add a photo from your camera roll that just happens to have been taken two years ago, but you only saved it yesterday, you now have to try and find the photo in your camera roll and go back to the date it was taken. Previously, we could just upload from the camera roll and the last photo you saved was right there - at the end of your camera roll (no matter when it was taken!)
So - not happy, DropBox.
Revert or lose me!!",1,woodley68,Disappointed with latest update,,,,en,us
App Store,01ac8836-a828-4449-82a0-79b465b7df4d,2013-11-28 17:57:52,I originally installed google drive on my iPad mini but I had a problem syncing updated files between this device and my PC. So I switch to dropbox and it works perfectly. All my files now synced and edit files are updated on all devices with an internet connection instantly. The app itself is sleek but for my liking its a little too complicated to edit files here. I downloaded Documents To Go as a companion app to edit word and excel files from my PC and allowed that app access to my dropbox. Best app to sync and organise files I've come across!,4,Rolzey93,Prefect for syncing files,,,,en,us
App Store,cdb285aa-9289-493d-9f48-6a37f7707a22,2018-01-15 13:01:30,"Integration with iOS 11 is very poor. Basically I can’t attach any Dropbox files to emails using the new files folder on iOS 11. The app is barely usable. This could be an Apple problem (after all they don’t really want people to use Dropbox) it it could be a Dropbox thing. Needs fixing ASAP. Don’t have a problem attaching files using Google Drive or icloud files.

Dropbox should also think about displaying the list of files on the left pane more usefully. If you have many files with similar file names it is tricky to see which one to select. Need the pane to be expandable and need the file names to be given in full  - or at least a summary of the last save. Without this, the app is clunky.",1,Podraiggreenough,Integration with iOS 11 ...,,,,en,us
App Store,a560c9cf-4abe-4fc4-bfce-19405d1327a2,2015-07-08 06:29:10,"What's going on with the bad reviews? I've used Dropbox for years and found no serious problems. Dropbox does everything I expected of it. It's a great app and very easy to use. The best cloud storage app I've found. Far better than the format changing Google Drive. Syncs across devices very well. The only downside it has is that when you send, for instance, a PDF to someone, it sends a link to your Dropbox instead of a copy of the file. Multiple file downloads would be a nice addition.",5,LoftCamel,Great App,,,,en,us
App Store,8ffe0b12-b1e1-4981-8416-f3069aa2076c,2015-07-11 09:28:33,"I use Dropbox on two Toshiba Laptops, a MacBook Pro and this app on my iPhone and iPad. It enables me to see any document in about 750 Gb that I have. It also uploads camera shots from both iPhone and iPad and so I can see my photos in any device! That also makes it a fantastic backup tool! I don't know what I would do without it. Unfortunately I went through the pain of two other providers that lost my data or didn't work!  I wish I had found Dropbox sooner! I highly recommend Dropbox!",5,999Jrk999,Brilliant App!,,,,en,us
App Store,3fcd588c-4bf2-4211-98f4-bf59e7fa56f2,2012-06-17 18:52:58,"I've been using Dropbox for some time and found it invaluable. I downloaded this version and got all the bugs other people have described.  But I tried doing what another reviewer suggested - deleted it from my iPhone and then re-loaded this version from the iTunes store. Lo and behold,  it worked again.  The only thing extra thing I had to do was to sign into Dropbox on the iPhone again.  It's a pain, and frankly it shouldn't be necessary, but the application is sufficiently useful that it was worth the effort.",4,Jeff Hosier,Delete and re-load shouldn't be necessary,,,,en,us
App Store,94dca388-c7e3-4af0-b6e7-5bcaf0dbd72b,2012-02-24 16:18:25,"Dropbox has been a lifesaver for my business. As a professional voice over I often have to deliver large audio files to clients, and between dodgy file sharing sites and a retro bandwidth, where I live, it was challenging to say the least.

Dropbox makes it easy for me to access my files and give clients access to them. And now I've gotten my Internet upgraded, it's even easier - and that's just with the free 2 gigs! 

Thanks guys.",5,C View,Good for business,,,,en,us
App Store,0914f85e-3736-494f-8ad1-4f34fb8c497e,2010-03-02 01:24:38,"it does exactly what it says on the tin -  it works, taking no time at all to synchronise.  One thing to watch - the dropbox sees itself as a folder on your hard drive as opposed to an external drive - so if you are updating the dropbox from your hardrive, as opposed to working on a file in the dropbox folder itself,  you have to copy and paste as opposed to dragging and dropping as a drag and drop MOVES the file from your original folder as opposed to copying it. ",5,Macnamarasband3,Truly excellent,,,,en,us
App Store,cc4e73d3-332a-40c5-96c9-ffc0054a629c,2015-10-16 11:08:45,"I use a few different cloud storages, however Dropbox is still my favourite and has features the others lack. I particularly like the newly added 'store offline' feature which enables me to keep certain files offline, but within the app. The only downfall of Dropbox is that it gives less free storage than some of the other cloud storage services, however it is simple to use and provides plenty of features.",5,Owen SD,Still my favourite cloud storage,,,,en,us
App Store,a65be83d-3363-4e39-a069-fa8e47ecbfc9,2012-12-05 20:51:04,"I'd be lost without it, from my Uni work, to .pdf's, pictures and office doc's I keep anything that I might need anywhere, on any ""smart"" device/PC/Mac on Dropbox, I could be at the other side of the world using an ancient Amiga - so long it can access the Internet, I can access my files easily, brilliant. Also another nice little feature is it syncs on LAN so large files can very easily be moved from one computer to another on the same network. - happy since day 1",5,Rusty414141,Dropbox IS my cross platform cloud!,,,,en,us
App Store,a239cf5e-4d9e-4f05-a49b-4b82c92b5d4f,2010-10-08 11:29:01,"I can create folders!!!

Possibly the single most useful App available for the iPhone! It reads .pdf .doc .xls and .ppt files to name but a few! I use it to synchronise work between my university computer, laptop and home PC, as well as uploading the occasional photo to the folks at home from my phone. Stunning technology!

The iPad version also works very well. Nice interface, very pleased. I actually can't think of anything to improve about this App.",5,Golf Yankee,Fantastic!,,,,en,us
App Store,4aaad463-7fad-4395-af85-6de22194eabb,2013-07-12 01:15:30,"It is easy and relatively quick to upload files and photos to Dropbox through the app. However, getting files and photos from the app if painful! You can only take one photo at a time and it takes a good 30 seconds to do one photo; so if I have 150 holiday photos I want to download onto my iPad to show friends and family it would take me over an hour! And as it can't be queued or done in bulk it would need your undivided attention for this time. An update with bulk download of queuing options would greatly improve the app. 2.5 stars.",3,oliverozzles,Only does half the job,,,,en,us
App Store,38882574-6019-438e-acb8-0aaaee6ea083,2011-02-14 22:42:01,Dropbox is a great web based utility that has proven so very useful and this app puts Dropbox on the iPad in a usable way.  There is the ability to pick files to store (star-ing) on the iPad rather than needing to rely on an WiFi or 3G which is so useful when away from your home network.  I get the point some have made about wanting to 'star' whole folders and agree on the usefulness of that.  All the same a very good and useful app,5,SteveB008,A very good and useful app,,,,en,us
App Store,0c61fee7-7467-432e-8886-c20d4658e87f,2013-01-19 22:27:45,"This is by far the most useful cloud file system between iPod, Mac and XP I have found, and would recommend the app to anyone with Dropbox, and the service to anyone without it. My only tiny flaws are the lack of native wmv support, and the fact you can't pause/resume big downloads. I do a lot of work with the sharing feature, so it would be nice if I could get notifications on my iPod when files are updated by others.
Keep up the good work!📱
iPT 5G, 6.0.1",5,Xsanda,A great app,,,,en,us
App Store,26f07914-227f-4184-a5db-df345b46d2f1,2018-03-21 01:31:28,"I have a great time using this app and majority of the already great functions however.......I have an idea🤔 would it be possible for taking pictures upside down (I didn’t realise when I took my notes 📝 🙈 until I came to take the pic for transfer I had to save it to my iPhone X for me to be able to rotate the picture and save it. Basically I think it would be a good idea 💡to enable rotation within the app 🙏🏻😊. Thank you so much for your time and I look forward to hearing from you. 
Regards, James (twistedzeus)",4,TwistedZeus,Excellent app ppl love it 😎,,,,en,us
App Store,8cb0deca-c115-4e37-a155-aecea7743b05,2011-09-20 10:52:47,"A truly amazingly useful App and great service too. 
A couple of points, 1/ it would be good to see the ""thumbnail"" view option on the iPad as it is in the iPhone and 2/ as someone else mentions it would be great to be able to set up a ""shared FOLDER"" via the App rather than having to do that on line via the web site or via your pc/mac. But really, either one of the best and most useful apps or possible THE mist useful App. 
Great work guys. 
One of the very few 5 star apps.",5,Glenn of Barking,One of the absolute best Apps...,,,,en,us
App Store,4baf86a2-fcb7-49d9-9464-02ddc3b84737,2011-05-18 22:30:43,"The single most useful app that isn't already installed on the phone. Excellent interface to facilitate an exceptional concept, allowing the user access to any files on his computer and store them on the phone. With the opportunity to upload to the app from email attachments, this has become the most impressive free app I have seen.

I haven't written reviews for any other apps, but this is too good to go unacknowledged.",5,Tim Sheppard,Essential app,,,,en,us
App Store,e62c7eb4-249c-4323-be7e-80eccf35d2fb,2016-05-17 22:06:53,"Personally looking for an alternative app to access my Dropbox. I miss carousel because I could at least view old and new photos as well as download them onto my iPad. I was also able to control the size of the cache + clear photographs off my camera roll. This Dropbox app slowly creeps back up to 6/700mb of data and I can't do anything about it other than delete and reinstall. If I scroll back to view old photos it crashes, if I try save photos it's slow to export. Not the usual amount of slow but extremely so, if it fulfils the job, great. Otherwise it'll crash again. 
Generally just tired of receiving updates that don't really improve anything.",1,Ziya0102,Big let down,,,,en,us
App Store,41fadb62-16de-4f98-ad82-c8a0414ce846,2011-05-19 14:20:52,"Seems to be a great app for carrying around important docs which are emailed to you which can sometimes get misplaced. Save the doc to your favourites and it's available offline for you. Also create links to said files to share with others. Very useful FTP style service for when you're out of the office. 

The photo sharing seems pretty good too. 

Great app. Keep up the good work.",5,Sww_iii,Great for business email attachment sharing,,,,en,us
App Store,d2a3b6a0-c7b1-4f81-bb89-6f0ab55bb1c7,2009-11-16 13:41:34,"Uses the Dropbox facilities well, and updates very quickly when connected.The only way to see offline files is by making them favourites, which has to be done individually and the folder structure isn't maintained, only the favourited file is available offline.Better offline storage options (only required as apple ipod touch doesn't have the ability to act as a flash drive like other ipods in the range?!?) and I would give it 5 stars. ",4,learnalittleeveryday,Great but...,,,,en,us
App Store,4cc8849c-475e-4a65-b93c-6c93d5e8c18e,2009-10-21 15:43:58,"I love this app. It's perfect for carrying around documents you want to read or reference, such as University slides or lecture notes, or a CV. Even a media file, in the standard iPhone formats.It's totally transformed the usefulness of my iPhone, as it makes taking stuff 'offline' from the PC as easy as keeping all my current documents/files in a Dropbox folder.And it's FREE (2GB), to anyone that feels like giving this less than 5 stars. Be grateful!",5,Dan Ramsey,Has transformed my iPhone,,,,en,us
App Store,41dbf37e-1013-4690-bf0e-9684d41ce108,2010-07-02 17:58:24,"I nice dropbox file and folder browser if you have lots of files already stored on your drop box account. With the latest update you can open the files in other iPad apps.

It's a little limited in that you can't create (at least I havn't found a way) new folders from within the app.

The potential for adding all the other drop box features is there, so I hope the author adds these. I think the sharing folder prefs would be a good next target, after folder creation.",3,Deanezra,"Good start, has soo much potential. Not there yet",,,,en,us
App Store,d50cc504-d1e4-4c3c-90cd-cfd775b94bc4,2012-05-15 09:46:54,"I have been using this app for about a year. In that time I have referred many people and gained extra storage! Love the fact there is a desktop app and web login for computers you cannot install applications i.e work computers. Best feature is the sharing of files. Me and a mate wrote a scientific paper on Dropbox, editing each other sections! Worked like a dream. Only criticism- sky drive etc gives you more space! But 2gb for free... I really shouldn't complain!",5,Murf_¥,Great app,,,,en,us
App Store,354c7d29-b175-453c-bf87-d18c1e3d1d70,2017-09-20 14:19:04,"UPDATE : iOS 11 Files app and Mail not working with Dropbox.

After updating to iOS 11, the problems weren't far behind.  Regarding Dropbox support in Mail and Files, the answer is that even though it appears to copy a file to an email, the email remains empty on the iPad.  In other words the so called vaunted new improvements and don't amount to a hill of beans if they fail to even reasonably work.

Additionally, trying to preview DocX files can take quite a time to show on the screen.  Again like the photo problem, this does not seem to have any rhyme or reason regarding file size.

Trying to access some images on my iPad, but all it says is ""Unable to load photo.""

This was no problem before, but since the update, I am unable to open and then save images.  Strange as it seems to open one image that is 665k, but won't open another that is 525k.

So until they solve the problems, it has just become less relevant to me as of now.",1,Robert-Dowell,"What's going on, latest fix seems to have broken it.",,,,en,us
App Store,bfe4f246-4c68-49e9-9ffc-75b3156a43b3,2012-06-21 06:26:51,"After the last update fiasco I deleted the app and downloaded it again and it now works. However, a warning about the latest update. I did ask it to upload my photos and then I realised it was going to take about an hour and a half at the speed it was uploading them. And I can't see any way at all to cancel the download. I even switched off my phone but when I switched it back on again it was still uploading. Be warned!",4,DrMarr,Warning about uploading photos,,,,en,us
App Store,1a86d9e5-df7e-4eec-9c72-f2935343ec34,2010-05-17 23:07:06,"If you have office docs on your phone you can edit the file through that. Of course you need extra software to edit. You have office on your mac or pc don't you. Fools. 

Love the way I can up load pics direct and be there when I get in. Office docs all good, but open from within quick office which has intergration. But can view from within the app. I'm assuming this is apple limitations and not software. 

5stars :-)",5,ZoggyUK,Best app ,,,,en,us
App Store,f4bf9106-2a1f-462d-ac0c-c1309043dac4,2011-12-05 20:06:26,"I very rarely write a review, however I feel inclined after finding the brilliance of this app. Basically it is extremely simple cloud space that is free and gives you up to 2GB. Not only does a file I drop in a folder on my computer instantly appear on my phone if my phone is anywhere, but it it is uploaded online, and so if I download dropbox anywhere, I can locate the file. Simply brilliant. One of the best apps I have seen, a must get.",5,Rob Clifton,The best find,,,,en,us
