date,review,rating,isEdited,title,userName,developerResponce
"June 25, 2021","The image quality gets reduced in the viewer. It's obvious when you zoom in.
                            When I open the same image in another app it's fine. Also, sometimes the first time I select
                            pictures for locking, the import button doesn't work and I have to do the selecting again.
                            It's fine the second time.",4,,,Afshin Moheb Ali Nezhad,
"February 9, 2024","Ad free platform what is most important gallery open only memory not too
                            much pop-ups that irritate u like hell.so I'm liking it a lot",5,,,Komal Singh,
"May 31, 2023","So many adverts and it gets in the way of the images. * In reply to the
                            reply below, I have found a number of apps now that are free and work better for me. A
                            gallery app that has a constant ad banner at the bottom of the image is pointless and having
                            go watch ads just to see your own images is crazy.",1,,,J B,
"January 8, 2023","sorry to said that, though I have get much better experience form this app
                            but recently I have lost all off my photos that was locked on the private folder.Today when
                            I go to view the private folders photo,I am just getting surprised that there was no photo
                            on private folder.Do something for me to get back my photos. Except it,this app is very
                            usefull.",1,,,pavan mahajan,
"March 31, 2024","It hangs a lot loading is slow the only thing making it best of better than
                            the other gallery apps is it's shrinking expanding feature and locker slideshow but there is
                            another one without shrinking and expanding feature but everything better",2,,,ZackK9Nine Khongsai,
"March 12, 2024","It was really good at first but then a few days back all my photos in my
                            Facebook album or .... album were gone😢😢😓 I didn't delete anything else .but the album is
                            there with no image at all, This is really heartbreaking 💔💔💔",1,,,Thet Naing,
"September 13, 2022","It was working really well for me. Until the recent update, i lost all my
                            most of my important photos after hiding it, i just happen to change the sort option and
                            then the next thing half of my album and photos are gone. It's really frustrating knowing
                            that I wouldn't get it back 😞😡. I hope the developer sees this and fix it.",1,,,Waka Tika,
"May 3, 2024","Nice 👍, simple to use",5,,,Felix Ekunju,
"June 25, 2022","After a while, I got used to the ads when trying to own a folder or open the
                            app. However, not only are ads showing every time I open a folder or try to share a picture;
                            now the ads appear at the bottom of the app, too, and takes longer to work to give ads more
                            ""screen time"". Very disappointed.",1,,,Sergio Pedroza,
"July 10, 2023","This is a good app but my videos and photos keep disappearing suddenly and
                            then coming back. I gave this one stars because all of my videos I saved on camera. I'm very
                            frustrated and upset at it. I just changed the folder name on Camera but then suddenly all
                            of my videos I saved is gone and probably deleted somehow. I'm actually so upset that all of
                            the good videos I saved is now gone to a stupid glitch on this app.",1,,,Ntshiabnag Vue,
"July 5, 2023","Great app! I sent one email at your contact email id .. looking forward for
                            your revert... please ... I updated and transferred my data from android to android .. when
                            I transferred the app and opened it asked me some email id and I somehow clicked on the
                            other email.. now I am unable to retrieve my old photos which i saved in this app.. please
                            help ..would really appreciate.. Would be 🙏 grateful!",4,,,priyanka peshin,
"January 23, 2021","Filters have glyph seeming to signify intensity slider that doesn't exist.
                            Incompletely developed clone. ""Advanced"" leads to app store, to another app, one of many
                            dished out by this crowd, none of which is v useful, some of which are shells. Predatory-
                            buying out competition to cripple the market & funnel people into whatever sells more.
                            homogenisation, atrophy of competition. So much for the free market. When you uninstall, it
                            deletes every image you've used the app to edit. Gone. Poison.",1,,,Fyuuredhijgfzre Gjjygtdftyirguug,
"April 17, 2023","Simple & Functional I left this 2word review above, earlier,, But, I had
                            to come back, cuz I had to use this app today several times, and just realized... I love
                            this app and highly recommended I just got rid of that stupid simple Gallery the one that
                            gives you 14 days and then they upgrade u to Pro, and charge a fee. This is much smoother
                            operationally for me, re Private Files, vs The Simple Gallery and Pro, with their stupid
                            hide and unhide function. Good Job Guyz!",5,,,Billy,
"January 20, 2023","✔PROS⇨ ① Great App with superb quality. ② Built-In Player that capable to
                            play almost all favorite multimedia file formats. ③ Private Image & Video Vault. ④
                            Built-In Photo Editor. ⑤ Recycle Bin. ⑥ Nice, Neat, & Pro UI. ⑦ Folder Pin. ⑧ Ease of
                            Use. • ✖CONS⇨ [EDIT] No any major problem now. After applying the last updates, the App runs
                            smoother, faster, better, and more stable. Thank You for the troubleshooting. • I really
                            appreciate the hard work behind this App. Thank You!🙏🏼👍🏼☕️ツ • [Premium]",5,,,Henry Lee,
"June 23, 2023","easy to navigate the app and use it to organize my images. i really like
                            that it gives you the option to rename files when moving them to folders with duplicate
                            names. others just fail.",5,,,nick denardo,
"September 29, 2020","Well it looked really interesting and I downloaded it; one of the selling
                            points was putting in a password number to access my photos. But nowhere in the settings or
                            anywhere else that I've browsed today since it's been downloaded haven't I've been able to
                            find any direction or place to find now that I've set a PIN number how do I lock the file so
                            that the app will lock? being elderly and eyes deceiving me I may have overlooked it and
                            would greatly appreciate any direction you can give me. Thamx",3,,,Ginny Burdick,
"January 7, 2022","This app is good but there's big glitch or problem with this app. it doesn't
                            work on phone gallery. it's only work on itself. Once you hide all necessary photos thn you
                            can't see those photos only in this app. but when you open the phone gallery(not this app)
                            those photos are still there. so overall I found that this app is good but the purpose of
                            this app is useless because it doesn't apply anything on mobile gallery. thanks",2,,,Waqas Hani,
"August 1, 2023","Too much ads. So the reply was - it's a free app, so the ads. And premium,
                            add free version is there. Well, it's laughable that such a simple app has to be bombarded
                            with ads. Its totally not worth it. I'm a full stack dev. And if mobile devs think creating
                            a gallery app and monetizing is THE thing to do, well, you have become more of a salesperson
                            than a programmer. Shame! And also, there are 100s of gallery apps. What makes the dev think
                            people will use this app, other than sheer stupidity?",1,,,Asesh Basu,
"January 23, 2022","Developer replied earlier saying app HAS TO BE CONNECTED TO THE INTERNET TO
                            VIEW LOCAL FOLDERS in SD card Gallery folder (I came from Samsung to Moto w/no gallery),
                            LIKE MY OWN CAMERA FOLDER CONSISTENTLY? WHAT?? THIS MAKES THIS WHOLE APP UNUSABLE FOR ME,
                            SORRY. I want to see camera folder at the top, NOT showing ""0 files"" until I ""update"" or
                            connect to internet?? Also, needs ability to create new folder inside the app both while
                            moving/copying files and to make one to move/copy to, please.",2,,,Revolution Underground,
"November 27, 2021","I just downloaded the app and just looked at a few things but haven't done
                            much yet and I have to get pictures to. My kids play on my phone and I got this just in case
                            I have a picture I don't want them to see. Chirstmas reciepts, or pictures of gifts in
                            general or things like that. I hope it works and so far I do like it way better than others.
                        ",5,,,Amber Wilson,
"August 6, 2021","Everything is nice , I used this as main Gallery because it looked nice and
                            noticed it drains a lot of battery , also is sluggish despite of not being a problem of ram.
                            Since I see all pictures in my phone , I got to use this app frequently over 2-3 hrs and the
                            app is having same stuff. Its fine but gets sluggish overtime when scrolling. And the
                            battery drain rivals Basic Gameplaying which even offline and Airplane mode. Hope this gets
                            fixed.",3,,,Stacy Freshener,
"June 17, 2022","It's an all around great app. But there is an issue with the private albums.
                            Using a file manager app you can easily find the ""hidden"" photos. They appear as random
                            numbers with a .o extension, but the file manager app I use shows them as thumbnails.",4,,,Anonymous Google User,
"September 13, 2022","So far it has worked fine. It has no editing tools when I tried to use them
                            it said to download separately. It took too long so I just quit. Used Google s instead. I
                            use this app to keep my photos under a pin and to enlarge pictures. I won't rate anything on
                            it until I have used it a t least a month...",5,,,Eddie Campos,
"June 22, 2021","Work as described something would like to see if you have options in
                            settings to assign album covers, be able rearrange pictures in albums by clicking on the
                            picture, or a tap an slide feature. Keep Security tight number one must have an virus
                            protection. Have not exported to USB or external hard drive yet.. overall 5⭐ no issues works
                            as described allow full permissions. #1",5,,,Robert Kite,
"March 9, 2023","App seems OK but there's an ad pretty much every time I open the app. Quite
                            embarrassing when I'm trying to show someone my photos. There's even ads when I exit the app
                            🫤 Also, it keeps offering to delete all my screenshots. I can't figure out how to turn this
                            off. Why would I want to delete my screenshots?!",2,,,Angelina Constantinou,
"February 17, 2022","I have my album columns set for 2. However, every time i open app, my
                            columns have gone back to 3, even though my srttings are srt for 2. This even happens when
                            ive posted one picture and am trying to go to another album. VERY annoying and frustrating.
                            Looking for another ap to usr.",3,,,Karen Thompson,
"January 12, 2023","If you are looking for a an app that bombards you with ads, this is the app
                            for you, it goes beyond anything reasonable, don't support apps or their advertisers that
                            inundate you with ad after ad. There are so many better options available that don't waste
                            your time with nonstop ads.",1,,,Charles OBrien,
"July 13, 2021","Update: it's a lot better, more optimized and more features added such as
                            dark theme. Good Gallery. Old: Good gallery with essential features, Would be better with
                            dark theme. But, when i click ""save"" after i finish editing my photo it does nothing. And it
                            need speed improvement.",5,,,Farah Kamalia,
"March 4, 2022","Great app. Only problem is that if you edit pictures that are stored on your
                            memory card it goes ""save error"" and refuses to save them. It'd be nice if it had more
                            controls for video playing too.",4,,,A Good Weird,
"February 3, 2022","This app is unusable! I don't normally give bad reviews for apps because it
                            makes me feel bad, but this app needs some serious improvement. Not only did it take FOREVER
                            to lock a couple folders with pics and videos, but it when I tried to unlock one so I could
                            add something to it and lock it again it DELETED THE THINGS I TRIED TO ADD! 😭 I do not
                            recommend downloading this app!",1,,,Aaron Pierce,
"October 23, 2020","So far I like it more than Google's photo gallery, it's far more user
                            friendly and I enjoy seeing the creators actually talking and taking into consideration
                            their user's idea's and suggestions. Overall it's a great app, but one small thing it's
                            missing for me is a dark mode. Adding the option of a darker background would be a 5/5 from
                            me.",4,,,Joe the Psycho 212,
"January 9, 2022","Good overall app. I really like how invovled the whole experience is. The
                            way the layout is over the entire app. It really makes the whole app pop out . I enjoy every
                            thing from all the different settings to all the different customization.",5,,,Louis Losoya,
"August 23, 2022","Love ❤ this application. It's easy to use,organization is good and easy to
                            locate on my phone. But I find that when I need more internal space and I move pictures to a
                            file in the My Files application it yells me that I DONT HAVE AN APPLICATION THAT SUPPORTS
                            THE FILE.. So how do I retrieve my pictures and can I changed storage from internal to SD
                            card. Also Do you have anything like YOUR OLD VERSION OF GALLERY? LIKE THE EDIT OPTIONS
                            ESPECIALLY SKIN SMOOTHNESS AND SKIN TONE OPTIONS..",5,,,Valerie Johnson,
"July 10, 2021","Viewing quality is low... It has great zooming levels but the images have
                            some chroma effect.. Images with Gradients look like rainbow... I hope you guys understand
                            what i meant...I really like Inshot's File Manager and also the Inshare app, really nice
                            ones.. But this one is not really great... A photo viewing app should have perfect
                            displaying quality...I didn't check the other features of this app because of the low
                            quality viewing issue...",2,,,MS Aneesh,
"August 4, 2021","I've installed many hide gallery app but all of them came with strings
                            attached and poor quality. THIS is like the BEST hiding app for pictures ever. 10/10
                            recommend 👌. It allows you to use your fingerprint as a password if possible, it allows you
                            to move full folders/albums into the locked section. Best thing is you can set your
                            wallpaper from the app. The ads are not even bad. Prolly 5 secs at most and usually 1 sec
                            ads. Like bro this app is genius. (Helped me hide my miraculous pics)Thanks😊",5,,,Mary A,
"January 12, 2022","Great gallery works like you want it to. Couple ads. I hate ads , bought it.
                            Thanks I appreciate being able to pay, developers should get paid. I don't like when
                            software has ads butt no option to pay. Won't use it. Thank you for this Inshot",5,,,Mike A,
"August 16, 2021","It was working very efficiently, but all of a sudden I lost all my pictures
                            and videos which were saved in Private files. Then they asked me to mail through
                            More-settings-feedback or suggestions, which I did more than 5 times, they are not ready to
                            respond and solve my issue.",1,,,DrMohammed sadiq,
"December 17, 2021","So far I really like this one - nice, clean UI, 'Private' feature. As at
                            least one other rater has noted, it is blatantly obvious to anyone looking that there are
                            'Private' images on the phone... Perhaps this could be made less visible.",5,,,Mike Albrecht,
"September 21, 2020","Simple and easy to use. Very basic with not a lot of customization but you
                            CAN lock/privatize pictures and videos for free which is rare. Very little ads but would
                            still love it to be ad free. A shame that Google doesn't make decent photo and sound editors
                            anymore",5,,,FrankTheStud,
"September 11, 2022","Rated at two stars, because: - no geo info from shots is being used / shown
                            - no user tags - app has number of bugs: video lengths are firts shown as 00:00 and only
                            after a while it's updated to real ones, the icon with sweeper shows 12 Gb - like it found a
                            way to free 12 Gb of space but if you click on that it shows just few hundred of Mbs -
                            ""similar photos"" detection is too rought, it basically suggested me to delete all my
                            documents photos I was making as it all looks the same to it",2,,,Alex K,
"March 22, 2023","The Setting is set that the image will be sorted as the date taken but my
                            recent images are at the bottom of the Album Please fix this problem so that I can give this
                            Gallery 5 stars Hoping for a quick reply.... *EDIT:* YES I know about that Already checked
                            about ascending and descending order It is on Descending...but still I see this glitch I
                            even sended the feedback from the help option... Please fix this",1,,,Ansari Araisha,
"July 30, 2022","Was fine at first but when I moved some videos from one folder to another it
                            put a bunch of corrupted files into that folder as well, it looked like those files were
                            copy's of other videos I moved to a different folder, which was still in that folder but now
                            I need to delete a bunch of corrupted files hoping I didn't lose anything",1,,,Sora,
"April 17, 2023","I absolutely love the display columns in the app. The gallery is so well
                            organized and I am very impressed by that! I also am happy that the app does not have any
                            privacy concerns with sharing my personal information. Thanks guys for making a great photo
                            gallery app just the way that one should be made!",5,,,Gin,
"December 30, 2022","I am so excited uploading my photos until I discovered that I lost ALL of
                            them, they're not even in recycle bin! This is frustrating! I sent email but NO REPLY at
                            all! I was planning to pay to remove ads but I have no choice I need to uninstall this. NOT
                            reliable app to save your photos!",1,,,Keithy Balang,
"November 30, 2022","This follow-up review commends developers for applying users' suggestions
                            that improve this app. An example is 'Displayed columns' feature they've added from 4
                            features suggested earlier, in my 14/03/22 review. Improvements still needed are: (1)
                            Fix/Increase speed of files upload, (2) Upload 'recent' files on Main Page by default, (3)
                            Increase minimum speed of '1' to move much faster on slideshow (4) Make Photo-Edit
                            'Rotation' feature adjustable by positioning, or moving, in any(all) directions.",4,,,Fred Addison-Ankrah,
"November 24, 2021","Private feature needs much improvement. Can't backup private folder. After
                            recent update, lock icon is gone from pictures. Can only lock videos. I emailed developer
                            months ago asking how to backup private folder and no answer. I figured out myself how to
                            manually backup private files.",2,,,Edel Benavides,
"April 14, 2022","Overall I'm satisfied, got what I was looking for and couldn't ask for a
                            better gallery app than this one! I only gave 4 stars and not 5 and that's just because I
                            hate ads. But the ads on this app are the shortest and happen less often then any other free
                            gallery app. I recommend to others! 😁💝👍🤘😊",4,,,Shanea Wichelmann,
"October 5, 2022","Works as a gallery should, too many disruptive ads though. If the app wants
                            money I don't see why it couldn't add useful features with a small paywall. Nothing crazy
                            ofc, I don't see myself spending more than $5 on a gallery app unless it has some mechanic
                            no other gallery had. I'm just glad it doesn't lock each individual photo under a paywall
                            like some other apps 😵‍💫",4,,,Misguided Moose,
"April 27, 2021","This app is amazing, I really like it, it never laggs, the UI is amazing.
                            But a thing that I totally need is a option for hide folders because I have some music
                            albums and I don't want the covers appearing on my gallery. Please add this.",4,,,prophamoon,
"June 10, 2023","I like this Gallery and don't any problem with ads but in the new update the
                            video play option change . First when I play the video I easy slide to the next or preview
                            video but now I touch the back or next button. I really hate the new update . This removable
                            option it really disappointed me I requested to change the video play option that we can
                            slide to the previous or next video .",3,,,SF_ PATHAN,
"September 29, 2023","Easy to use but very irritating, maybe I'm not using it correctly but each
                            time I edit a picture it treats the edited photo as new and puts it to the front if all
                            other photos so it's out of sync. Grrrrrrr",2,,,Sue & John D,
"May 26, 2022","Just downloaded the App, so I need to discover lots more about it. So far
                            I'm loving what I see after testing the one picture. I also noted there's a bit of intrusive
                            ads popping up after a command, but do let's see what's in the box. Loving the App so far,
                            thank you",5,,,Adrian Dennis,
"January 22, 2022","I like this app but 4 star because for video hide it should have 1 OPTION
                            there and that is *10 second skip* the app lags on this feature whenever I try to double
                            click the screen of video it doesn't actually skip 10 seconds but actually whole video close
                            ... please add this feature like come on put a build in video player please it's A VERY HUGE
                            & HUMBLE REQUEST .",4,,,Gazi Islam,
"May 18, 2021","So far so good. Works beautifully. Only complaint is I cant move pictures
                            around one by one and arrange them in an order. Id highly recommend a feature where I can
                            grab and drag an image around to place where I'd like it inside my folders.",4,,,Panzerknacker43,
"June 5, 2022","This app is good but I got some issues 1: when I play a video and pause it
                            to see the current video frame but it's showing starting frame of the video not the current
                            video frame . It's really irratating. In previous version there we can see the current video
                            frame when we pause.",3,,,rahul sarkar,
"August 14, 2022","I was loving it but facing a major problem . It was working great until
                            yesterday but now every time I try to open the ""private"" folder, the app crashes and I can't
                            go in. It says there might be a bug. Hopefully a dev sees this and gets it fixed :(",4,,,Youri Kondo,
"December 29, 2021","Thanks I won't believe this because when I was checking my photos and videos
                            I just found empty app and the app was disappeared so I started thinking about my documents
                            like pictures and videos but i got an idea that to have a new app of Xgallary hence when i
                            re-enter my password and email as surprised all my things i found just i should submit a
                            thanks for your help. GOD help you on helping others",5,,,Mohammed Mohammed,
"September 23, 2021","This app was the best gallery app for me. It would hide pics,vids I wanted
                            to hide,the filters are very pretty. Just recently I've been experiencing this problem,all
                            my private files are gone after the new update! I had many many files hidden but now all are
                            gone. Please fix this problem..",1,,,Jungkookie,
"September 3, 2021","hello there, I am satisfied with this app. You can sace pics and make albums
                            and lock them too. On the other side you can edit it too but you can only change the filter.
                            Otherwise it's a pretty good app. ok that's it. BYE ARMY IN YOUR AREA💖💜",4,,,Ibrar ali Dar,
"April 9, 2024",Sometime photos are not respond properly,2,,,Zani Ali,
"November 29, 2021","App is easy to use, and all pictures have a clear and sharp view. Importing
                            pictures is easy to do, along with setting up private albums. The picture slide view works
                            really well with this app.",5,,,Albert Tapia,
"December 5, 2022","Extreamly sorry to said that, though I have get much better experience form
                            this app but recently I have lost all off my photos that was locked on the private
                            folder.Today when I go to view the private folders photo,I am just getting surprised that
                            there was no photo on private folder.Do something for me to get back my photos.Except
                            it,this app is very usefull.",1,,,Ajijul Hakim Shurat,
"March 30, 2022","Not impressed ! When you open app it like opens your regular gallery and
                            there is a lock tab at top and when you press it you have to put in password to view or add
                            locked files. You cant arrange hidden files the way you want .Has preset order options for
                            you to choose from. Cant back up hidden files to sd card. Will be looking for another app.
                        ",1,,,Scott Riffe,
"February 13, 2024","10 seconds in full of adds. Make you wait to bypass... Than when wanted to
                            send a suggestion where offered met with adds and a impassable please send a pic menu ... No
                            I will give you proper verbal input of where a picture would not explain... App sucks.",1,,,Mike Bo,
"February 6, 2023","Love this app. More than once after updating my phone, the other app that I
                            was using on more than one occasion, lost whole albums or individual photos. This app has
                            been steady and stable.",5,,,Child of The Most High God,
"February 6, 2022","Just installed it. So far so good. I'll see later how it goes. I installed
                            it because after the retarded software update on my LG G6 Thinq, the standard installed
                            Gallery works between the catastrophal parameters ""extremelly slow"", up to ""not at all""
                            (after 2 weeks of it stil bad) only ""Close app"" I get to click.",5,,,Loraine680,
"September 5, 2021","This app reminds me some functions of Samsung gallery app and user-friendly.
                            It pops up with ads sometimes but it's not bothering me yet. As phones that are not made by
                            Samsung are not supported for downloading its app, so I can have this app as my default
                            gallery app so far. Thanks dev.",5,,,Paya Lily Phan,
"December 17, 2021","Phenomenal App and super easy to use!! All of your phone's contents will be
                            automatically generated onto the new app you just downloaded, and simultaneously grouped
                            within their own unique genre. Dope functionality and usability...!!!",5,,,Vladimator,
"May 16, 2024",Safely keep videos and photos,5,,,Alif Arat,
"December 16, 2023","I saved my data here in private folder but since updating this gallery my
                            private data is not showing. While private data folders are showing but there is no data
                            inside. There are completely empty folders. Please solve my problem. My data is very
                            valuable and important.",1,,,I' Pad,
"October 6, 2020","This App moves very slow, app takes too long to open, to click on the
                            picture and to share or move it is very slow as well. Worked for a couple of days and I get
                            error messages when I try to move Pictures around. Uninstall and disappointing",1,,,Rochelle Small,
"July 9, 2023","I am very greatful to jnbix, however I recently relocated and in the process
                            list my wallet, ID and access to the mobile number I had used when I signed up. It does
                            actually pay, even Qthough the surveys are a major waste of time. They ask you a bunch of
                            questions and u and..then it pop up and says sorry u do not qualify so I perticipate in the
                            rest Also getting paid even though I have messaged customer support over and over to change
                            my mobile number and sent pics of me with my picture ID .",3,,,Joseph Callahan,
"February 12, 2024","great substitute for the built in gallery app which has much friendlier UI
                            and themes, a solid app indeed",5,,,Watching It,
"May 3, 2024","Fan _ tas _ti _ co !!! It's about time someone made a picture app . . . The
                            only problem I have is with me... I just found this today ♡♡♡♡♡.... I just quit looking many
                            years ago..",5,,,Randy Watson,
"April 5, 2021","Fantastic. Does everything you need in a gallery app with more! One of the
                            best parts is that you are NOT bombarded with ads!!! Its fantastic that you can hide pics on
                            this as well as edit and sort etc. Well done!",5,,,Colleen Elphinstone,
"March 9, 2024",Very exellent app and easy to add favorite folder in this gallery.,5,,,Manickam Rajesh,
"March 6, 2024","It's easy to use and it provides a recycle bin Incase you need to restore...
                        ",5,,,philip chanda,
"March 4, 2024",It's a good app but needs more changes best of luck,5,,,M Faseeh Haider,
"March 22, 2023","The fact that you can pin & favourite made me keep this one over others.
                            I was booted out of simple gallery app that forced everyone to a trial when it wasn't even a
                            great upgrade so had to move so thank you.",5,,,Sunny Y,
"December 24, 2023","I have just recently purchased this app and two feature I would like to be
                            incorporated 1) option only to show camera pic on the homepage & folders on the next tab
                            2) opening animation should be removed or reduce because of this the app looks slow",3,,,AKASH SINGH,
"March 9, 2024","It's very suitable for saving different types of photos very useful app for
                            photos",5,,,Anantha Sai Pasam,
"March 2, 2024","It's a good app but, sometime it's irritating for background ads.",5,,,Solaiman hossain,
"March 18, 2024","The app is working smoothly and plays a vital role towards helping someone
                            to hide things he or she wants",5,,,Luigi James M,
"March 17, 2024",Awesome app easy to use and lots of useful features.,5,,,ghynna mor,
"April 13, 2024",Very easy to review all pics and videos within a second,5,,,sabir shah,
"April 14, 2024",Good one...easy to use.. automatically make folders.,5,,,najma khosa8,
"March 31, 2024",Perfect app.. convert ur all folder files to viewable gallery insite,5,,,Sanjay Rawat,
"February 21, 2024","Insanely long ads, 20 seconds or more...",1,,,Paul Reibold,
"October 14, 2020","It's easy to use, no ads, private folders, good editing system and its very
                            easy to use, it's honestly perfect. One thing I don't like is that um....well actually
                            nothing, it's perfect.",5,,,Greggory Lee,
"April 29, 2024",Nice app but problem with ad,5,,,Tara Devi,
"May 16, 2024",its always the best for me.it does everything i want and need it to.,5,,,Tony,
"May 6, 2024",Easy to use and excellent app,5,,,Ijaz Bukhari,
"April 21, 2024",It's good and is keeping the documents,5,,,Alarape afeez,
"April 23, 2024",This app is very fast and I am use this app on every smartphone,5,,,Poonam Katariya,
"May 17, 2024",Thanks to this App it's good and protect your personal data,5,,,Mashal Khan,
"May 10, 2024",Wonderful editing program!,5,,,Dr. Kemény Róbert,
"April 20, 2024",Too much ad,2,,,Surendra Kumar,
"May 16, 2024",Easy and quick,4,,,Shahbuddin Khaja,
"November 16, 2021","It's awesome! So simple, straightforward and fun! Doesn't feel like a mess
                            and there are no unnecessary features! Plus the ability to delete similar photos saves me a
                            lot of space! I love it!",5,,,Zavie,
"May 3, 2022","Many days were good but three or four days ago I could not bring the photos
                            and videos from the private folder to the phone gallery in any way. Then after bringing it
                            to the phone gallery through screen shot, I deleted the apps and installed them anew. I saw
                            that 200 photos and videos were lost in my phone gallery. so please help me",4,,,Masud Ahmed,
"January 18, 2024","One of the best gallery on the play store with too easy user interface.
                        ",5,,,ASHUTOSH SIR,
"February 25, 2024",super very fast. photos clarity very super 👌👌👌👌👌👌,5,,,ESWARI H,
"February 28, 2024",Exactly what I was looking for in a gallery. Love the vault option.,5,,,Jorge Bermudez,
"February 23, 2024",Simply the best gallery app out there!,5,,,John Martin Renomeron,
"April 15, 2024",One of the best Gallery app.,5,,,Sangeetha S,
"March 28, 2024",It's better then redmi own gallery,5,,,Muneeb Malik 4375,
"April 10, 2024","Very nice, and easy to use app",5,,,Muhammad Fahad,
"April 5, 2024",Nice gallery for Android phone,5,,,Kunal kumar Bareth,
"March 28, 2024",This app can use private folders I like it,5,,,Nazish Hussain,
"April 16, 2024","Good app. All aspects , recommended.",5,,,José Carlos Ferreira,
"March 8, 2024",Good. No ads,5,,,pasha mohammed,
"April 12, 2024",Very nice gallery app,5,,,Farida Anwar,
"January 7, 2022","So far I have no issues except maybe video. I don't like that if I pause the
                            vid I can't make the play button disappear so I can screen shot the video. That's a must for
                            me honestly.",4,,,Terrel New England Butler,
"April 30, 2024","Can we please get an option to NOT remove the Android Navbar when navigating
                            images? Almost deleted some images when subconsciously trying to hit the ""Back"" button where
                            the bottom navigation bar ought to be.",3,,,Denny Nguyen,
"May 6, 2024","This app do not give any option of recovery of deleted photos and videos by
                            any mistake 😭.My all private photos and videos have deleted. All photos and videos are my
                            favourite but I lost all of that. Pls help me in recovery my all files.",1,,,yashpal Anand,
"November 6, 2022","this is one of the best app for photos......but there's one feature that
                            could be updated for future version and that is ""Private"" icon on top should be hidden and
                            replaced with ""Slide Down with 2 Fingers"" gesture to open encrypted files",5,,,Asif Awan,
"March 24, 2024",This version is very convenient compared to the old version,5,,,Thosty Zack,
"January 14, 2024","Waaay too many ads and you hit THAT ads button when You're actually trying
                            to exit the app",1,,,Brenda Lynn,
"January 26, 2024",Great app! Needs a paid version without ads!,5,,,Mark Rush,
"January 30, 2024","This is the best Gallery App I've ever used! I REALLY LOVE IT, and THANK YOU
                            SO MUCH !",5,,,John Bennett,
"July 8, 2020","Very good and simple. My phone didn't come with a preinstalled Gallery
                            Application so I was looking for something that will do pretty much the same what the
                            default app will do without those annoying ads. This is perfectly what I was looking for.
                            I'm dropping a 5 star rating for this!!!",5,,,曾力,
"March 31, 2023","Update on my issue with video player. I can just double tap on it while
                            playing to move out of forced full scaling but I noticed some of my videos are unable play
                            after a while which is weird cause they play fine in other players.",3,,,Fackson Mutetesha,
"August 19, 2023","Needs 'Hide folder' option. I have folders of videos and books that I don't
                            need displayed in the gallery. Each of my music albums (100's of them!) are displayed and I
                            don't want to see them when flicking through the Gallery",4,,,Gareth Owen,
"March 8, 2023","Awesome 3/7/23 UPDATE Was awesome, until all these ads starting popping up,
                            not only before you use the app but while you are using. God forbid you turn your phone to
                            landscape, you will see more ad than pics in gallery..Uninstalling... To be a bit fair, I
                            never went through this with any Samsung phone, or iPhone which have their gallery built in,
                            this is on a Google Pixel 7 Pro which has no separate gallery, not to mention a worthwhile
                            editor.",5,,,Marty Chambers,
"January 5, 2023","Contrary to description, this app does not actually edit videos. TO DEV
                            REPLY: that's great you're going to add video editing in future - until then why don't you
                            remove ""video editing"" from the app description on the Play store instead of wasting
                            everybody's time.",1,,,Cameron Straker,
"November 30, 2021","This is the best App Ever 😘🥰 I mistakenly uninstalled it and I have been
                            unhappy since then because most of my hidden photos, videos and documents are there but I
                            just installed it again and it RESTORED all of them . BEST Gallery. 100% perfect",5,,,jennifer noah,
"September 15, 2022","I just wanted an app which can keep my photos, I can attach a name to a
                            photo and then I can search for a photo by its name and all that - OFFLINE. Sounds simple?
                            Well, I spent hours searching for such app and this one is closest to it. Google Photos app
                            is much more sofisticated but searching for a photo is possible only online...",5,,,Dušan,
"January 12, 2023","Sometimes photos get automatically deleted in the private folders. Please
                            fix it. Other things are fine in this app. Update: I have noticed that only the downloaded
                            photos or gif get deleted",1,,,Kamal Ray,
"May 23, 2022","Any time I want to rename a file, I can't just long-press the thumbnail to
                            get that option, I have to open the file to do it. Didn't know there were ads until one
                            popped up. Having to close ads everytime you want to see your own pictures is irritating.
                        ",3,,,Anonymous Person,
"October 20, 2022","I just opened up the app, granted permission and already had several ads
                            block my screen. I don't want to use a file managing program with invasive ads. Thanks, but
                            no thanks.",2,,,Steamkitten000,
"March 18, 2024","Im only doing a 3 stars cause im having a big issue Its the navigation bar,
                            i keep hitting the delet button or the ads i see, like make the navigation bar colored or
                            perminent. Cause keep almost deleting most of my pictures, so please add a feature of either
                            colored or perminent navigation bar",3,,,ENDER ELSA,
"December 27, 2021","I love this it's super easy to use and is extraordinary super organized and
                            played out in awesome detail and picture quality is most excellent 👌👍 I just love the way
                            you can hide your x rated and explicit pictures and naughty videos with extra security so
                            that only the soul owner of these prized moments can only be accessed by a password pin code
                            or a connect the dots pattern to open up these pics and private videos of the individuals
                            archive of naughty personal pics and videos vault hidden",5,,,Joseph Dalton,
"March 5, 2024","I love this app, I remember the last time my phone was wiped and search for
                            the app and download it again after putting my mail, I later recovered everything I lost.
                        ",5,,,Ismaila Sulaimon,
"April 2, 2024","This gallary is awesome with all the basic requirements and most important
                            private folder. But one more thing i think this should need that is super amoled theme &
                            background image",5,,,Kshitij Charpe,
