date,review,rating,isEdited,title,userName,developerResponse
6/17/2020 23:12,"Well it does what it says on the tin but...
You can‚??t cast using Chromecast
You can‚??t have more than 1 personal account, silly!",2,FALSE,Limited,badouuk,
9/24/2019 14:10,It just works,5,FALSE,Good enough,ETydeman,
10/10/2019 8:02,"Seriously, who thought of that?  A notification like that from my cloud storage provider.  It‚??s not what I want, you‚??re not Facebook.",1,FALSE,‚??Relive some memories from this day‚?ù?,Jhyddhjvcdesaxhjjvddrhvfxxxxds,
4/21/2019 10:31,"I like this app but could do with individual folder security,ie password protect.",4,FALSE,OneDrive for me,budokan,
1/24/2021 13:04,Best and easiest cloud service out there,5,FALSE,Best,k_bj,
11/29/2018 9:55,"Yesterday it worked, today it doesn‚??t. I cannot work with an unreliable service",1,FALSE,Failing to upload,mja260402,
8/30/2018 6:09,Terrible app. I can‚??t access any folders. As soon as I select a folder the app freezes and crashes.,1,FALSE,Constantly freezes,ACCov,
5/12/2024 12:40,Document writing I made in external apps like Files and PDF Expert will not be saved into OneDrive if you opened the file directly.,1,FALSE,Horrible,Network101,
11/23/2021 20:48,Missing option to copy a file.  Seriously?,1,FALSE,Can‚??t copy a file!,Technolav,
8/18/2021 14:12,"Keeps crashing on me, I can‚??t even get into my folders right now.",1,FALSE,Crashing on iPhone 11,Cm1K,
1/4/2019 16:31,Great app for storing photos and easy to use,5,FALSE,Great app,cockspringjack,
10/19/2020 15:05,"I when I shake my phone to report an issue, it doesn‚??t work",3,FALSE,It‚??s ok,:..........‚?¶‚?¶:,
5/3/2019 9:23,Any product being used with an apple products becomes toxic to the user apple products make me vomit rubbish,1,FALSE,One drop is good but together with apple products it‚??s the worst,sweetafrica112233,
6/27/2023 8:12,"i‚??m not happy that you‚??re taking more money than this app is saying ¬£1.99 
my bills is ¬£2.78",5,FALSE,icloud,Nonestoplady,
9/30/2018 20:33,"Great, but still too buggy",3,FALSE,"Great, but still too buggy",Jvstinivs,
9/27/2018 13:41,"A lot of potential here and the ongoing Apple intergration is great, however this app still chugs and slows in places.

Good. Could be great.",3,FALSE,Good intervention - inefficient in places,J Laurence,
1/3/2018 11:39,You have to run the app and force the images to upload. iCloud does this much better.,1,FALSE,Still no background photo uploads,Exponent67,
1/2/2018 0:04,More free space required,4,FALSE,Space,Taffvader,
11/1/2017 21:22,"Won‚??t upload pix, just crashes. Useless, unlike Apple iCloud and Google Pics which upload automatically. 5* reviews are from Microsoft employees. Real customers award 1-3*.",1,FALSE,Appallingly bad,Spes Est,
2/13/2020 14:47,Perfect app. Works great ??ç?èΩbetter than the competitors,5,FALSE,Great.,kingblueslim,
2/3/2023 15:07,"I cannot get this to sync on my iPad and it only appears to work on windows, very frustrating.",1,FALSE,Does Not Work on IPad,Primo Sacchi,
3/30/2022 15:23,"Keeps shutting down, has error all the time and very slow when working not good.",1,FALSE,OneDrive,bvufunjcjdjkdkx,
12/24/2020 21:23,Crashing all the time on my iPad. I am not sure what is going on. This needs to get sorted. Sorry only one star till this is fixed.,1,FALSE,Crashing,Laur Ari,
1/11/2019 14:36,Very useful and easy to use.,5,FALSE,Review,CACOLLOM,
1/26/2022 20:21,Very good and easy to use,5,FALSE,Very goo,Mrs Larcher,
1/6/2019 13:01,"Become totally useless crap, not uploading from iPhone camera any more....",1,FALSE,"Become totally useless crap, not uploading from iPhone camera any more....",enmeshed,
2/14/2018 8:04,"I‚??m really struggling to download videos and screenshots and I use it to get my videos to my yt channel and this is the only way i can find to do this. 
FIX IT",1,FALSE,Problem,1 kill wonder,
11/17/2017 10:52,App now not loading video and Microsoft don‚??t appear to be addressing the problem or acknowledging that there is a problem.,1,FALSE,Video playback not working,djc31x,
6/11/2020 20:18,Can‚??t upload,3,FALSE,Can‚??t upload,the fat head,
5/7/2021 8:42,Stop annoying pop-ups asking me to write a review,1,FALSE,Stop annoying pop-ups asking me to write a review,Stop Pop-ups Now,
1/24/2021 13:41,"On a iPad running 14.3 - as soon as I open it, it crashes - on latest version of OneDrive. On an old version of iPad it still works.",1,FALSE,Crashes on opening!,ypt47,
5/12/2020 19:38,"Signed me out of my onedrive persona vault which had about 20gbs of downloaded movies, undownloaded them all meaning I‚??ll have to download them again",1,FALSE,Signed me out of my OneDrive personal vault,Cheesy nibles,
5/31/2019 9:40,"Once great service rendered unusable and is now nothing more than a startup screen. 

Please fix it!",1,FALSE,Stuck on the startup screen for weeks,labradoodle,
12/3/2018 21:03,Unable to find recycle bin,1,FALSE,Pictures is moving slow when viewing over 4G,Stevan.Dinu,
11/4/2018 14:09,Find it really annoying to be given space with 365 & then having it taken away when 365 expired..!,1,FALSE,Annoying,Teflon70,
7/18/2018 10:43,I‚??m constantly stuck on June 13th and it won‚??t upload anymore pics despite me having 500gb free of my 1TB - frustrating tried everything:(,1,FALSE,Groundhog Day,pad.a,
5/29/2018 8:04,Can‚??t even have access to the drive because the ad for office 365 can‚??t be closed. Using latest iPad.,1,FALSE,Stuck on pop up,Gwythbbb45,
11/12/2017 22:09,Very erratic in downloading ALL photos from my phone. It picks and chooses which ones to download!,2,FALSE,Not uploading photos,JustFallon,
10/1/2017 22:24,Dropbox and Google have already sorted this but Microsoft is dragging it heels. Makes it a lot harder to use effectively than the other services.,1,FALSE,Still no proper Files integration,GilesHoughton,
3/21/2024 22:08,Utter garbage. I‚??m still waiting for files to show up that I created 6 months ago,1,FALSE,Total‚?¶,trunten,
3/27/2023 10:11,"Photo Backups are pretty much redundant since December 2020, when Apple introduced the ProRAW format. Microsoft have decided to ignore ProRAW, and as such, all ProRAW photographs are uploaded as JPGs!

If you use ProRAW, stay clear!",1,TRUE,Doesn‚??t support ProRAW photographs!,ialmc,"{'id': 31933993, 'body': ""Hello! We're currently working on supporting uploading Apple's ProRaw format as a RAW file, instead of a JPEG. We appreciate your patience and we should have this support out to you soon! "", 'modified': '2022-09-09T17:02:21Z'}"
3/7/2021 0:35,which makes it unusable for me.,1,FALSE,"Files only appear in read only,",matt-alle,
1/9/2021 22:38,Not uploading from iPhone from app. Only option to manually upload.,1,FALSE,Stopped uploading,Shan Kuriakose,
8/24/2019 11:48,Keeps crashing on my iPhone no matter what I do,2,FALSE,Keeps crashing,Nomjan,
6/18/2020 16:17,I am enjoying to use OneDrive. It‚??s very good,5,FALSE,Excellent,Maboalam,
5/2/2018 11:52,The auto upload feature hasn‚??t worked since 14 April - it just loops,1,FALSE,Photo upload not working on iPad & iPhone versions,Bob Ford,
10/29/2020 1:46,I‚??ve tried downloading this multiple times and all it does is say ‚??please wait‚?ù. What is wrong with it?,1,FALSE,Won‚??t load,Ish24,
6/7/2019 15:16,Very nice app.,5,FALSE,"Like Dropbox, but better.",Sid Zombie,
5/15/2020 18:01,"Keeps taking me through the personal vault setup wizard, beyond annoying after the 5th time in a week.",1,FALSE,Personal Vault,adambeasley,
1/14/2020 23:16,Trying to send pics & vids to ppt but have to settle to emailing to myself and then I‚??ll see if I can extract them to the ppt ?§®?§Ø,2,FALSE,Bleeding difficult,mocha1,
5/14/2019 22:07,Cool man! ??è?èº  ??? Be even better if we could have 10gb ??è???,5,FALSE,OneDrive,Joseph1960,
1/19/2019 23:24,Best way to save your memories love it,5,FALSE,Memories,mfouzia,
5/13/2021 2:34,The title is the review.,5,FALSE,I cherish this app like I cherish my life,CheeseeeeeeesmileForTheCamera,
8/10/2018 16:21,Thanks for bringing the Touch ID /passcode lock back,4,FALSE,Thank you,Mrtomhallett,
7/9/2018 15:57,This needs automatic camera upload if it is to compete with DropBox.,1,FALSE,No camera upload,Dpctre,
11/3/2017 19:10,Bit basic,3,FALSE,Clunky,Howard Sharp,
8/23/2023 15:28,There may be a problem with the cache that prevents newly synced files to be seen.,1,FALSE,New files not shown,emtihu,
9/22/2019 21:21,Fantastic and reliable,5,FALSE,Really seamless,johnsfesq,
11/25/2020 22:11,"What have you done? Stop messing things up
Every time there is an update
pdf docs stop working",1,FALSE,Messed up update,aebb20207626,
5/22/2020 13:27,Latest update: can‚??t save email attachments to OneDrive....App says sign in to at least one OneDrive account but already signed in.,1,FALSE,Latest update: can‚??t save email attachments to OneDrive,A stretch,
5/19/2020 19:22,Rarely am i even able to open this app. Continuously crashing and whatnot.,1,FALSE,Crashes,Samuel Glass,
12/24/2019 22:48,"Start an upload. 0KB. Zips and JPEGs don‚??t upload, yet I can still creates shared links. Definitely an app problem",2,FALSE,Uploads fail,notnauk,
8/7/2019 5:43,Great App for photo storage,5,FALSE,One Drive,HMReg,
5/18/2018 18:07,Keeps crashing on my iPad. Hopeless. Giving 1 star only because otherwise i expect my comment won‚??t be noted. It doesn‚??t deserve any.,1,FALSE,Dreadful no drive,Onandofftheroad,
2/24/2018 7:20,Amazing and easy-going,5,FALSE,???,School Books,
4/29/2018 21:16,This used to be the go to app. Now it‚??s slow at uploading and files are missed. It‚??s also forever jamming up on my iPhone 6s,1,FALSE,Poor,Walter Studd,
10/25/2017 9:41,As per the title. Has never worked for me. Sent feedback to MS but they seem uninterested.,2,FALSE,Offline Folder Sync Still Broken,jotpilot,
1/19/2021 7:07,"App is great apart from the private file.  
Every week or so it requires me to re-login and set a pass word.",2,FALSE,Private file,deano-151,
9/12/2020 9:20,Others seem to have same issue,1,FALSE,Since last update OneDrive refuses to open,InterstellarObject,"{'id': 17919516, 'body': 'Hey there, thanks for reporting this issue to us. We fixed an issue causing crashes on iOS 12 in our latest update, version 11.49.15, available now. Please try it out and let us know if it works for you now. If the issue still occurs, please launch the app, shake the device, and tap ""Report a Problem"". If you update your review with your ticket #, we will be able to investigate quickly.\n', 'modified': '2020-09-16T22:45:51Z'}"
3/1/2020 18:33,Cannot empty recycle bin in one hit. Can‚??t find settings to stop photos continuously uploading and making one drive full.,1,FALSE,Use of.,waggonersway,
1/19/2018 16:48,One drive is just great,5,FALSE,I love it,verdeglass,
8/4/2020 23:11,Very easy to use,5,FALSE,Lovely,Nssss???????¶?,
10/30/2017 17:06,Opens every file without a problem except the one I need most!,1,FALSE,Frustrating!!,Frustrated of Leigh,
6/19/2023 6:51,"Only 60-70% pictures are uploading 
There is no way to do it",1,FALSE,Photos not uploading,very difficult to choose,
11/5/2021 13:55,Don‚??t use for data you value bugs all the way,1,FALSE,Avoid,CVT987,
3/4/2021 14:45,I am fascinated how a huge company like Microsoft would do something so stupid. I am now unable to use OneDrive on my iPad. Great job. No communication from Microsoft either.,1,FALSE,How long is temporary?,BenForeman02,"{'id': 22382195, 'body': 'Hi there, thank you for sharing this feedback with us. We have re-enabled writes to your OneDrive files from the iOS Files app, beginning with version 12.25.1. Please give this a try on version 12.25.1 or greater and let us know if you encounter any issues.', 'modified': '2021-04-21T20:25:33Z'}"
10/15/2018 12:29,This up is excellent and very helpful and useful,5,FALSE,Abz,Abz321,
7/6/2020 9:02,"Giving this a 1 star due to the obvious fake reviews written about the app, either from Microsoft staff or someone being paid by them.",1,FALSE,Fake Reviews,Pendulum7,
1/10/2020 8:47,Did not sync with my computer and deleted EVERYTHING. Then the iPad synced with the older version. No way of recovering anything.,1,FALSE,Deleted all my work,YoureNotGettingANickName,
5/17/2019 6:44,"Please create an app for the Apple TV 4K so we can access our files on our home TV such as photos and videos, without needing to stream via AirPlay.",1,FALSE,No Apple TV Support,Nick 1979,
4/5/2019 18:31,Can‚??t open documents in work and can‚??t share documents in word,1,FALSE,Can‚??t open a document,stroud anders,
8/24/2022 17:29,"Superb app
Love it 
So simple",5,FALSE,One drive,Dave58k,
12/16/2017 14:47,Very useful. A slideshow feature would be great!,4,FALSE,Great app.,Nickahola,
10/13/2022 9:46,OneDrive looks dated in comparison with Google Photos.,2,FALSE,Google Photos looks better than OneDrive,CovetousBus,
11/1/2018 14:15,"This app is Amazing, you can do so much stuff on it.",5,FALSE,Good app ??ç?èª??ç?èª??ç?èª??ç?èª,jellyBean Dude,
3/1/2021 19:26,Download of files is just not as simple as it should be,1,FALSE,Simple things won‚??t work,Raj Gollapalli,
2/8/2021 10:05,OneDrive helps me with my homework and I don‚??t like homework this app should be deleted from existence,1,FALSE,I hate doing school work,Anonymous24051519,
3/7/2024 9:07,Great for saving holiday snaps etc.,5,FALSE,Great for saving holiday snaps,Handy1958,
11/3/2017 8:13,Microsoft are releasing updates left right and center for this app. And yet they still can‚??t add support for the Apple Files App. Very Very disappointing! Sort it out!,1,FALSE,Absolute rubbish. No support for IOS11,tomtomtomone,
3/14/2018 17:41,Works great for me all the time,5,FALSE,OneDrive,93)3946,
6/20/2023 18:58,Probably the most idiotic update from any software company ever ‚?¶ Microsoft really ?!?,1,FALSE,Deleted button gone,bthjf1,
11/3/2019 7:14,Terrible do not rely upon your one drive not loading all documents or files,1,FALSE,One Drive,Arkangel.1,
7/17/2019 11:14,"Downloaded for iPad but it won‚??t let me sign in, gets stuck on first screen",1,FALSE,iPad functionality,bfhjvdj,
11/12/2018 15:48,Where have all the colours and accessible editing tools gone? The app has been ruined for me.,1,FALSE,Hate the new editing tools,bluejaybirds,
6/9/2018 7:17,This app crashes all the time it does not open even after updating,1,FALSE,Not very good,yugtyujk,
9/27/2023 2:44,Very efficient,5,FALSE,Brilliantly,Sairakhaider5,
11/10/2022 9:21,"Szeretem a OneDrive-ot √©s ezt a mobil applikaciot is. T√∂k√©letesen m≈±k√∂dik, mint minden m√°s Microsoft program is az iPhone-on.",5,FALSE,Aj√°nlom  iPhone-ra,Zolinfo,
4/1/2021 16:24,So slow to view files like excel. Files of just a few kB take minutes to view,1,FALSE,So slow,JohnOC6,
5/4/2020 10:41,I need to get this app for school but it won‚??t let me sign in. My email and password are definitely right.,1,FALSE,Cant sign in,Mew2Moo,
5/18/2019 16:31,When will it support shortcuts to folders,2,FALSE,Ugly ugly folders in this version why is this forced on us?,HonestyJohn,
4/19/2019 14:22,Cannot forward to whatsapp as you can select recipients but no send button,1,FALSE,Forwarding,Blomers ,
11/16/2018 19:35,Please change it back.,1,FALSE,your hard work on pdf annotation tools means nothing,lingjun.k,
5/6/2018 0:04,Can't download photos or videos onto phone since update. Please fix & I'll love you all forever.,1,FALSE,New Update Issue,??±Ô∏èOY,
3/7/2022 22:05,Can‚??t fault it.,5,FALSE,Best app ever,D Northam,
12/1/2019 2:26,It‚??s very handy to use. Thanks,5,FALSE,Best app,MAMAKAFKAS,
3/6/2022 14:20,Why?,1,FALSE,Why is this still not working on the iPhone?,Meh198877,
6/18/2019 7:51,I am enjoying it.,5,FALSE,Very good,ola moss,
7/27/2018 8:04,New version will not download to my iPad therefore cannot open any other apps,1,FALSE,Unable to download,League13,
4/17/2018 7:20,Copied all the pictures twice!! Very time consuming going thru deleting duplicates I can tell you ???,1,FALSE,Frustrating!!,karmurp,
3/29/2024 7:51,problems all the Time,1,FALSE,Too complicated,Popucan,
8/13/2021 15:44,Really slow and clunky with a terrible signature method. Using on a iPad may not help.,1,FALSE,Massively over complicated,Bronte ‚ù§Ô∏è,
2/11/2021 6:53,"Since the update yesterday, the app will never start on iPad. It crashes immediately.",1,FALSE,App now crashes on startup on iPad,dickydoodah,
1/25/2021 11:16,You should not be able to access my photos without me saying yes,1,FALSE,Photos,chgfhgdzfch,
7/1/2020 21:43,Stop these pop ups. Just let us do what we are trying to do,1,FALSE,Annoying,KevinR,
3/27/2019 9:03,Great,5,FALSE,My opinion,Waterfist,
3/29/2019 21:39,Painfully slow with an outdated and drab UI. The app also crashes whenever I open the photos tab.,1,FALSE,Outdated,RAS 2112,
3/31/2018 19:32,Jus need more free space for loyalty,5,FALSE,Awesomeness,GeeTash,
1/29/2019 9:57,Use this to add files to OneDrive on my iPad so I can work on them at home on my PC. I am fed up of adding files for them not to be seen on my PC.,1,FALSE,This app is rubbish,qdgyhhfg,
5/7/2018 17:00,Please in the next update fix this,1,FALSE,Cannot download photos/videos,MrGoldenGun123,
12/10/2022 10:20,Excellent accessibility,5,FALSE,Well organised,McCarthaigh,
9/25/2019 14:23,"Tried everything, reset, uninstall, reinstall. Not Syncing!",2,FALSE,No longer syncs to IPad Pro,Roop737,
2/16/2020 15:39,I have uploaded important documents and now they are gone,1,FALSE,My file are deleted,Jamila london,
8/18/2019 15:28,Locked out of my account after update!!!! Really am not impressed not that anyone at Microsoft gives a t055,1,FALSE,Update,It's not for you to know,
3/17/2019 18:43,You can‚??t even save any videos or clips cause it keeps saying can‚??t save video,1,FALSE,Can‚??t even save any videos,Elusive baron,
4/28/2021 15:24,A marvel of the modern world,5,FALSE,One Drive,Rich5555555555,
2/28/2019 11:28,Just another way to get money‚??s out of you starts free then when you are hooked up hose the price,1,FALSE,Money maker,mr bad tenpered,
1/8/2019 17:59,"Can‚??t believe I pay a subscription for this stuff. Woeful to run it across 3 devices for my business. 

2 star v Apple and Google for ease of use. Wake up!",1,FALSE,Appalling,Robbo3551,
9/28/2018 10:43,"Warning to all, do not back your files etc you risk losing them all unless you purchase packages",1,FALSE,Ben,clear a head,
12/20/2017 12:59,"You give me extra storage free, i use it, you then take it back. Now ive lost all my memories. You dont even deserve one star!",1,FALSE,Storage,J11HJK,
10/15/2017 18:45,"Essentially unusable on iOS, given it does not support drag and drop. Microsoft need to get their act together.",1,FALSE,No drag and drop,blittl27,
1/30/2022 12:11,"From its recycle bin on my ipad. Each single photo has to be clicked THREE TIMES SO THAT IS THREE THOUSAND CLICKS to empty the One Drive bin.
For godsake I need to empty recycle bin in one quick go.",1,FALSE,It wants me to INDIVDUALLY DELETE 1600 photos,torastone,
7/14/2019 20:06,Great simple process,5,FALSE,Microsoft,tariq161,
7/9/2020 21:59,"Used to be amazing but now crashes, buggy and no stability on iOS",1,FALSE,Very buggy,jimmyfas,
3/26/2020 7:32,"Updated last night, now all I get is a picture of a blue cloud on screen and nothing happens. ?????†",1,FALSE,Onedrive latest updat,kcjones28,
11/29/2018 20:04,Love this app saved me so much storage love it ??????,5,FALSE,Awesome!!,Awesome ellie 123,
10/31/2018 10:04,Really useful,5,FALSE,Great Cloud Drive,Ryanardiansyahaha,
5/8/2022 10:47,The best operating system,5,FALSE,Her Honour Francis,HR T Francis,
10/5/2018 7:08,Why has OneDrive started creating date folders for uploads? How do I turn this off?,1,FALSE,Date Folders,paulsworld,
4/2/2018 16:57,To get something done on your platform is ridiculous!!!!!!!!!,1,FALSE,Very slow,CLParton73,
4/16/2023 7:06,One Drive is not Social Media.  ‚??For You‚?? is unwanted and intrusive.  Please remove it.,1,FALSE,Remove ‚??For you‚?? Please,Kinghaz,
10/2/2020 17:36,Not great,3,FALSE,"Doesnt sync on ipad, have to reinstall all the time",rvcedd,
8/25/2020 0:53,Lack of space as soon as I downloaded to my I phone very poor,1,FALSE,Lack of space,mancunial,
4/28/2020 16:30,Uploads directly to OneDrive no longer work. Photos and documents now need to be uploaded to OneDrive indirectly via the Files app.,1,FALSE,Upload failure,Jockscrap,
4/30/2019 9:09,"Over-complicated, less-user-friendly Microsoft equivalent of Drive/ICloud/Dropbox. Just needs simplify.",1,FALSE,A less-good version of all equivalents,Gnarloomatt,
3/13/2020 11:37,Very useful piece of kit,5,FALSE,Good app,alwy4,
4/20/2019 10:20,Crashes continually and extremely slow,1,FALSE,Not good,Agl444555,
3/7/2019 19:03,The app won‚??t upload unless it‚??s open.. and then only by the grace of god!,2,FALSE,Nice idea,Thora heard,
11/28/2018 8:40,Very upset that years of my picture have just vanished,1,FALSE,Lost all my pictures,octaviairving,
1/23/2019 10:27,Lovely handy and very useful,5,FALSE,Brilliant,cristina84aldea,
9/6/2019 16:44,"Guys

Since your last update, this app is not opening. Why Don't you test the app before the update is pushed out? F sake!!!!",1,FALSE,Not opening,samsung shame,
2/16/2019 10:54,Why does OneDrive need to know your location? It‚??s has no use for it. Microsoft can you comment ?,1,FALSE,Location,rshah8,
10/17/2017 15:00,"Thanks one drive,  for useful spaces & app..",5,FALSE,Cihat,Terim istifa,
7/17/2019 20:52,Impossible piece of rubbish,5,FALSE,Messy complicated,glenn27,
3/2/2021 10:32,A cloud based filing system you can‚??t write a file to? What a joke. I‚??d started to trust Microsoft but this is despicable. No proper timescale or reasons given.,1,FALSE,Outrageous action by Microsoft,I used to have faith in The Times,"{'id': 22382237, 'body': 'Hi there, thank you for sharing this feedback with us. We have re-enabled writes to your OneDrive files from the iOS Files app, beginning with version 12.25.1. Please give this a try on version 12.25.1 or greater and let us know if you encounter any issues.\n', 'modified': '2021-04-21T20:28:21Z'}"
3/22/2019 17:16,"Great works well'
Simple and slick‚?¶",5,FALSE,Great,Gunit3384,
8/13/2018 16:52,....so much easier with Microsoft Office 365 and OneDrive !,5,FALSE,Digital Life.....,gsolphotog,
4/11/2018 13:14,Very easy to use. It‚??s very good.,5,FALSE,Very good,Dino The Dog III,
3/10/2018 1:00,Well whenever I open the app it always crashes and I can't use at all,1,FALSE,Not a good app,SMP1970,
2/25/2018 8:38,"Doesn't even start after last update, MS made it completely useless!",1,FALSE,Don't update!,Ageorg,
5/31/2023 13:43,need to sparate photos by person to person feature,3,FALSE,need separate photos by face,KhalidHasan,
8/4/2022 10:08,Shared folders do not sync with OneDrive desktop folder.,1,FALSE,Shared folders do not sync with OneDrive desktop folder.,NORMFB?¬£,
8/20/2019 18:10,Thank you,4,FALSE,Works great!,Iacraw,
4/20/2019 12:27,The video I put into OneDrive on my pc has today‚??s date (20 April 19) and the OneDrive app is showing the date as 18 May 2018. What‚??s going on??,1,FALSE,The dates are wrong,igtv-is-wack,
6/20/2018 7:07,App either refuses to start or starts then crashes,1,FALSE,Still broken for me,FFS48,
7/19/2018 5:58,It's not too bad.,5,FALSE,Glamour personified,glamQ,
9/29/2017 10:29,Switched to OneDrive from Dropbox and very disappointed. App doesn't sync and is very slow.,1,FALSE,Very poor,alan679043225689,
8/31/2019 12:44,This does not work very well between my phone and my I pad.,1,FALSE,Problems,pppoooogggg,
2/26/2019 7:28,Unable to do multiple deletes.,2,FALSE,Deleting,Ickle_Charlie,
1/1/2019 18:16,FoD on Mac essential for me to stay on board with OneDrive - working properly!! Get on it Microsoft.,3,FALSE,Files on Demand for Mac,Daveypez,
9/21/2017 21:40,Absolutely ridiculously good,5,FALSE,Amazing,tommy gun sht,
3/11/2018 16:58,Ok,3,FALSE,It‚??s an environment that requires lots of attention in so as to understand it efficient utilisation.,Dunkytruck48@@&,
4/16/2022 4:58,Great experience,5,FALSE,Review,ddmwanza,
4/1/2018 15:00,Can‚??t fault it great app,5,FALSE,Brilliant app,gdgdsgu,
8/20/2020 7:41,"Never known an App that has an update at least twice a week!

Get a grip & sort it !!",1,FALSE,Update,Sawko!,
12/28/2019 18:03,Slows down service on less than 1GB. Terrible connection speeds. In built errors avoid.,1,FALSE,Terrible,samjjjh,
10/29/2019 10:29,"Reliable, secure , dependable",5,FALSE,A good app,kth500,
3/17/2018 10:06,I try to but my Xbox vedos on my photos but it tacks for so long and it does not work so less you fix it I be happy,1,FALSE,It is so bad,Mattynlibs,
1/12/2021 18:01,Apps keep crashing and pages don‚??t load up.,1,FALSE,App keeps crash,Youngammad,
9/9/2020 7:00,Not deleting pictures in One Drive once deleted on iPhone,1,FALSE,No Syncing,chrismgbgt,
2/19/2024 3:40,The Best Cloud Storage !,5,FALSE,The Best Cloud Storage !,Varadharajan Nadarajah,
9/12/2019 8:13,Don‚??t know where lots of my photos have gone !,1,FALSE,Missing,r.beb,
8/13/2019 10:24,For some reason I can‚??t save a video to my phone I got the space for it,1,FALSE,Can‚??t save,conorlaing1,
8/12/2019 16:32,Keeps crashing,1,FALSE,Crashing,A person reviewing an app,
8/22/2018 9:01,Keeps crashing on iOS. Please fix.,1,FALSE,Latest update,News Hungry Everyday,
10/1/2020 19:27,Very good I wood do it all over a gain,5,FALSE,Good,ollie1817,
5/20/2018 17:36,"I won't buy a new IPad to run IOS10, so won't be using since last update.",1,FALSE,Not going to use anymore!!,Cobbler98,
1/26/2018 10:06,OneDrive doesn‚??t allow as a source to attach a file?,1,FALSE,Attach to existing email?,R3p0rt3r,
1/22/2018 0:37,"This app only works for byssinosis or education, I cannot find any app that works on my iphone for 365 Home",1,FALSE,Useless for 365 Home,peterseely,
7/16/2023 18:36,Crap as unable to ‚??select all‚?ù,1,FALSE,Microsoft one drive,Neilsco57,
5/1/2021 15:12,"I‚??ve upgraded to premium 
Had a e mail to confirm subscription 
But the app still has been updated 
It still shows free version 
Contacted Microsoft many times 
But no resolution",1,FALSE,Upgrade via app,ir coukd be me,
4/29/2020 16:09,"All Good, Reliable ??∑",5,FALSE,I‚??m happy ??ç,?§?Hellrising,
5/11/2019 9:01,App hangs frequently,4,FALSE,Hang,chyayla,
4/29/2019 15:08,"Good for storage, but nothing like as user friendly as Notabilty for annotating pdfs etc.",2,FALSE,Clunky,tommo.1,
11/13/2018 14:18,Tries to load. Just crashes. Any ideas?,1,FALSE,Won‚??t work,Simcevoy,
8/18/2020 15:36,Uploaded a lot of screenshots from the Xbox One and it won't display most of them. Very poor.,1,FALSE,Bloody awful,Spud Wexler,
6/19/2020 20:06,"only opens ready only word documents which is very annoying needs to be repaired asap 
if not then at least save a copy where the original document is",1,FALSE,read only,minty kay,
10/10/2018 15:56,Great app not a lot of free space,5,FALSE,OneDrive,3men in a bed,
7/22/2019 21:44,This app updated on 19th July 2019 and now no longer works,1,FALSE,Update and now doesn‚??t work,Stan_1357,
1/28/2019 10:15,Need a photo sorting app as Apple and Google have.,3,FALSE,Need photo sorting app,BW 35257,
3/26/2020 18:46,Really good app,4,FALSE,One drive,Huugfugjhh,
5/25/2018 15:47,New update won't download.,2,FALSE,Update IPhone 6 issue,DomWolf79,
4/9/2023 19:39,App is decent but has a very Microsoft vibe to it,3,FALSE,It‚??s ok,Ben113113,
4/20/2020 10:21,Horribly slow,1,FALSE,Horribly slow,Thechaserbrain,
3/25/2020 13:36,The one drive app on my iPhone does not preview photos properly.,2,FALSE,A Reddish,findsuccess,
10/27/2018 9:44,Very good app,5,FALSE,One Drive,Imacktunes,
3/5/2019 9:51,Cost and terms of additional storage prohibitive,2,FALSE,Practical consideration: cost,Chriskindberg,
1/16/2019 8:35,And I hate it,1,FALSE,I hate this because it messed up my files,ganer1938,
7/29/2022 4:48,"Trust it 
It‚??s a versatile very good app",5,FALSE,Trust it,nathanaplin,
9/17/2019 14:05,Every time I open ‚??scan‚?ù the app crashes.,1,FALSE,BUG,wibbs404,
9/30/2017 3:19,Poor Integration and Synchronisation. No direct sync buttons - so requires restart of the app to synchronise. No integrated editing tools for PDF.,1,FALSE,MacOS and iOS,allasr,
12/23/2020 7:57,Have to wait an age for screens to update.  Almost unusable.,2,FALSE,So slooooow,AppleMifareman,
12/23/2018 15:22,Very limited storage and demanding you upgrade to Premium. My opinion....don‚??t bother,1,FALSE,Very Disappointing,Balliolmetal,
1/23/2018 22:35,"Why alter excel and word from original.

Impossible for me to use Outlook with 365 but will except that as my BT email is far better anyway.

Why has save as been removed so silly now you have to save the original document first.

ONLY JUST PURCHASED OFFICE 365 BUT WILL BE CANCELLING IT.",1,FALSE,So complicated to use,Iggy123.,
1/6/2023 19:55,This game is ugly and bad and it has just copied messages as the pictures,1,FALSE,Ugly and bad,Millie Kitson the Hogwarts fan,
5/11/2018 10:37,I hate everything about it. People at microsoft shouldn‚??t bother to creat an app like this. I hate it...,1,FALSE,Worst app ever made,SebiMi,
2/27/2021 12:54,Destroying the iPhone usability of the app in one move.  Disgraceful.,1,FALSE,How can they get away with this?,SonicStrat,
7/15/2018 17:05,This app is USELESS as it constantly crashes,1,FALSE,Constant crashing,Colin saudi,
5/1/2018 21:51,Didn‚??t let me download my videos onto my phone,1,FALSE,Bad,w.j1487,
8/30/2020 22:20,"Onedrive does not work properly between iPad and windows pc, what a foul I was to go premium :(",1,FALSE,What a load of poo!!,A Whitcombe,
8/19/2020 9:28,One drive is not showing in the files app on iPados,1,FALSE,Files app,Jas123345678,
