source,review_id,user_name,review_description,rating,thumbs_up,review_version,review_date,developer_response,developer_response_date,language_code,country_code
Google Play,00253652-1816-4a75-87dc-709822ee7a41,Brenda Smith,"So convenient, and I love the Daily Memories.",5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 22:15:12,,,en,us
Google Play,4c6eb867-d7c5-44e1-a9b0-acf283016579,Kim Walker,Yes I like,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 22:08:06,,,en,us
Google Play,fdebf938-f95f-427e-8314-6c05a81dd3f3,Kang Chen,"Great for simple unlimited storage if you have Amazon prime. No idea how it is for non prime users though. Also, might want to read the user agreement carefully if you really care about privacy and stuff. Companies are trying different ways to train ai models you know...",5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 22:06:31,,,en,us
Google Play,18a85be2-6662-4e73-b336-1c414adc7b4c,Ken Castle,So far ot has been great.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 21:58:19,,,en,us
Google Play,e51b65a6-4da9-4ad8-9c15-b84acd68908f,Doris Robinson,Says unlimited but when I go to get storage says it's full?!?!,1,0,2.18.0.486.0-aosp-902085801g,2024-05-14 21:50:46,,,en,us
Google Play,7d92896f-fcdc-4fc5-a60c-45950f07a254,Vivian Clark,I like the way the photos are grouped.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 21:38:22,,,en,us
Google Play,ada89e5c-7296-49b0-a376-e6423762d34b,Dee Tree,I like my photos in one spot. It groups your photos in separate folders The only thing that I don't understand is it will put a grey stripe over your older pictures so sometimes you aren't keeping old pictures. I had rated it at 5 but since I can't get old pictures I am bringing it down til 3,3,0,2.18.0.486.0-aosp-902085801g,2024-05-14 21:35:38,,,en,us
Google Play,37d8c0cf-62e6-43cc-a4c0-e0800fa4a74f,K M,Never will lose my photos!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 21:32:57,,,en,us
Google Play,b5d5bb89-fead-45c2-bd9d-8aa9a3676ace,Michael Onzuka,Easy to use.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 21:32:18,,,en,us
Google Play,c7b1999f-b8c6-435a-a533-c4511b183094,Robert Kamenzind,Second 2 none...!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 20:31:25,,,en,us
Google Play,85f7359e-9add-40de-bd2c-54a90e7adde5,Bettie Saunders,Great!!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 20:17:02,,,en,us
Google Play,5d07dde8-1c0e-428e-9221-5020617fe931,Shari Yager-Lisk,Easy to use great quality,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 20:15:45,,,en,us
Google Play,e251ba0f-d5cf-46dd-9056-f3cde41dadfe,Stephanie Whitfield,"Love... Love... Love!!! Update: I'm taking away one star because I was notified that my videos are no longer being uploaded to my cloud due to a lack of video storage, yet I had a 1-2T storage that I'm now being told has expired. Really? How 🤔 and why. Yet, there is no additional information on how to secure more video storage space!!",4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 19:48:13,,,en,us
Google Play,0c519037-f237-4e72-9486-2293bc93f9e5,Lena Gibson,I really like this app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 19:41:55,,,en,us
Google Play,6d93728a-652a-4671-93d4-c6baaed2750e,lori vought,I don't have to worry about my pictures,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 19:10:57,,,en,us
Google Play,1b890b8e-1ac5-4add-a25a-50436dd161f0,Robert McCooeye,Great for backing up photos.,5,1,2.18.0.486.0-aosp-902085801g,2024-05-14 18:49:11,,,en,us
Google Play,ce03e6c6-8d4b-4fbe-bbb5-0c25b3b0c668,Paul Shadlock,It work for me well impressed Like it a lot,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 15:46:16,,,en,us
Google Play,c1239276-0f74-428a-8330-159b0a3fc320,bishop agbonlahor,This app has helped me in the orderly arrangement of my pictures and videos and give me a yearly reminder bringing memory back,4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 13:08:35,,,en,us
Google Play,24e94e32-9614-499f-82d0-fb1dde6f8807,Ben Sturgeon,One of the best to ever have,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 11:38:08,,,en,us
Google Play,409a1c7f-79fc-4fe1-b06f-1934c489aad3,Amy Cox,So far it's working out great... Possibly better than Google... Definitely Still satisfied 😌,5,1,2.18.0.486.0-aosp-902085801g,2024-05-14 10:56:14,,,en,us
Google Play,f4c58254-0603-4cd6-b178-64ff0fbde575,Victoria Howell,Simple and easy to use,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 10:48:25,,,en,us
Google Play,75d04cd5-29ee-4988-91fa-145395a29708,Shannon Duffy,Wonderful photo app!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 09:01:13,,,en,us
Google Play,55ee8341-5bf5-4d89-aa13-9cf4e9d6d68d,Dominique Uriza,It's really helpful and has a real goood deal for the storage,5,0,2.16.0.574.0-aosp-902077651g,2024-05-14 08:55:50,,,en,us
Google Play,a5b91fff-1191-4a56-b50e-72d3d27c4ea2,Todd Ebert,Nice app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 08:29:35,,,en,us
Google Play,8598e7f1-be9b-4b3a-b576-a2a68c252250,Hilda Blanco,Good,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 08:29:10,,,en,us
Google Play,ea83c19b-6fc1-4e21-b12f-23cf653855f1,Katherine Braun,Great!,4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 08:17:54,,,en,us
Google Play,537918d3-5ab6-418c-a153-505d0d010e0c,Aina “Monkee”,Not bad.. it's an extra back up for photo's,4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 07:58:45,,,en,us
Google Play,7ed7270e-2422-4e71-a05c-0518e48e7825,Charlotte Mwagbe,"Love this app. Everyone loves my tv slide show, including me! My sister wants it on her TV so she's next!",5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 07:48:56,,,en,us
Google Play,4d26d1bc-7e34-4a59-81ca-04b0d179f255,Joseph Smith,Fun look back over the years of old photos.. update it's great to get some random pics from the past to look at,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 07:44:29,,,en,us
Google Play,c6e35f0c-b5a7-4b3c-8394-26c49bcd2353,Nicole Kotowski,It's a good app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 07:09:03,,,en,us
Google Play,c33e5123-04c2-4b00-83ae-65372da77e54,Jerry Benson,Ok,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 06:49:41,,,en,us
Google Play,571d6c2a-f2aa-473c-bd55-ace70480cc02,Amber Holznagel,Love this app!!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 06:00:23,,,en,us
Google Play,813eacd7-777e-4756-a385-a8ad46f74af8,Charyl Engelman,Can't find photos,1,0,2.17.1.1.0-aosp-902084621g,2024-05-14 05:46:18,,,en,us
Google Play,cab65b26-4f0b-40b2-97d7-f4656d0427b1,Chuck / Margaret Campbell,Like it.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 05:31:48,,,en,us
Google Play,67cdd1e2-9083-426f-a2a4-331c19387f76,Apu Oghenekevwe Anointed,Why is it difficult to upload photos now,5,0,1.44.0-77239010g,2024-05-14 05:18:59,,,en,us
Google Play,f1f196c6-ecec-4cb6-b13e-8474f2578377,Keith Ikwoanimo,Easy and simple to navigate and use.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 04:53:58,,,en,us
Google Play,394e6c95-bf8e-43bd-aebc-dc1c3c3e8f52,Sergio Ortega,Awesome,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 04:08:49,,,en,us
Google Play,c466a07d-4726-4afb-9cb8-80dcc6a9bd69,Derek Overton,Great app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 04:08:21,,,en,us
Google Play,ec3ef4b6-f895-4029-b9a6-8e578afcb29c,Gary Thompson,works great for me. nice to have on one secure site.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 04:04:08,,,en,us
Google Play,75895700-bdee-47b2-94d2-276c28b66af6,Ray Collins,"Great for storing pics and videos, terrible for search....would be great if you could search metadata",4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 03:23:45,,,en,us
Google Play,71a9fa65-ecd0-4a95-abb0-3dee4f3bdc46,Truth is Subjective 2 Interpretation,Decently good app,4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 02:33:02,,,en,us
Google Play,5fb07558-7a2b-4759-bdbe-e44f73525b8c,C Das,"Good app, annoying notification. There is no way to tell the app to stop asking me to turn on automatic upload. I have to disable all notifications in os 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",3,0,2.17.1.1.0-aosp-902084621g,2024-05-14 02:12:47,,,en,us
Google Play,57c17c86-2781-4971-98e7-9e977cdc12a8,Carol Webber,Great to order picts for projects but must plan ahead because of a movement disability. Takes time for home delivery.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-14 02:00:59,,,en,us
Google Play,f8cba39e-a820-4c64-b901-c8d11692f816,Pinocioprincess,Again very difficult for me as im not genius computer but learning well,1,0,,2024-05-14 01:54:51,,,en,us
Google Play,eb0b89da-ae1e-4bdf-82ae-2a937f90c863,Suzanne Messmer,I love that this is a bonus prime member option. It works as good if not better then Google. Again Amazon comes out on top in my personal opinion.,5,0,2.18.0.486.0-aosp-902085800g,2024-05-14 01:29:19,,,en,us
Google Play,37bab589-8882-434f-95c9-43a3afe6e7ef,Annette Marshall,Nothing that l care to discuss,4,0,2.18.0.486.0-aosp-902085800g,2024-05-14 01:05:08,,,en,us
Google Play,145a107c-cbae-4a47-8fe0-3e33d005d263,D. Marshall,Good so far!,4,0,2.18.0.486.0-aosp-902085801g,2024-05-14 00:16:26,,,en,us
Google Play,7e459967-dd2d-45fa-bf48-e031377f65ab,Maureen Baumber,Great,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 23:59:40,,,en,us
Google Play,d5ba1c43-7c3a-4233-93e6-1c6cbd7fad17,jane murray,I really like it because it's easy to use,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 23:55:53,,,en,us
Google Play,9bf4d93d-c596-4dee-bdfe-b29e4c24c35c,Clydene Maynard,Very satisfactory,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 23:54:01,,,en,us
Google Play,29acb279-7947-4d69-8f14-b053747d0988,Clive Bellman,"Generally, good",5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 23:47:14,,,en,us
Google Play,55cc09fb-23a9-4321-b57e-3de3683c2e0c,Steve “Akheron”,"Easy to use, quick in the file transfers. Easy access to your stored files.",5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 23:39:27,,,en,us
Google Play,6b0b4d13-7abf-4dc1-8426-d2cf151bcad0,Willie Taylor,Love it,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 23:31:45,,,en,us
Google Play,c48f7d69-8343-496b-8e9d-188d44ed7cb4,Brian Speck,An added bonus to my Prime subscription.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 23:16:25,,,en,us
Google Play,7b41031e-0664-48ac-a156-29ba227bdf14,cameron nemitz,Great app love that my prime comes with this,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 23:01:19,,,en,us
Google Play,3bd0fe52-83e4-4b14-8b00-cd9f03e2ceea,mark ohly,Awesome app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 22:56:59,,,en,us
Google Play,bc3bb983-243b-47a4-bf1e-b3ee41839cb5,Deborah Hotovy,I feel confident that my photos will not be lost due to a phone problem.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 22:53:54,,,en,us
Google Play,2f323ad9-3064-4c65-a7c9-4b677a7bfc08,GiGi **,I happy I can clear storage for free,4,0,2.18.0.486.0-aosp-902085801g,2024-05-13 22:29:23,,,en,us
Google Play,ae1c2614-cb27-47ad-8b77-ff79dbcf0984,Amanda,I love this app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 22:04:14,,,en,us
Google Play,356dd029-affc-4d69-aacc-c0fa7953d975,Tony Cummisky,I enjoy the 'On this day' function.,4,0,2.18.0.486.0-aosp-902085801g,2024-05-13 21:39:08,,,en,us
Google Play,f650fce1-dd44-4645-9fef-70994d6783bf,Mizuho,"I would've given this app a 5 stars, but due to a problem that hasn't been fixed it seems that's not possible. In the previous versions of this app gifs were playable, now it's not, which is truly disappointing. I might revert back to one of the older versions of this app.",1,0,1.34.0-66124310g,2024-05-13 21:18:54,,,en,us
Google Play,ef7487c7-91bb-4655-b088-4a33cbf733ef,TOTSNTOYZ,"Amazeballs "")",5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 20:41:34,,,en,us
Google Play,5135f5a0-d831-4746-855c-aef2fc40a0ce,Debra Shutty,Love seeing the past photos,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 20:19:02,,,en,us
Google Play,c0c70d3a-81c7-4524-849f-6e7e506cc71e,J. Jones,Just installed and it is easy to use.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 20:18:28,,,en,us
Google Play,45e2cdf3-1eae-4354-aae8-c2030e0594f9,renee dieker,"Great for storage and sharing with others. I always use it for group pics, everyone can add to the album.",5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 20:13:37,,,en,us
Google Play,bd9799a5-a535-49d9-aabc-50a9ec6f73c1,Satbir Singh,Good,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 19:10:05,,,en,us
Google Play,b6e9034c-2633-4add-855d-0285157e3b17,Gookster,Superb,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 18:21:51,,,en,us
Google Play,d18afb99-00b3-44c9-992d-8a157d118487,Julian Wilkins,Good app save all my photos on it. Then use it to update my social media.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 18:19:53,,,en,us
Google Play,9a297fcf-6312-4bb0-a756-46ed9a6da07a,Trevor Bell,just nice to see something that you forgot about 1,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 18:16:49,,,en,us
Google Play,aef83818-b076-4c1b-a152-509708117a57,barbara cilento,All of my most precious memories are saved in one place. This make looking back on them a pleasure.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 18:15:26,,,en,us
Google Play,c54ddcd8-1b6d-4a1e-938c-cf955049fdac,Sarah Chapman,Love memories ❤️,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 17:47:33,,,en,us
Google Play,8128eebe-a134-47b5-ace4-ffd1293d2c3b,Cowboy John Parris,Very good,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 16:53:59,,,en,us
Google Play,f9a84df5-f69e-43dd-8c00-fae2aa616ee2,Luciano Gianfriglia,Good,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 16:38:53,,,en,us
Google Play,94536e3f-2751-425f-9a46-269d267510ed,Jessica Finney,Love this app! Unlimited photo storage. I just wish there was also unlimited video storage too!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 16:01:11,,,en,us
Google Play,1eea4fdc-abf8-4d23-ace1-18c83ebb339c,margaret bird,Great app for photos but not so good for video's and I can't find and option to upgrade and pay for more video storage.,3,0,2.18.0.486.0-aosp-902085801g,2024-05-13 15:34:13,,,en,us
Google Play,0f633857-0f57-4c5b-93c7-ed8eb076362d,Neville Hunte,good,3,0,2.18.0.486.0-aosp-902085801g,2024-05-13 14:47:13,,,en,us
Google Play,f2d1b19e-b071-41c3-8997-4636169c1424,Jackie Griffiths,It's great,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 14:23:06,,,en,us
Google Play,76731569-2d8f-4bfe-ae9e-4a9f0769a0dc,Rich Kinchenton,"Will load from phone, but will not load from OneDrive and Drive. Otherwise it is very good to use",4,0,2.18.0.486.0-aosp-902085801g,2024-05-13 14:03:30,,,en,us
Google Play,87d2bad0-312a-4f9b-a93e-5f2d2c092632,Jimmy Jovel,Best ever,4,0,2.18.0.486.0-aosp-902085801g,2024-05-13 12:52:03,,,en,us
Google Play,41957d85-ba6d-4a7b-9051-a1eb0c3b70ba,Leeann Ray,Easy to use,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 11:08:46,,,en,us
Google Play,62e8afbf-e72c-4875-bc09-2b7f014bb5f6,Deloris Cherry,I was able to recover more pictures,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 11:02:55,,,en,us
Google Play,fe861631-2547-4faa-9071-510444b91e0c,Gary Greene,So far so good I didn't even know I could do this it saves so much space on my phone,5,0,,2024-05-13 10:41:43,,,en,us
Google Play,eebebebe-a4c3-40f6-8315-2775e696a076,Derrick Arceneaux,Awesome app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 09:39:18,,,en,us
Google Play,ab7bd707-5a5d-4ec0-bcb2-f0d3be15685a,Christophe Nguyen,About the photo it's incredible but for video I think 5GB is a little short,4,0,2.18.0.486.0-aosp-902085801g,2024-05-13 09:21:57,,,en,us
Google Play,7114fc76-2bef-40f3-8e97-7c70c0a85b0a,Cesar Farias,Great app and program. I have saved so many pictures. Great unlimited photo storage and love the memories that show up daily.,5,1,2.18.0.486.0-aosp-902085801g,2024-05-13 08:42:49,,,en,us
Google Play,e4eb680c-73cb-4a37-b0b7-fa51a4bd7af4,Jose Flores,"I like it, it's easy to use, you can put them into folders and break th down how ever you want if you want to download them it's easy too",5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 08:13:04,,,en,us
Google Play,00d97ae1-2b48-4efc-8651-8a3e4dc1b4a7,Lea Dawson,Very good 👍,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 05:45:10,,,en,us
Google Play,06520442-2a97-4aa7-8457-03f83aa050ae,abdullah al azzawi,Great,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 05:23:03,,,en,us
Google Play,40aaf0c6-81c4-4976-8440-06901f667bbc,Saoirse Kennicott,"It backs up, but it's hard to navigate, the daily memories thing is really really annoying and I can't get it to go away, AND it's slow.",3,1,2.18.0.486.0-aosp-902085801g,2024-05-13 05:21:07,,,en,us
Google Play,69f89f61-9fcc-4dc6-b051-4f9ba2d77bb4,Margaret Moore,We always love seeing the photos we cherish often!,5,0,2.17.1.1.0-aosp-902084621g,2024-05-13 05:17:08,,,en,us
Google Play,c32f20d7-525b-4b24-9724-7d0418588a8b,Sam Troia,Excellent,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 05:06:58,,,en,us
Google Play,eea8c6bf-91b5-4698-a522-692d43a0b454,Richard Barnes,Excellent app free storage,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 04:16:39,,,en,us
Google Play,f94511ba-5039-44ba-823b-fd750d3ee2b7,Zach Brannan,Nice backup for unlimited with prime. Wish there was a bulk download option for utilizing to store elsewhere as well,4,0,2.18.0.486.0-aosp-902085801g,2024-05-13 03:35:01,,,en,us
Google Play,747728f5-fe64-404c-a140-eb7f00926d83,Joseph Andrew,Great to use,4,0,2.18.0.486.0-aosp-902085801g,2024-05-13 02:58:50,,,en,us
Google Play,23ef428b-f261-45a7-ab8a-534c8ab277eb,Brian Ryder,Good,4,0,2.18.0.486.0-aosp-902085801g,2024-05-13 02:57:54,,,en,us
Google Play,b455ffbf-cc59-4e21-b7dd-9850e2bcc71c,Reuben B.,Excellent,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 02:42:38,,,en,us
Google Play,2f85dd61-7971-42f0-b0d3-4d600e6cda36,Amanda McCrary,Love it!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 02:26:19,,,en,us
Google Play,931de614-5d4b-458c-8620-961169ff228c,Noah Teklu,I was hoping to buy more space but I can't find how to and my other account was blocked for no reason,1,0,2.18.0.486.0-aosp-902085801g,2024-05-13 02:18:32,,,en,us
Google Play,e3595eff-c679-4cbb-ac85-ed23dd7f58f6,Christine Contreras,"I am very happy I downloaded Amazon Photos,. I lost a lot of my pictures from my old phone. When I opened the app to my surprise all my pictures I thought I lost were there. Thank you",5,0,2.18.0.486.0-aosp-902085801g,2024-05-13 02:17:25,,,en,us
Google Play,2f6fdceb-b7da-488f-8adc-13ca665e9de4,Ted B,Been using Amazon photos for years was working very well. But today I tried signing in and it keeps saying something went wrong. After talking to customer service rep found out my account had been locked due to unauthorized attempted log in. After talking to five different Representatives over two days. I cannot get the account unlocked. They told me wait for an email from support. 7 Days later nothing. I called him back still unable to unlock my account. Again wait for an email from support,1,0,2.18.0.486.0-aosp-902085801g,2024-05-12 23:41:23,,,en,us
Google Play,4426990a-ae21-4cf8-a371-c30c4eba70b4,chris littlecott,Easy to use great app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 23:34:02,,,en,us
Google Play,fcfedce8-3195-43de-9f05-4488d10fd67f,Julian Sormrude,I dont know how to order prints. there's no option to order pictures,1,0,2.18.0.486.0-aosp-902085801g,2024-05-12 23:15:46,,,en,us
Google Play,207b1389-f1bc-43de-8f58-3859bd12f458,Laotunzi,Good as expected,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 22:11:45,,,en,us
Google Play,94a1d9d7-394c-416e-9b39-dc70842ba084,Grant James Paton (Grant),Very good always room for improvement 😁😃,4,0,2.18.0.486.0-aosp-902085801g,2024-05-12 21:56:55,,,en,us
Google Play,d8c02586-0563-4e11-87bb-69a4fb951d80,Wayne Jones,Great app! 0 issues!!,5,0,2.17.1.1.0-aosp-902084621g,2024-05-12 21:24:46,,,en,us
Google Play,8e3a51b3-8033-4628-9ea4-a3eb2e091de8,John Waltz,"Lots of full quality storage. Easy access, great backup. We'll see how long the fees with prime lasts.",5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 21:24:23,,,en,us
Google Play,663435e4-92c7-4142-a713-b3ff45d8e5a3,Hazel Rice,Excellent,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 21:15:12,,,en,us
Google Play,c34b9c82-f864-4fce-b633-b519d0ea9cc8,Janet Lewis,Really love seeing my photos grouped for me like this,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 20:09:09,,,en,us
Google Play,fdeb6d30-48ec-4901-84df-737662cb2eb7,Angel Ginel,"Why say that it offers ""unlimited"" photo storage if the app is later gonna tell me it can't save any more of my photos because I've run out of storage space 😒",1,0,2.18.0.486.0-aosp-902085801g,2024-05-12 20:06:09,,,en,us
Google Play,b1f70297-efac-4d96-8d8f-6edcf13facc6,Musiiwa Tshikovhi,GREAT APP,5,0,2.17.1.1.0-aosp-902084621g,2024-05-12 19:57:13,,,en,us
Google Play,84a460a5-380c-4e69-add3-1a0a5fb3ebba,Rose Yeager,Keeps closing down my WiFi,2,0,2.18.0.486.0-aosp-902085801g,2024-05-12 19:20:03,,,en,us
Google Play,65cd03a6-9d3e-4bcd-a715-eb41283b73f4,Elaine Barnett,Good & free,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 18:55:40,,,en,us
Google Play,4c0bdd2e-8f8e-4529-9503-3a22fc91a126,Brian Clark,Easy to use and basically does the work for you..,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 18:35:25,,,en,us
Google Play,986faef6-5cab-4ccd-98b7-6cff76833b43,Judith Welhouse,"A good photo storage app, with options to print on a variety of mediums.",5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 17:19:36,,,en,us
Google Play,fee4bb8f-a8b1-43b1-a7c4-8d5d74c6e155,Georgia MacDonald,Provides extra storage freeing up space on my phone. Very friendly user interface and navigation is simple.,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 16:48:18,,,en,us
Google Play,eae67727-ddc1-48a6-9fba-264ef95d1545,Atif O,Horrible navigation. The app is just to complex. Doesn't provide any valuable suggestions like other photo apps. Navigation is way to complex to find anything.,1,0,2.18.0.486.0-aosp-902085801g,2024-05-12 16:37:14,,,en,us
Google Play,f197702a-32f0-4792-83da-1430312f3dd4,A Google user,Amazon is amazing 👏,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 16:19:12,,,en,us
Google Play,6608c43c-8df9-44e7-93b3-2a386980b333,Karl.A. Grogan,Perfect,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 15:55:22,,,en,us
Google Play,154d2bc0-1dbd-455b-80fd-5d272cd9eac0,Nisey Trigg,Brilliant app! Regularly updates showing lots of lovely memories!,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 15:30:35,,,en,us
Google Play,1ac60e67-2ffb-42f4-bb7e-f1b52f33a7f0,ronald laing,Brings back good memories,5,0,2.18.0.486.0-aosp-902085800g,2024-05-12 14:46:43,,,en,us
Google Play,f860ea73-6fb8-4230-9c76-757ad3334de6,Yvonne Shanahan,Painless,5,0,2.17.1.1.0-aosp-902084621g,2024-05-12 14:42:14,,,en,us
Google Play,08d1d9f7-2300-4d4c-9775-6fac52e7a9c1,Liz Ashman,Excellent place to store all my pictures 📸,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 14:31:05,,,en,us
Google Play,3ddb9e32-4166-45da-8ced-f10caf655185,Doreen Broomfield,Great place to hold photos and memories,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 12:09:18,,,en,us
Google Play,0afc5f86-ffdb-4bc3-bad1-7c2a2348e731,Sara Im,Love this app,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 11:02:57,,,en,us
Google Play,80d4e144-afed-4fdc-80fd-05a3cca01e58,Wassana Heiner (Buu),Good,5,0,2.16.0.574.0-aosp-902077651g,2024-05-12 08:16:34,,,en,us
Google Play,c1d902b1-3cdb-4d63-88cc-ad098b24c696,Ellen Treacy,Brilliant,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 05:51:20,,,en,us
Google Play,6f74174a-0daa-4532-b5f8-1f7fe3234068,scooter k,Great,4,0,2.18.0.486.0-aosp-902085801g,2024-05-12 04:38:56,,,en,us
Google Play,3aad78a5-f642-433c-90a4-4d1617e66b13,Mandy H,Frustrating to use on my Android. It's not syncing with printing photos so I have to manually add them.,1,0,2.18.0.486.0-aosp-902085801g,2024-05-12 04:14:36,,,en,us
Google Play,60d4d5cb-108d-4c80-889d-0de30b7fda09,Ahmad Pirani,"Very slow in uploading. Besides, why do you have to show all photos from the phone even when they are not uploaded or not in the camera album? Really silly animation for the delete confirm dialog. Then, there is a confirmation popup that appears right above the delete button.",1,0,2.16.0.574.0-aosp-902077651g,2024-05-12 03:13:03,,,en,us
Google Play,aa693a03-3bac-4fd0-a5c4-bfa2d3855f30,Judy Biggs,Love the storage for photo but there is not enough space for videos,5,0,2.18.0.486.0-aosp-902085801g,2024-05-12 03:08:58,,,en,us
Google Play,a8d80588-3639-4801-ba3d-40075ea07e25,Richard Cekal,My photos downloaded as .jpg cannot be edited in Photoshop,3,0,2.18.0.486.0-aosp-902085801g,2024-05-12 02:30:46,,,en,us
Google Play,eaaa51bf-c7bf-48a4-b06f-9770d525ccec,Rocking Squirrel,Update easily and can still share.,5,0,2.18.0.486.0-aosp-902085800g,2024-05-12 01:52:24,,,en,us
Google Play,407f012b-f6aa-4216-b46b-fa7f297ddf5a,Kara Bucher,"When I recently discovered that a flash drive, which had all my children's photos on it since the day they were born, was corrupted and I could no longer use it, I was relieved to find out that Amazon Photos uploads everything in the background. Now, my photos are safe, and I can finally print them all while still having secure digital copies.",5,23,2.18.0.486.0-aosp-902085801g,2024-05-12 00:07:38,,,en,us
Google Play,1acfc896-7b0f-4c78-adea-4367b9f66b64,Montana D,Fantastic!,4,0,2.18.0.486.0-aosp-902085801g,2024-05-12 00:06:34,,,en,us
Google Play,6bf3938d-6ceb-44e5-905c-5799d376cc42,Mike Timmis,Great to know all my pics are automatically saved,5,0,2.18.0.486.0-aosp-902085801g,2024-05-11 23:45:55,,,en,us
