user_name,review_description,rating,review_date
Helen Gibson,"Brilliant! Love this app. As a Prime member I have unlimited photo storage. It automatically
            backs up my photos from my phone saving me the hassle and I can also sort them into albums. Wouldn't be
            without it.",5,"December 20, 2023"
Jeremy Cunnington,"Generally a decent app - clean interface and easy to use. Three stars as the app frequently
            crashes / hangs either when I attempt to view a picture, share or download it.",3,"January 20, 2024"
LaLa MK,"Good app to store pics, but the search could be better- says no photos found for a lot of
            search words I use. The editing could be better, also.... and now I can't even find the option to search
            keywords",2,"January 18, 2024"
Rochelle Siebert,"I love being able to get to my photos easily and have a backup In case something happens to
            my phone. What I don't like though is how they took out the dates of when I took them. Now they are all just
            jumbled together. I like more organization. They need to bring that back",4,"February 3, 2024"
Sarah Atton,"Just a spinning circle, no actual photos on my phone app are showing up. They have come up
            on the tv but there is no option to delete any so my tv is now full of memes and other images from my
            messages that I cannot delete. Terrible app not fit for purpose.",1,"January 23, 2024"
Ivan Walker,"Works well. Like the notifications of photos. Really wish it had more storage for videos.
            Learning that storage for Video was so limited was a bummer but the photo stuff works seamlessly.",4,"December 23, 2023"
Niraj Shah,"Buggy at best. Daily Memories feature seems hit and miss - doesn't always work so cannot
            create collage of memories for most days. Randomly seems to work, submitted bug report but didn't hear back.
        ",1,"December 29, 2023"
CHAD DAVIS,"I live this app. I am albe to save all my photos makes itneasybto search. Would highly
            recommend it if you take lots of photos",5,"March 29, 2024"
Denise Jones,"Great app to save your pictures. The only downside if saves a picture with writing it will
            cut have of the writing off when it archives. I hope they work on capturing the entire image.",3,"December 12, 2023"
Lynn Merrill,"They keep installing daily memories and other things that I don't want. I can't seem to get
            rid of them and I can't access the photos I want to access. There is no point in doing these things
            automatically and not giving the user a choice.",1,"January 12, 2024"
Samantha “Sam” Hamilton,"I think im partial to favoritism of my Google Photos app...but YEAHHHH JS and TBH 100%=its
            really truthfully and honestly because of the nostalgic sense i get/have with it, its not the fact that it
            actually IS IN FACT a better app altogether...I 100 truth be told fr fr LOVES my Amazon Photos app, but the
            reasoning behind that little singular star missing from the other four is simply this: its A PAIN IN MY
            PICKLE HOLE TO LOGIN WITH MY LONG STANDING VEEY 1ST AMAZON ACCOUNT AND THATS BS PERIOD!!!",4,"January 17, 2024"
Megan C,"This app is trash. There is no way to select all photos to upload. You have to select each
            pic individually to upload. I have THOUSANDS of pics on my phone. That would take forever. How absurd.
            Uninstalling.",1,"February 6, 2024"
Natasha Toole,"My entire family shares pictures on this app. We have common this day photos and it's always
            a great moment when we have a common shared pic on this day to refer to. Especially for the loved ones that
            cat or don't know how to share pictures and afraid to ask. It's auto matic! Lovely sharing effortlessly...
            Thankyou Amazon photos",5,"December 25, 2023"
Mandy M,"It's so easy to save your photos, take a pic and it automatically saves it. Excellantv",5,"April 23, 2024"
Jane Graves,"I'm a new user, just getting used to the App. I like the way that my pictures are sorted. So
            much easier to find.",4,"April 25, 2024"
Bob Elsasser,"Why does this app say it's waiting for wifi when the phone is connected to Wi-Fi and has
            been for hours. Stupid @mazon.",3,"March 14, 2024"
Maurice D. Allen - Reese,"Automatically uploads new photos; well organized with numerous ways to look up any photo
            easily!",5,"March 20, 2024"
Josiah West,It's quick. Voice commands are helpful. Use your own photos as screensaver.,5,"March 21, 2024"
Eric Stockdale,"I have an amazing best friend who sends me pics wherever he goes. Without him I'd be lost as
            I don't go out at all, I get too anxious. So your site is invaluable to me......Thank You.",5,"March 31, 2024"
Katherine Waldron,"I appreciate having storage for my pics in more places than my phone. This app keeps up with
            current pics I take automatically.",4,"March 25, 2024"
Peridot DC,"it's wonderful just the default video storage is small I have to delete the newer photos and
            videos I have this app for the sentimental videos and photos and also cuz I'm an amazon prime member",5,"April 4, 2024"
Juan Rivero,"I would like away to upload pictures from OneDrive. Also, more configuration options",3,"March 27, 2024"
Dana Falls,"Absolutely the best ESPECIALLY ON THOSE days sometimes that may be a bad day then you get
            the notification from the app reminding you on this day HAPPY MOMENTS FOREVER !!",5,"April 11, 2024"
jacqueline young,"I love the unlimited storage of my photos, I only wish that my videos were also included in
            that unlimited storage.",5,"April 12, 2024"
Sofia Poni,"The app is generally good - but I've had an issue now with 2 videos stuck on uploading and I
            don't know how to stop them",3,"April 2, 2024"
Mikhail Isakharov,"Great AP. And working with my phone and other devices too. Thank you for your great service
            and creativity.",5,"April 26, 2024"
Karyn Stouffer,"If you don't take a lot of photos, the app will tell you it's pausing uploads. Not a
            terrible thing, but irksome.",4,"March 14, 2024"
Derron Wilkinson,"we need to be able to create more structure and file folder trees. very hard to find things
        ",1,"April 21, 2024"
Robyn “Littleboot” H,"My account has been compromised and signed into . My photos edited ect . AMAZON HAS DONE
            NOTHING TO SECURE MY AVCOUNT . DO NOT RECOMMEND USING BECAUSE OF SECURITY ISSUES",1,"March 15, 2024"
Hunter Bow,"I wish they implemented a camera into the app. So you can use that option to take photos
            directly to amazon.",3,"April 3, 2024"
Victoria Breen,"This photo app is great. I love being able to view the photos from my tablet, now on my
            mobile phone!",5,"May 2, 2024"
Scott Gildert,"Very good way of backing up your photos, and if you are an Amazon prime member it is free.
        ",4,"April 21, 2024"
Lesley Donnelly,"Love the unlimited photo storage, but not the cap on videos. Easy to share photos.",4,"March 15, 2024"
Brooke,"not user friendly. some of my photos won't show up after being uploaded even if I upload
            manually.",1,"May 14, 2024"
Drew Graff (DG),"The customer service is terrible they locked my Amazon photos drive for moving photos from
            my actual phone storage to a storage device to my laptop have been waiting playing phone tag for over a
            month just got off the phone with them saying they will have me wait 24-48 hours and saying they will call
            me which never happened TURN OFF auto backup or better yet use a different app I was paying for prime for
            many years and rarely had issues that werent fixed fast same day but this make is outrageous",1,"December 23, 2023"
Joe Davis,"Let's see those big AWS brains design a better AI system so I don't have to decide which of
            the 80k duplicates I like best.",1,"March 9, 2024"
James Pierce,"Is nice to be able to look at my all time pics and videos on my phone .Can find things
            faster than on my phones memory,or photos memory. I like that a separate record exists,of all these
            memories,in case one of the other ones fails,or gets lost ...",5,"December 30, 2023"
Ray Collins,"Great for storing pics and videos, terrible for search....would be great if you could search
            metadata",4,"May 13, 2024"
Cindy C,"It's easy to use and I enjoy using it! I like being able to look back at old purchases to be
            able to reorder!",5,"April 19, 2024"
Justin Holcomb,"I like the app but I have decided that even though I've already left a review and rated it
            that somehow the logic in the app can't tell that I've already left a ratings so every time it's interrupts
            what I'm doing to ask me if I would rate the app I'm going to remove a star. So today because of the
            annoyance I've went from five stars to four stars.",4,"February 9, 2024"
sherri mitchell,I find it easier to find my pictures and albums when looking for a certain picture.,5,"April 23, 2024"
Pat Palmer,"When my phone broke and I had to do a factory reset, Amazon photos saved me and not one
            picture lost.",5,"May 8, 2024"
Rosa Williams,"Love that I was able to transfer all my photos over with such ease. Would highly recommend.
            👌",5,"May 6, 2024"
Daniel Jones,"It's gotten a lot better over the years. Now uploads don't take up so much battery, it's
            much better at background backup, and the app is just nicer to use and look at than it used to be. I can
            definitely recommend using it. Especially if you're prime member.",4,"January 15, 2024"
William Li,Please don't ever get rid of unlimited photo storage. Best value of any storage app!!!,5,"March 23, 2024"
James Craig,Works great and easy to find pictures with the search option.,5,"April 8, 2024"
Cecil Thompkins,"it's a very good app for storage but the only thing I don't like is you got to have an
            Amazon prime account to get unlimited storage",5,"April 10, 2024"
ChickenNuggets89,"They don't advertise that they only hold 50 videos. It's unlimited photo storage but not
            videos.",3,"March 27, 2024"
Fearghal Lawlor,"Excellent photo cloud app everyone who has Amazon prime should be using this but I feel not
            many people know about it, on par with Google photos",5,"April 12, 2024"
Hope Marie Bright,"I really love the videos that are made from memories. I especially love that you can edit
            them before saving. They're usually really good to begin with, but being able to make them purrrrrrfect is
            nice.",5,"January 23, 2024"
phillip henderson,"Whats not to like ? Excellent service, pretty simple to use for those who have ""aged out"" of
            learning new things in electronics...",5,"April 10, 2024"
SilverFox 55,"The best most easiest backup I have ever experienced! Thanks Amazon for making my memories
            matter!",5,"May 15, 2024"
Rchg Ddf,"All of my photos are backed up and shared among the many devices our family has. I love it.
        ",5,"April 19, 2024"
Dewey Holland,Quick and easy. They just show up in the mail box. Talk about convenience!,5,"April 18, 2024"
Keith Lee,"Using the app to backup to Amazon. I still need to workout how to fine tune what gets backed
            up.",4,"April 17, 2024"
Jason L,"A recurring notification for uploads keeps displaying. I keep clearing it, and it keeps
            displaying it. I don't care how many uploads were successful. Stop displaying useless notifications.",3,"January 11, 2024"
Mic Houghton,"Love the free img storage, hate that you can't organize your imgs into folders or
            directories. Real pain to search for old imgs with.",3,"May 9, 2024"
Daniel “shaggyplace42” Myers,"It easy to use. Its good Cause you could upload from your PC or any other device As well as
            download.",5,"March 25, 2024"
Cheryl Rowsell,"Love this app. Wish i had used it years ago. I might not have lost some pictures. Would I
            recommend it to family and friends, absolutely.",5,"March 25, 2024"
G Money,"lots of pictures, app generated slide shows are amusing. new app, get back to me.",5,"April 27, 2024"
Anthony De Los Santos,Easy access to all your photos plus more! And it's part of your Prime! Love it!,5,"April 26, 2024"
Paula Regan,"A great way to back up memories with little effort. I wish there was more space for video
            footage",4,"April 22, 2024"
Jennifer Dye,"Absolutely love how it automatically uploads pics off of your phone to save them for you!
        ",5,"May 8, 2024"
Jeff Warwick,"Great for keeping all my pictures in one place. It's just a pity it doesn't work properly on
            my Lenovo tablet...",5,"March 28, 2024"
Michelle B (Etherealkarma),"If you're an Amazon Prime subscriber, you get free storage! And it's not just any storage,
            it's super easy to use and free.",5,"March 18, 2024"
Caitlin Rangecroft,"It's great videos up to 3 mins long free storage and private links for selected members.
            Just waht you want.",5,"March 23, 2024"
Ronda L Lethco,"It's a great app for storing your unlimited photo's, that's if you have an account, which I
            have and love, I'm in it for the long haul, Amazon is just another part of my life that I can't see being
            without right now, believe me when I say you will like/Love anything about Amazon. (Everybody has rumors
            about something or someone) so really I think they deserve 5 stars they have never done anything to me but
            be helpful and nice to me.",5,"January 1, 2024"
W Mahar,"Play store a$$ wipes! Don't use the keyword resize if it can't resize. so damn frustrating
        ",1,"May 5, 2024"
Margaret Anderson,"Awesome! I am going to transfer Google photos to this app. So superior to Google photos!
        ",5,"May 6, 2024"
Sonja “CrazyLady” K,"This is not good. No settings. Takes pics and ones it shouldn't. Like ID cards . Doesn't let
            you fix pictures. Or stop it from uploading them. And can't find how to delete photos to uninstall app.
            Sucks !!!",1,"February 22, 2024"
Syed,"app should have access photos uploaded on amazon account. it has very limited functionality.
        ",3,"April 20, 2024"
TAMMI KIRLEW,"Kind of OK but recently, it's started saying 1 photo uploaded when I haven't taken any
            photos lately and these notifications are throughout the day/night, quite annoying. What's causing it.",1,"February 6, 2024"
Dianne Nichols,"Easy to use. Love be able to add photos to my Alexa and see past and present photos
            everyday. 19/02/2024 - app has stopped working. Not loading recent photos. Seems to be working on my Echo
            though 🤷",2,"February 19, 2024"
ray clark,"Fairly easy for an old man to use. Some how it duplicated some and I can't for the life of
            me find any manual to tell me how to delete them.",4,"March 30, 2024"
John Jones,"This is a fun app that supplies me with surprises and laughter with the pictures that arrive
            just when I need cheering up.",5,"April 24, 2024"
christina berg,"Keeps downloading all the pictures that I already have each time I log in. Turn off manually
            delete under settings Still does not work. Because when I log off and then log back in it starts
            automatically downloading pictures again.",1,"February 1, 2024"
William O' Connor,"Good app, but it's not uploading some of my videos. For photos it's a great app easy to use.
        ",4,"March 19, 2024"
Allen Bais,"Love the app and being able to save and find pictures and videos easily. Also like the on
            this day reminders",4,"April 4, 2024"
Paul Pears,"I downloaded yesterday and today I get a blank screen, tried to sign out and back in again,
            but it won't let me sign out either.",1,"March 15, 2024"
G. Renata Marlowe,A great way to store photos. Easy to retrieve for printing anytime!,5,"April 8, 2024"
Shadden Watkins,"Absolutely wonderful!! Thanks Amazon, couldn't ask for a better app, storage, experience
            etc!",4,"April 14, 2024"
Eugene P.,"Not so good. Missing some basics, like multiple selection, or simply emptying the trash (you
            have to delete one by one or wait for 90 days), no filter on the main page (you make folders and albums but
            you can't choose to have'em or not on the front page), there's no editing tool whatsoever. So, yeah, not so
            great. Wondering for how long this unlimited thing will last.",2,"January 19, 2024"
Arlene Herauf,"Amazon Photos is an excellent data saving platform which is easy to use and extremely
            useful. I love the auto upload feature which backs up all my photos and videos automatically. I like how my
            pictures are kept safely and can easily be accessed anytime. I also like how the pictures are filed by
            years, people etc. I also like looking at the slideshows that Amazon makes for me. Some pictures I have
            forgotten about so this is a great way to refresh my memory. Thanks for making such a great tool.",5,"November 21, 2023"
Tristan Awesome,"Free photo storage is nice. I have 10s of thousands of HD pics of my kids and love having
            them backed up as many times as possible",5,"April 17, 2024"
Sabrina Finley,"Amazon Photos saved my sanity! I have been running out of room on another photo storage
            site, and they wanted $9.99/month. I've saved over $120/year with Amazon Photos!",5,"March 3, 2024"
Chris V,"Still no updates on key features this app lacks. How about a ""Download All"" and ""Select all""
            feature, is that too much to ask? Such a clunky app without these basic features.",1,"February 23, 2024"
Melissa P,"Having to frequently open the app to continue saving photos is frustrating. I obviously
            installed the app to back them up so why do I have to continuously confirm that's what I want to do.",3,"February 19, 2024"
Aryeh Kahn,"It does bring back nice memories. A pity that amazon owns so many companies/services though.
            Have to admit it works well, but still feel a bit unsettled at amazon being too dominantly omnipresent
            eeeps!",4,"February 23, 2024"
Cliff Holder,"Read the service agreement. You give them 100 percent authority to do whatever they want
            with your photos and videos. Including viewing, downloading, transferring, etc.",1,"March 4, 2024"
Kandi Jones (Kandi Kane),"Great app gives you excellent storage space for your pictures. It also composes a look back
            in time, and memories are highlighted.",5,"February 21, 2024"
Kayla Townsend,"One of my phones messed up and I thought I lost all of my photos of my child when she was
            little, all the few my mom let me take before she passed away this year. I forgot I set this app up for auto
            update on the photos. When I logged in and found them I almost cried.",5,"March 4, 2024"
Jason Kubin,"What the heck did I just download? Smh what a useless app. No instructions, no guides,
            nothing, just wasted space in a useless app taking up storage in a limited phone. Just another family l
            failure by the creators (lmao) at Google. I have it two stars because I didn't want to be rude",2,"March 2, 2024"
Joy (Rhosyn),"Easy to use. Upload automatically or you can customise which photos you want to upload.
        ",5,"April 23, 2024"
Byron David,"This app is free for Prime customers and the storage is quite generous. Anything free these
            days is great in my book. I get regular notifications on photos that have been automatically
            uploaded.....niiice!",5,"December 18, 2023"
Olga Lovett,"Love The extra space. Unlimited space for pictures. NICE!!! Still Love Amazon Photos. Please
            add more space for videos.",5,"May 2, 2024"
Katrina Welch,"Love this app and the ability to sort my photos (I have so many!) Easy to use, and there are
            so many options!!",5,"April 3, 2024"
Joe BlowfromIdaho,"It's easy and free. Just wish my phone would stop telling me that my photos are not backed
            up",5,"April 22, 2024"
Scott Rose,"I love this app! Keeps my pics safe and sound and easy to access, find, and organize",5,"March 13, 2024"
Matthew K,"I like knowing there is always a back up to my pictures. It is plus bonus that it does
            automatically.",5,"April 3, 2024"
Charlie Barrett,"Even though shuffle is on, it still shows the same photos everyday and I have over a 1000
            photos.",3,"May 3, 2024"
Tamra Johnson,"Feel that my photos are safe now. 2/25/24..A dear friend lost all her photos recently,
            including those of a son who died. I'm old and that kind of loss is more devastating than ever. I'm thankful
            for a safe place for my cherished family and friends photos.",5,"February 25, 2024"
Delia Sheppard,"Good app, no problems no issues. Keeps all my photos safe, hopefully.",5,"April 4, 2024"
Josette Maeyer,"It's organised app which keeps photos in order and gives you an opportunity to order copies
            easily.",5,"April 20, 2024"
Hisgeminigirl221,"I love this option of backing up photos and videos on Prime. Thank you, Amazon",5,"March 17, 2024"
cordes2421,"I like that it backs up all the folders, not just certain ones. Also it does a pretty good
            job of searching.",5,"March 28, 2024"
katherine todd,"This app auto uploads your entire gallery with no option to only upload specific photos
            manually. I would use this app if I could only upload photos taken from the time of install, and exclude
            photos already in my gallery, but that is not an option.",1,"January 29, 2024"
Ca Ling Ngo,"The latest update constantly notifies me there are new device folders I should review which
            there aren't, it's really persistent and annoying. There's also no easy way to look for your videos.",2,"December 11, 2023"
Jason V,"Doesn't work. Won't upload photos. Uploaded videos just fine but as the name suggests...this
            app is for photos. EDIT: Now works, bit tough to create albums and know which pis have been added.",4,"February 17, 2024"
Alicia Wolfe,"Google was going to try to charge me and block my email and not back my photos. Thank you
            Amazon photo for allowing me to store my photos and back them . My 5 year old granddaughter just passed and
            there's a lot of pictures of her and I don't want to lose thim",4,"February 23, 2024"
Susan Brown,"I really enjoy this app cause not only do they get saved on my phone but also they're my
            screen saver on our tv.",5,"April 25, 2024"
Norvin Tinoco,"Its a great app to save your phos with unlimited storage they are probably tracking you
            but....",5,"March 22, 2024"
JaxQue03 Rock,"The ease of use and ability to access photos is amazing. This service is a must have for
            parents and grandparents alike",5,"March 29, 2024"
Andrew McPhail,"Does what it says on the tin. I particularly like the way you can edit the album images and
            the image timestamps. Just allows me to order stuff the way i want.. well done Amazon.",5,"January 18, 2024"
Michelle Carey,"Great photo storage app, better than Google photos. Very convenient to order pictures from
            Amazon from my app",5,"March 14, 2024"
E C P,"This is the only app installed that is never able to detect when WiFi is available -
            uploading is always paused, waiting for WiFi (when I'm on WiFi that's functioning fine for all other apps
            that require WiFi) - so annoying!",1,"February 12, 2024"
Will Merritt,"Don't really need it, never would have sought it out but it is fun to see what I was doing.
            Bonus that it is not intrusive.",5,"March 29, 2024"
Eileen Young,Easy to use. I have it linked to my fire stick and can see them large on screen.,5,"April 30, 2024"
Dorothy Naegele,"Love the arrangement of memories and the easy use and navigation around and in the app!
        ",5,"April 17, 2024"
Brandan slater,"Very good, stores all my families photos and videos all the way back to 2003!",5,"April 27, 2024"
Rain Chenette,"Saved by date ,makes videos for every month. I love this app! Does everything for you. You
            can edit send to groups ,friends, family, or just one person. Try it! 💖",5,"February 19, 2024"
Judith Dolan,"Can't figure out how 2 use it yet. M illiterate about technology issues & they change it
            as soon as u figure it out 😭😭😭😭😭😜",3,"April 17, 2024"
Les Lobdell,Easy to share even in collage format and it has a great memory.,5,"March 16, 2024"
Kathryn Julie Greatbatch,"So easy to use,great features, especially for a crazy cat lady who takes loads of furbaby
            photos",5,"May 2, 2024"
Michael Luber,"Love using this app to create slideshows of my pictures and then display them on all of my
            FireTV devices!!",5,"March 17, 2024"
Shaunda Henry,"I love that I don't have to do anything but remove the junk pictures and it automatically
            shows my pictures on my TV as a screen saver. I love seeing all the old photos.",5,"February 17, 2024"
Beverly Aaby,"Knowing that the photos from my past will not be deleted as they were when I got a new phone
            they told me that they were transferring them and deleted by accident",4,"March 15, 2024"
Hilary G,"When I first had this is was great now I can't get it to upload new pictures and I have
            tried every way possible",3,"May 5, 2024"
L Z,"Its a good app for photos. Though when you are sctollong I wish you saw the year you
            scrolling by.",3,"March 29, 2024"
Michael Williams,"I just everything about Amazon. Convenient, price saver, delivery service what more could
            you ask for?",5,"April 19, 2024"
Lubin Tasevski,"It's nice to be able to backup photos from multiple devices easily. Too bad the video
            storage is lacking.",4,"March 10, 2024"
Arthur Scott,"So far so good. I've yet to mess around with it (prints/edits etc) but I'll use this as
            primary storage. Not sure if I am able to delete my Google photos without losing the Amazon storage.",5,"January 6, 2024"
Sue Tripp,"It takes a long time to download the photos but maybe that's because, initially, there were
            a lot of them. I haven't figured out how to separate them into particular albums. Not even sure if that can
            be done.",4,"February 20, 2024"
Scott Williams,"A good try, but lacks effective tools for creating and organizing in-album collections.
            Doesn't play well with Fire TV but, hey, it's free.",2,"January 28, 2024"
Georgina Cocks,"I had completely forgotten I could use the Amazon photo app. A great extra from Amazon.
            Thank u",5,"April 8, 2024"
Christopher Tuten,"I can take the pictures but the phone and usually before I get home most of them end up
            rolling on my TVs screensaver yeah",4,"April 15, 2024"
Devin Cayen,"Horrible. All my pics are being shared to everyone in my family on their tvs and I literally
            can't turn it off.",1,"April 27, 2024"
Tina Lauramore,"So far this app has been good for photo storage, it makes it easy to access the photos.
        ",5,"March 31, 2024"
Simon Long,"Have had to srop this rating, as the change to Amazon photos from a drive storage has left
            my whole drive in a mess. I have little faith that all my data has been recovered. I have no link directly
            to Amazon Photos, just to ""Amazon Drive"" which redirects you ad I am unable to view large Video camera
            recordings, I have to download them again to see whats o them, I will not be renewing if this doesn't
            improve!",1,"March 1, 2024"
David Wentworth,"Was easily instructed how to use Amazon photos stored and add to my fire stick as a
            background when idle.",5,"April 24, 2024"
Julian Wilkins,Good app save all my photos on it. Then use it to update my social media.,5,"May 13, 2024"
Stacey Foster,"Am sooo glad that I download this wonderful app , I had some apps before this one, and they
            were just ok , but I findly found Amazon Photo to me this is the most wonderful app to have and. Am very
            happy with this wonderful App, Amazon Photo your the very best app that I really love , and am sticking with
            this app , Amazon Photos your the very tops , and am staying with this. And A big shout out to Amazon
            Photos, THANK YOU FOR BEING THE NUMBER ONE... Amazon Photos it's the very tops😃😃😃😃",5,"December 18, 2023"
Amber Ferrano,"I haven't figured out where they go as I see only the folders I make and place stuff in but
            that works great.",5,"April 5, 2024"
Scott Schaus,"Having Amazon Photos saved my world. My phone stolen in Vegas, and was able to recover
            almost 100% of my pics and video clips. I backup everything to here! I highly recommend anyone to do the
            same!",5,"December 24, 2023"
Kimberly Brown,Great back up for all photos on my phone... still learning all the features...,5,"April 22, 2024"
Sue Bakin,"Really easy Find all your photo,s in one place Saved photos so keeps them safe Better than
            paying for Google photos in the cloud Thank you",5,"May 2, 2024"
barbara cilento,"All of my most precious memories are saved in one place. This make looking back on them a
            pleasure.",5,"May 13, 2024"
Joanne Bacquenois,"Took me such a long time to realise that this was an easy process to facilitate to keep my
            photos safe.",5,"March 19, 2024"
Sumar Cornwell,"User friendly. I appreciate how the photos on my phone will automatically move to it &
            that it's easy to order prints as well.",5,"February 17, 2024"
Ivan Allen,"Peace of mind to have more space for pics as my phone keeps saying not enough space. Would
            like more video space",5,"April 12, 2024"
Jon Shank,"Had unlimited photos which is great. Would be nice to get a video feature added that used
            separate storage organization to make it easier to find them.",3,"February 5, 2024"
Kat,"Great app for having your photos on various devices, with Prime Photos app. // 2024-04-27 my
            favorite photo app.",5,"April 28, 2024"
Barbara Batista,"I like that it has unlimited photo storage, I don't like that it doesn't have unlimited
            video storage",4,"April 20, 2024"
todd ollendorff,"ROTTEN -- Rip-off. Prints are worse than any I have ever seen. They do not offer refunds
            even if it is their fault - only store credit so that you can get their ******.",1,"May 16, 2024"
Adham Abdelaziz,Amazing app. Makes it very easy to find photos among my thousands of photos.,5,"April 13, 2024"
Erin Metz,"So easy and lots of storage! I love taking pics and having them load automatically. I also
            enjoy the on this day updates and the ability to see those by year.",5,"December 22, 2023"
Paul Guzman,"The new, ""Amazon discovered new device folders..."" notification is too persistent. It pops
            up every few minutes. I don't want to add any additional folders to photo sync.",1,"December 29, 2023"
Gregory Palladini,"1+Nord-N20 : It's nice that Amazon gives you 5GB of storage throughout it's Apps. It's
            clearly meant for upgrading, which I understand. It'd be nice to have 5GB for - Video, Music, Drive &
            this..",5,"December 23, 2023"
Kiara Vega,"I love how this app saves all my photos across other devices and I don't have to worry about
            losing any important pictures like the ones of my grandparents and it works in case I switch out phones, so
            this app works for me .",5,"January 25, 2024"
Chris Healy,"Good, but could be better, have to select each photo individually, would be better
            transferring over whole albums without having to search/create a new album for the pics after",3,"January 13, 2024"
Ersula Ross,"I've always liked it when it's time for an update you never know what is going to change.
            Amazon Photos just seems to get better and better. Amazing the way you take my photos and create an
            experience that I'd never forget!!! 💓💓💓",5,"December 23, 2023"
Anita H,"Helpful and easy to use. I love the ""on this day"" function that brings up pictures from last
            year and many other years that were taken on the same date and around the same date.",5,"February 14, 2024"
Sally Page,"Auto uploads soon after I've taken pics or scans. Think once a week would be better bcs I
            don't need to keep even half of them. Don't know if I can change the schedule for the uploads, but I'll
            check into it. Works well if you need this sort of thing.",5,"January 22, 2024"
Ray Z,"Please bring back the old app! This one is terrible. The main problem I have is I can't tell
            what photos are on my phone and which are in the cloud. The old app had a cloud icon on photos uploaded.
        ",1,"January 12, 2024"
Erica Youngblood,"Auto transfer of pictures is very simple and doesn't require any time. I do plan to take
            some time to delete pics and look into functionality, but currently I am very pleased.",5,"January 4, 2024"
Linda McCoy,"I love Amazon Photo, I just wish they can get unlimited even if you want 2TB's of space you
            can get it. But I love it as a screen saver when you watch the fire stick, ABSOLUTELY AWESOME! 💯",4,"January 28, 2024"
Andrew Beeler,"Amazon Photos is a 5 star app now, not just for backing up pictures & videos. The app
            upgrades made it easier to use and added new features. I really like the ""On this Day"" notifications to see
            photos from previous years so I get to relive the memories and share them with family too.",5,"January 4, 2024"
Arnold Prasad,"They have dumbed this app down so much that it is useless. I can't even find the search
            capability. This app is somewhat useless with the recent changes. How's helping to replace google photos
            with this app but I can't.",1,"February 7, 2024"
Jordan Garrett,"The only issue I had was getting all my pictures uploaded, instead only my camera roll was
            being uploaded but I was able to get it working. Ever since, all my pictures have been uploaded fine.",5,"January 11, 2024"
Nick M,"Really good way of viewing pictures, better than a digital photo frame, and easier to select
            or deselect photos to be included in the slideshow",5,"January 3, 2024"
james s,"Without getting into details. I have published an online novella l that uses a lot of
            illustrations and It is helpful in keeping track of all those illustrations.",5,"January 8, 2024"
Broward Nation,"You know I like the app so far I'm hoping that they give me a folders that I can organize my
            photos in but I haven't fully use it so maybe they do but I just haven't fully use it that way but the fact
            that I've had time for at least 5 years and I've never use this is perplexing to me cuz it's like no brainer
        ",5,"January 29, 2024"
Jennifer Boehlke,"I wish that when the memories come up as a phone notification and it goes through he
            slideshow that you would have the option to click on a photo and delete it right from that screen.",3,"January 16, 2024"
Desireé Pagán,"Love the unlimited storage option! Haven't had a chance to fully explore the app yet, but
            it's working for what I need right now & is a great reward for being a Prime member!",5,"January 12, 2024"
Heidi Knopp,"I love having all my photos in one place with unlimited space. I have had some difficulty
            accessing pictures to create items.",4,"January 3, 2024"
Dwayne Pipe,"Pretty easy to use, maintains a timeline or album view, quality of uploaded items
            maintained. Sharing options a bit hit and miss though",4,"January 7, 2024"
Pav Sawicki,"I like having all my photos in one place even if I change my phone. All my photos are saved.
            It's easy to also have pictures printed through Amazon.",5,"January 18, 2024"
Rob D,"I like how I have an extra cloud to store pics. A place where I never look. I have so many
            clouds it like a storm front is coming. I've not used the app but for storage. Haven't used the tools etc.
        ",3,"February 12, 2024"
Brenton B,"Yeah nothing like Amazon uploading every single photo on your phone including things that
            should not be shared with family. I never gave them authorization to auto save any of my photos yet
            apparently they thought they had all the rights to do that.",1,"January 20, 2024"
Ashley Philosophy,"Can't fault this photo & video storage service. The best thing about it is that you get
            it included in your Prime membership & the photo storage is unlimited. BARGAIN!",5,"December 20, 2023"
Bernardo,"It's nice to have unlimited photos in my Prime subscription but there ate alot of
            functionalities that should be release like the ability to upload albums, select all option...",2,"February 13, 2024"
Ted Hackett,"It's CHEAP just like everything Jeff Bozo makes. Did you ever ask Alexa a question like
            you'd ask Google or Yahoo? 'I'm sorry, I don't know that'. I tried to create an album or folder on the this
            phone app version - Couldn't find it. Found it easily on the PC version. Pffffttttt!",1,"December 22, 2023"
Annable Montrerllo,"Had been hacked thought I lost everything, if it wasn't for Amazon photos that had backed up
            everything I wouldn't have half my kids early life photos. Thanks!!",5,"December 30, 2023"
Diana Mutheu,"I can have all my photos divided into years..memories are shared from time to time and I
            love the fact its free since I have amazon Prime... they keep adding value to customer experience.",5,"December 21, 2023"
Rochelle Day,"Great app just wish there were more options. I've ordered several 8x10s and they came out
            beautiful!! Would love to make puzzles, coffee mugs, and others from my pictures.",5,"January 7, 2024"
GABRIEL BRYANT,"Lots of great features. I don't use that often. One draw back is storage. I watch my input
            very closely. So I don't get the storage alerts.",5,"January 29, 2024"
Silver Pigeon,"OMG what have they done. I've used this for years, now they have redesigned it, it is awful.
            Simple tasks are so much harder. No landscape photos What were you thinking. Update: I still hate this
            version of the app",1,"February 5, 2024"
Emily Nalan-May,"I LOVE that I don't have to think about losing photos with the auto upload. I invested in
            this option when I broke my phone and almost lost years worth of my childrens photos!!",4,"January 8, 2024"
