,date,review,rating,isEdited,title,userName,developerResponse
191,2019-06-24 15:25:16,I use Dropbox to share images with clients and find it great for this purpose. Full resolution images shared seamlessly and easy to use.,5,False,Great for Photo Sharing,Blathers77,"{'id': 9343060, 'body': 'Hey there, we’re happy to hear that you like our app! Thanks for taking the time to let us know. Cheers', 'modified': '2019-06-25T12:32:38Z'}"
192,2020-06-12 23:44:08,Back most of my important files and pics on drop box. Easy to connect and great for filing my documents.,4,False,Great back up and memory keeper,Timeuser43,
193,2018-07-27 06:57:44,Photo upload hasn’t worked for over a month now,5,False,Rubbish,jsjshrbdehs,
194,2018-12-19 10:50:44,"I have used dropbox for years, and find it to be great. HOWEVER, I was recently in a position when I needed to get a document to someone whose firewall blocked dropbox (not their choice).

No problem (I thought), I’ll send the file attached to an email.

A link is sent. A decent default, but no good to me. 

I had to export to OneDrive, and then “send a copy” from there. A total pain.

Dropbox, please let me “send a copy” from iOS.",4,False,"Generally awesome, but minor quibbles",Murkee,"{'id': 6482873, 'body': 'Hi there,\n\nThanks for the review!\n\nPlease try exporting your files to an email app following the steps bellow:\n\nTap on the ellipsis button (…) on the right of your file→ “Export”→ rather than tapping on the email app straight away, choose “Open in…” (which is located in the bottom row) → then select the email app.\n\nThis should do the trick and send the actually file and not the shared link.\n\nIf you have any questions, please message us at:\nhttps://www.dropbox.com/support \n\nHope this helps! :)', 'modified': '2018-12-20T14:23:12Z'}"
195,2023-03-09 12:39:53,"I love Dropbox really great either on my iPad iPhone or desktop, very user friendly",5,False,Drop box is brilliant,Jay man city,
196,2021-03-23 16:05:32,Always accessible anywhere in the world with enough storage space for most things.,5,False,The best invention ever.,pete j d,
197,2018-12-03 13:50:16,"Simple, easy and quick to use. Didn’t notice any problems or bugs. Overall, a very nice app.",5,False,Brilliant,Gsjajxbdhejshdh,"{'id': 6294330, 'body': ""Hi there,\n\nWe're very happy to hear about this!\n\nShould you ever need assistance, please feel free to reach out to us hear:\nhttps://www.dropbox.com/support \n\nThank you! :)"", 'modified': '2018-12-07T21:07:34Z'}"
198,2022-11-03 21:14:59,Zip files cant be opened anymore. Slower. Lots of glitches. Crashes.  And expensive,3,False,Keeps getting worse with every update,Mogul-swiss,"{'id': 33170962, 'body': 'Hey there, we’re sorry to hear that. We’ll be happy to help troubleshoot any issue that you may be experiencing. Go ahead and reach out to us on Twitter at @DropboxSupport, Facebook at facebook.com/Dropbox, or on our Official Online Community https://www.dropboxforum.com, so we can have a look with you. Thanks!', 'modified': '2022-11-15T10:20:22Z'}"
199,2023-09-16 15:57:14,"Glitchy, takes an age to upload and crashes every time you use another application in the background.",2,False,Would not pay for this,Van Der Lay,"{'id': 39206787, 'body': ""We're sorry to hear about your experience.\n\nIf you're still having trouble with this, feel free to give our team a nudge on our online Community https://www.dropboxforum.com/, and on social media on Twitter at @DropboxSupport or Facebook at facebook.com/Dropbox, and they can investigate this further."", 'modified': '2023-09-29T00:33:48Z'}"
200,2019-07-24 17:39:54,Scan photo & Upload text into a text document. It’s very important.,5,False,Add one important feature plz,Bakhthear Ahmed,
201,2021-10-28 06:58:41,It is easy to use across all devices,5,False,Good product,Richard FP,
202,2019-12-06 09:41:38,Have always loved the Dropbox app and found it so helpful for university life. But recently I have noticed a problem where I can not upload any file or photos to my Dropbox from my iPhone or iPad. Fix this please!!,2,False,"Great app until recently, no upload",Umarm07,"{'id': 12315373, 'body': 'Hey there, sorry to hear about that. \n\nTry uninstalling our app, restarting your device, and then installing again from the App Store. \n\nAlso, have a look at your account to make sure that you have space available for your new uploads. \n\nYou may also try using a different internet connection/network (Wifi, mobile) to see if it helps. \n\nIf all that’s in check, and the issue persists, we’d like for you to get in touch with our support agents directly at https://www.dropbox.com/support for a closer look. \n\nIf you’re receiving any errors or other messages, please take screenshots, as they’ll be very helpful to our support team. \n\nCheers! \n', 'modified': '2019-12-10T10:54:35Z'}"
203,2022-09-28 07:17:14,"I have using it since 5-6 years, but recently it showing Dropbox almost full again and again. I have deleted all files but still it show same almost full, I had to delete it now, although I love it",1,False,Dropbox almost Full,masum1560,"{'id': 32409775, 'body': ""Hi there,\n\nIf your Dropbox account still appears to be full, even though you don't have any files on it, there's a possibility that there are some files being backed up to it.\n\nIn order to check this, you can log in to your account via www.dropbox.com and visit https://www.dropbox.com/backup/all.\n\nBesides that, our team on our online Community https://www.dropboxforum.com/, and on social media on Twitter at @DropboxSupport or Facebook at facebook.com/Dropbox would be more than happy to assist, in case you need further help.\n\nCheers!"", 'modified': '2022-10-05T18:29:22Z'}"
204,2021-09-03 15:56:41,Good way to share information safely,5,False,Excellent product,alwy4,
205,2020-03-29 09:35:52,"Easy way to access my photos on laptop and phone, very pleased.",5,False,Photo convenience,Suebec,
206,2018-10-31 08:00:07,"Dropbox team is not apparently reading user reviews. I reported this several times but it has never been fixed for more than a year. 
On iPhone 5c, Dropbox doesn't show JPEG images in full screen. Top area is clipped. Very disappointed. Please fix as soon as possible.",1,False,Full screen doesn't work for images,Nickname taken by some One,
207,2022-01-10 23:17:36,Been trying to upload 1 video all day to a folder and it still hasn’t uploaded. Wasting my time when I thought this was going to be quick and easy..,2,False,Not uploading,jxjdjcjfjf,"{'id': 27406344, 'body': 'Hey there, sorry to hear that.\n\nTry uninstalling our app, restarting your device, and installing again from the App Store.\n\nIf you continue to experience the issue, we encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ for further assistance.\n\nThanks!', 'modified': '2022-01-12T20:42:59Z'}"
208,2018-06-19 09:48:47,"Dropbox is a life savouries in case you can not find a document on your computer. Always save to Dropbox and keep updated
Kris",5,False,DRP BOX,kris;,
209,2019-07-24 12:35:27,"I want to see the file extension in the file picker when attaching file to emails. For instance somebody does not have mac and I have cv in .pages, .xdoc, .doc
I want to pick the .doc 
You do not see extension...",4,False,extension,WineMan123,"{'id': 9923120, 'body': 'Hey WineMan123, thanks for taking the time to review our app. We’re happy to forward your feedback and suggestion to our team. Thanks! ', 'modified': '2019-07-30T13:21:40Z'}"
210,2020-05-09 16:30:33,So useful for sharing photos and videos with friends,5,False,Love it!,Silverfox22,
211,2021-12-06 18:26:07,"A bug that means you can’t upload from iPhone as it just keeps saying check your internet connection, tried to get help on this from support but no fix! No use to me if it doesn’t work.",1,False,Won’t upload from iPhone,Russ2548,"{'id': 26719468, 'body': ""Hi there, we're sorry to hear about this.\n\nSince the same issue still persists, please don't hesitate to get back to our Support so that our team can further help.\n\nOtherwise, you can also reach out to our team:\n\n1) on our online Community https://www.dropboxforum.com/,\n2) on social media on Twitter at @DropboxSupport or Facebook at facebook.com/Dropbox.\n\nThanks!"", 'modified': '2021-12-08T16:59:02Z'}"
212,2021-10-18 21:06:37,"Used as a subscription user, for many years happily. But for the last 5 days I can’t use it- every time I u]open a document through Dropbox on my iPad, the app crashes. It’s now unusable 
Please fix!",1,False,Forced to leave a one star review in the hope you fix the bug!,Saxylydz,"{'id': 25810103, 'body': 'Hey there, we’re sorry to hear about that.\n\nPlease try clearing our app’s Cache: Open the Dropbox app » Select Account » Click on the gear icon (located on the upper left of the screen) » Scroll down, and then click on Clear cache.\n\nIf the issue remains, delete our app, restart your phone, and install again from the App Store.\n\nIf you continue to experience the issue, we encourage you to reach out to us on Twitter at @DropboxSupport, Facebook at facebook.com/Dropbox, or on our Official Online Community https://www.dropboxforum.com for a closer look.\n\nThanks!', 'modified': '2021-10-21T10:09:53Z'}"
213,2021-08-05 07:12:22,"Was a great app, but recently has gone downhill. Used to show the status of an uploading photo or video which was reassuring to see when I had a lot to upload.",2,True,Update has messed up my photos,Annacsouthard,"{'id': 23019148, 'body': 'Hey there, we’re sorry to hear about that.\n\nWe encourage you to get in touch with us for troubleshooting assistance, using the options you’ll find available here https://www.dropbox.com/support while logged in to your account online.\n\nAdditionally, you can always reach out to us on Twitter at @DropboxSupport, Facebook at facebook.com/Dropbox, or on our Official Online Community https://www.dropboxforum.com.\n\nThanks!', 'modified': '2021-05-26T09:26:20Z'}"
214,2021-12-28 07:03:49,Makes organisation across devices so much easier,5,False,Brilliant,Rory Greeen,
215,2019-12-22 16:52:25,"I’ve tried free Dropbox, Dropbox Plus and now Dropbox Business yet whenever I post on my business page in Facebook I can’t access my photos on Dropbox!  Why not?",3,False,How can I use this with Facebook?,Rosedenebridal,"{'id': 12568332, 'body': 'Hey there, thanks for reviewing our app. \n\nTo post photos from your Dropbox to Facebook, try this: \n- Locate the image in our app\n- Tap the ellipsis icon ( … ) next to it, or at the top after selecting it\n- Choose “Export”\n- Tap on the “Open in” option\n- And choose the Facebook app\n\nHope this helps! \nCheers\n', 'modified': '2019-12-24T13:38:24Z'}"
216,2019-08-02 16:56:08,"Paying to use DropBox but frequently unable to access files, due to “you are currently not connected to the internet” nonsense when I’m using the internet. 🙄",3,False,Inexplicable,Ronnie Prague,"{'id': 10034824, 'body': 'Hey Ronnie, sorry to hear about that. \n\nIf you have a clear connection to the internet, and are receiving this message, please let our team know by writing in at https://www.dropbox.com/support. \n\nThanks! \n', 'modified': '2019-08-06T13:39:36Z'}"
217,2019-03-18 21:31:27,This App is really handy if you have to download PDF files on your phone. And this App is easy to use as well!,5,False,Excellent App,windy2,"{'id': 7967229, 'body': ""Hey there,\n\nThanks for this great review!\n\nWe're happy to hear you're enjoying using the Dropbox mobile app. \n\nIf you ever need assistance, you can reach out to our team here:\nhttps://www.dropbox.com/support \n\nThanks!"", 'modified': '2019-03-29T12:35:21Z'}"
218,2024-03-16 16:19:56,Drop box is fantastic for storing all your documents and photos,5,False,Fantastic,robbie166,
219,2022-11-30 09:44:59,"The new layout for the home page is a mess.

There was nothing wrong with the old one, now you have to scroll around all over the place to get to what you want instead of one click on the options at the top

It seems that someone new has come in wants to change everything
If it ain’t broke, don’t ’fix’ it…

Would be 5* if you return to the old, simple but fast, layout",2,False,New Home layout is a downgrade,Gwphoto,"{'id': 33609393, 'body': ""Hi there, thanks for taking the time to share your thoughts on the new UI.\n\nWe do appreciate it, and we'll be sure to forward it along to our team.\n\nFor future reference, if you wish to share your ideas / suggestions, you're welcome to post them via our Official Community page, here:\n\nhttps://www.dropboxforum.com/t5/Share-an-idea/ct-p/101002000\n\nIf it gets the support of other community users, our team will be able to prioritize the work.\n\nCheers!"", 'modified': '2022-12-08T11:26:13Z'}"
220,2020-07-28 19:06:50,Always find drop box a dependable resource,5,False,A dependable resource,ak scot,"{'id': 16954439, 'body': 'Hey there, we’re happy to hear that. Thanks for taking the time to review our app. Cheers! ', 'modified': '2020-07-29T11:45:58Z'}"
221,2020-09-20 19:42:53,"Set file to be kept on device, come back later when no wifi available .... annnnd .... yep, file has been lost, forgotten or something.  Really not sure what's difficult about this, file storage is an issue that was broadly solved ... 40? years ago.",1,False,Constantly loses downloaded files,Rabidbob,"{'id': 18021543, 'body': 'Hey there, sorry to hear about your experience with our app. \n\nPlease ensure that your device is running the latest official release of iOS that is available for it. When that’s taken care of, try deleting our app, restarting your device, and then installing again from the App Store. \n\nTo offline files you can follow the steps shown in this article https://help.dropbox.com/installs-integrations/mobile/access-files-offline. This will allow you to access them without an internet connection. Please note that when a file has been successfully offlined, there will be a green icon next to it. \n\nIf you are exporting files https://help.dropbox.com/installs-integrations/mobile/export-files-mobile from our app to another app, or to your device’s storage, please make sure you make note of the location they’re saved in, so you can locate them. \n\nWe hope this is helpful. If the issue persists, or has to do with another aspect of our app’s functionality, please get in touch on our Official Online Community https://www.dropboxforum.com/, or with the options you will find available to you at https://www.dropbox.com/support. \n\nOn either channel, you’ll be able to provide additional information that will allow our team to help troubleshoot the issue with you. \n\nThanks! \n', 'modified': '2020-09-22T10:39:38Z'}"
222,2021-11-04 10:36:34,Use it for transferring mp4 clips from laptop to phone & does it it lighting speed.,5,False,Brilliant,Our League Podcast,
223,2019-01-03 09:43:25,Can’t upload or download multiple images with Dropbox. Which is really a pain in the *ss. Please make it better useable!! More functional. Not as convenient as it should be. Google Drive has better abilities.,2,False,Needs improvement!,JacquesC79,"{'id': 6676585, 'body': 'Hi there. We appreciate you for taking the time to review our app, and we’re happy to pass on your comments to our Product team for review. Thanks for the feedback!', 'modified': '2019-01-04T13:18:20Z'}"
224,2023-09-09 18:23:00,"Trying to set up a single, personal, individual, non commercial account, but these idiots only want you to have a business account  and invite everybody on the planet to share your account. There are other ways to exist so I’m off to find one of them",1,False,Rubbish,The Original Clarkie,"{'id': 39026946, 'body': 'Hey there, thanks for reviewing our app!\n\nThe Dropbox free Basic plan offers 2 GB of space and is an individual plan.\n\nYou can find a detailed list of our plans - both individual and business - at https://www.dropbox.com/plans.\n\nFor further assistance, please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/.\n\nCheers!', 'modified': '2023-09-20T09:23:13Z'}"
225,2020-09-18 23:32:21,"Brilliant app, very easy to use. Beautifully designed and great app for your iPhone",5,False,Absolutely amazing App Design and User Interface,Kohinoor singh,"{'id': 18020831, 'body': 'Hey there, we’re very happy to hear that about our app. Thanks for taking the time to let us know. Cheers! ', 'modified': '2020-09-22T10:07:10Z'}"
226,2022-08-10 00:08:11,my iPhone has not been working my any apps,5,False,apps,bignoab,
227,2020-02-19 22:43:32,"What makes this app 208MB?!??!?
I’m just trying to view a shared folder, then it forces me to download the app, then it tells me I can’t view it because I don’t have enough storage space. Why does that matter? I just want to view what has been shared with me, not pay for you to store it twice.",1,False,Large and useless,Alex Brazier,"{'id': 13604348, 'body': ""Hey Alex, thanks for reviewing our app. \n\nWhen working with Shared Folders, these folders are added to all users' accounts. This is done to facilitate full collaboration, where any changes made by any user will be reflected (synced) in everyone's Dropbox. Here’s more on sharing folders https://www.dropbox.com/help/files-folders/share-with-others. \n\nIf you want to have someone share content with you, so you can view and download it only, then Shared Links would be the way to go. This way, you don’t need to add the folder to your account, and you don’t even need a Dropbox account to access the content. Take a look at this article for more information https://www.dropbox.com/help/files-folders/view-only-access. \n\nIf you have further questions, or would like additional assistance, you can get in touch with our support team at https://www.dropbox.com/support. \n\nCheers! \n"", 'modified': '2020-02-20T12:02:48Z'}"
228,2019-10-09 07:15:45,"Just deducting one point because the lock screen controls for playing music files (rewind, pause, play) don’t work.",4,False,Great app,Sam129574r,
229,2019-05-21 17:10:53,"For example, it’s now not possible to save files locally on your phone any more so that you don’t need internet to access them.. a long standing feature. 

Unless you now pay £8.99 a month!

Thanks Dropbox.",1,False,Latest version removes a lot of useful and long-standing functionality,benspicer,"{'id': 8837042, 'body': 'Hey there. \n\nAll account types can save files for offline viewing. Have a look here https://help.dropbox.com/mobile/access-files-offline for more.\n\nAbout any other features that you’re concerned with, we’d like to know more. You can tell our team all about this by writing in https://www.dropbox.com/support. \n\nThanks!', 'modified': '2019-05-24T10:50:44Z'}"
230,2022-02-17 21:26:30,These are old pictures of the,5,False,Maria,leighroybrown.87,
231,2020-10-14 14:01:03,"You know about this battery drain even with background turned off and yes MONTHS later us paid users can’t use it with it eating battery life 
How about fixing this bug which makes this cloud software currently unusable ?",1,False,Battery Drain on IPad,troublesome96,"{'id': 18521934, 'body': 'Hey there, sorry to hear about that.\n\nWe’ve noticed that other users have reported a similar issue when they have set Dropbox as a location in another app, like Files, for example.\n\nHave a look at that to see if this is the case with your setup. If the issue persists, we encourage you to get in touch on our Official Online Community https://www.dropboxforum.com/, or with the options you will find available to you at https://www.dropbox.com/support.\n\nThanks!', 'modified': '2020-10-16T10:24:48Z'}"
232,2022-03-03 09:27:26,"Tried to upgrade as part of a 30 day free trial then £9.99 for the plus 2000GB. Dropbox charged me £9.99 and never gave me the free trial not only that they haven’t given me the 2000GB.

No human customer support just a bot, so your wasting your life trying to get it sorted.

It’s 2022 this isn’t satisfactory.",1,False,Upgrades don’t work,CCcoco_86,"{'id': 28480152, 'body': ""Hi there,\n\nIn this case, we'd suggest that you contact our team directly on our online Community https://www.dropboxforum.com/, and on social media on Twitter at @DropboxSupport or Facebook at facebook.com/Dropbox.\n\nThey'll have a look into this, and see what's happened.\n\nThanks!"", 'modified': '2022-03-09T22:43:20Z'}"
233,2020-03-20 21:01:52,I find it easy to use.,5,False,Easy storing of photos,Sue Banks,
234,2021-02-01 01:01:26,"Have been paying for Dropbox for a couple years now, it’s been quite good. Suddenly I’m locked out of my account and after 40+ times I’ve contacted them I’ve had 0 support (email Twitter Facebook insta etc). Wouldn’t touch them again, better use google drive!",1,False,Awful experience,Needs updates.,
235,2019-05-09 04:24:14,"Hit or miss, I guess they never miss huh? You’ve got a bf I bet he doesn’t kiss ya muwa, he gonna find another girl and he won’t miss ya, he gonna skrrr and hit the dab like wiz Kalifa",5,False,Ummmm,MemeReviewEverybody,
236,2020-10-14 17:31:35,"pros:
- looks good
- updates frequently reliably 

cons:
- awful functioning on the files app. 
- no multitasking/ split screen
- frequently struggles to rename or move folders despite strong internet connection
- native apps such as numbers, pages documents simply can’t be used without duplicate copies made. Therefore limited to use microsoft excel and word :( This has been a problem for years, with no apparent changes being made by the developers. 
- v expensive compared to alternatives",2,False,Not great,obliss1,
237,2022-06-29 12:52:06,Please don’t delete my photos.. keep them for me.. thank you so much 🙏Ma..mo special,5,False,Barbie’s photos,Ma..mo special,
238,2023-06-09 10:35:02,"I’m non techie. 
How can I delete items from my iPad, without having to go to desk computer. (Very limited mobility).?",3,False,Deleting and adding items to Dropbox,pawn to king four,"{'id': 37143101, 'body': 'Hi there, thanks for reviewing our app!\n\nYou can delete content from the mobile app with the steps here: https://help.dropbox.com/delete-restore/mobile-delete-files\n\nFor further assistance, please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/.\n\nCheers!', 'modified': '2023-06-15T14:01:07Z'}"
239,2023-04-14 14:01:41,Camera uploads aren’t uploading since this latest update.,4,False,Camera uploads,Irish1973,"{'id': 36034672, 'body': ""Hey there,\n\nIn case you're still experiencing the same behavior on your Dropbox app, we'd suggest getting in touch with our team. This way, they'll be able to look into this for you.\n\nYou can always contact them on our online Community https://www.dropboxforum.com/, and on social media on Twitter at @DropboxSupport or Facebook at facebook.com/Dropbox."", 'modified': '2023-04-18T17:40:33Z'}"
240,2021-02-03 14:49:09,Nice and simple. Does what I need perfectly. Easy 5 star,5,False,Dropbox 5 star,Boycy 007,
241,2020-08-13 08:26:59,"Great facility, comprehensive , systematic and clear
You can scroll through all the elements that are not clearly covered in the original owners manual",5,False,All for free!,Jamespauljonesaa,
242,2020-11-16 15:39:37,The new update is terrible. Trying to upload photos has become confusing.,3,False,Used to be 5 star before update,Marcovanbaston,"{'id': 19218874, 'body': 'Hey there, sorry to hear about that.\n\nWe encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ so you can tell us more about this, and allow us to help.\n\nThanks!', 'modified': '2020-11-19T12:00:16Z'}"
243,2022-10-15 16:15:58,I love this app I recommend it i even adviced my friends to get this app!,5,False,Dropbox,loyyd🙂,
244,2022-01-08 00:19:59,One of the fundamental tools of team productivity in our time.,5,False,Indispensable,BratscheScratcher,
245,2021-07-28 19:43:55,Quick and easy to use. Thank you 🙏🏻,5,False,Fantastic,Bob@DB,
246,2021-11-06 18:27:55,"I know this is the iOS app, but Dropbox is an expensive cloud service, and desktop is a key pillar. My MacBook Pro M1 is performing so much better - ever since I removed Dropbox and switched to Tresorit. Dropbox is too expensive not to be providing first class software for ALL supported devices.",1,False,No support for M1 Macs,ben_mw,
247,2020-06-24 21:56:10,I use Dropbox for work and it’s been so useful for sharing and storing files.,5,False,Indispensable,jimmybedford,"{'id': 16384710, 'body': 'Hey, Jimmy, we’re glad to hear that. Thanks for taking the time to let us know. Cheers!', 'modified': '2020-07-03T12:01:11Z'}"
248,2022-01-30 07:45:05,Drop Box is an amazing app for dropping stuff you need to save or share. Great Application.,5,False,Amazing,Bojothe partyman,
249,2020-02-20 11:12:11,"See Dropbox website, apparently it’s always users speed. It’s not. 4g connection. Up to google drive in seconds. Try drop box 25 minutes. 
Don’t bother.",2,False,Twenty five minutes to upload size photos.,Sammmmmmmmmmmmmp,
250,2023-03-13 21:23:59,Pretty poor on IOS. Notifications ‘mark all as read’ doesn’t work unless you log out and back in again. Home Screen seems to have been designed by a 5 year old monetising his homework.,1,False,Buggy,perfect1964,"{'id': 35523498, 'body': 'Hey there, thanks for your review and feedback. We encourage you to get in touch with us on Twitter at @DropboxSupport, Facebook at facebook.com/Dropbox, or on our Official Online Community https://www.dropboxforum.com, so we can get some additional details, and assist. Cheers!', 'modified': '2023-03-22T11:02:28Z'}"
251,2022-10-30 20:16:58,Here’s the deal you upload YOUR files to Dropbox and then you have to pay £9.99 for these files to be made available on another of your devices. That’s the shrewdest magic trick I’ve seen in a long time! Rip-off,1,False,£9.99 rip off,fumming user,
252,2022-10-06 16:58:14,Used to save my photos in one app quickly,4,False,Save photos,dkdhcufuri,
253,2022-07-11 07:49:21,App drops out when accessing Vault! Cannot get in!,4,True,Great app but latest update causing problems,slitscan,"{'id': 26904718, 'body': 'Hey there, sorry to hear about that.\n\nWe encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ where you can provide some additional details, and allow us to check into this with you.\n\nThanks!', 'modified': '2021-12-17T22:31:30Z'}"
254,2021-01-26 13:27:29,Been using  this for a long time great,5,False,Great way to keep files,AnthonycjRead,
255,2021-08-25 10:59:49,So I paid for an upgrade and they took out 9.99 but my account hasn’t upgraded which to me doesn’t make sense. That’s the only reason why I’m giving it 2 stars,2,False,Payed but no upgrade,jmumm16,"{'id': 24755171, 'body': ""Hi there, we're sorry to hear about this.\n\nAs a first step, would it be possible for you to try restoring the purchase, by following the steps on your iOS device? https://help.dropbox.com/accounts-billing/payments-billing/subscription-error-mobile\n\nIf the upgrade has yet to be reflected on your Dropbox account, you may reach out to us via Facebook facebook.com/Dropbox, Twitter @DropboxSupport or our Official Online Community https://www.dropboxforum.com.\n\nThank you!"", 'modified': '2021-08-27T10:00:01Z'}"
256,2020-10-24 15:44:30,Good when it works but file transfer stopped working for me and support was rude and unhelpful.  Anything that needs so much time to tweak and reset your computer settings (still without success) is best avoided.  Support won’t lift a finger without a ‘screencast’....,2,False,Appalling support,IK1047,
257,2020-03-31 16:18:17,"I tried to downgrade my account month after month after month, customer service is terrible, I had to delete my entire PayPal account in the end to stop them taking money out of my account.",1,False,Terrible customer service,Great Big Walking Carpet,"{'id': 14411872, 'body': 'Hey there, sorry to hear about that. \n\nWhen you start your trial or subscription through the App Store, you will need to cancel through that platform. Have a look here https://help.dropbox.com/accounts-billing/cancellations-refunds/cancel-mobile for more info. \n\nIf you start your trial or subscription through Dropbox directly, you can follow the steps shown here https://help.dropbox.com/accounts-billing/cancellations-refunds/cancel-subscription, and also check additional support options available to you at https://www.dropbox.com/support. \n\nThanks\n', 'modified': '2020-04-02T11:11:36Z'}"
258,2020-01-21 02:33:15,"I was offered I trial period with an option to cancel , I’ve tried cancelling this nightmare mare app , in the end I had to cancel my card to stop it taking money and I’m still getting messages of failed payment , it’s put me right off paying for apps through apple",1,False,RIP off,jrc69£9,
259,2019-11-19 21:18:44,"What on earth have you done with the latest upgrade, please change it back. I want to be able to find my files and I don’t want Dropbox moving my photos around to different places and using up my space",1,False,Change it back,Deb61uk,"{'id': 11954235, 'body': 'Hey there, we’re sorry to hear that you’re experiencing an issue with our app, and we’d like to have one of our support agents assist. \n\nPlease get in touch with our team at https://www.dropbox.com/support, so a member of our team can get some additional information from you, and help out!\n\nThanks\n', 'modified': '2019-11-20T12:26:30Z'}"
260,2021-10-07 17:51:01,Not even the law can catch my illegal activities on here 10/10!,5,False,Amazing,Cumbuck3t,
261,2018-07-07 15:47:57,"Can't export any files other than photos and if I want to share a file, I can't do it directly - it forces me to create a link to Dropbox. I want to be able to share/export the file itself from Dropbox but that's not an option on mobile",1,False,Can't export on mobile,Twentyfour12,
262,2022-04-07 16:44:31,"I used to use this program all the time. It now saves files in a format I can’t access either on my pc or phone ! Please explain how one saves files in a simple form (jpg), not some daft format that I can’t use or save or now retrieve!!",1,False,Irritating!,via247,"{'id': 29198463, 'body': ""Hi there! If you are, by any chance, referring to files added through camera uploads, please go through this article: https://help.dropbox.com/installs-integrations/mobile/ios-formats. If this isn't the case, we encourage you to contact our support team on any of these platforms:\n1) Twitter: https://twitter.com/DropboxSupport/\n2) Facebook: https://www.facebook.com/Dropbox/\n3) Dropbox Community: https://www.dropboxforum.com/t5/English/ct-p/English\nThank you."", 'modified': '2022-04-15T19:30:58Z'}"
263,2022-03-25 10:55:49,"I’ve used dropbox for over 10 years and the app for most of it. 

-better handling of long file names. 

-proper audio player, which allows browsing during playback, playlisting. Etc 

-ability to open in web app, so we can make use of rewind etc. 

-support for rewind, version history etc.",3,False,Needs improvement,Infinaneek,
264,2018-10-23 09:44:46,A great and simple way to keep my work and home receipts in order.,5,False,Order,Five hoots,
265,2020-06-26 19:19:22,"...Last week I was able to create a zip file on my ipad, upload to Dropbox, this week I just keep getting a failed message all the time. I am paying for 2 tb of storage but if I can no longer do this then it is time to cancel my sub.",1,False,What have they broken...,Bonzai1888,"{'id': 16384024, 'body': 'Hey there, sorry to hear about that. \n\nPlease ensure that your device is fully updated with the latest stable version of iOS that’s available for it. \n\nWhen that’s in check, we suggest uninstalling our app, restarting your device, and then installing again from the App Store. \n\nIf the issue persists, please get in touch with our support team using the options available to you here https://www.dropbox.com/support.\n\nThanks! \n', 'modified': '2020-07-03T11:30:07Z'}"
266,2019-10-01 09:39:23,Normally works perfectly but unable to save pdf from email to Dropbox since IOS update. Advice please!,4,False,IOS13.1.1 problem,Hugh IW,"{'id': 11127505, 'body': 'Hey Hugh, sorry to hear about that. \n\nTry to open the email attachment, then look for the Export option, and then look for the “Save to Dropbox” option in the bottom set of choices (you may need to scroll down). \n\nIf the issue is to do with something else, please get in touch with our support agents directly at https://www.dropbox.com/support, so a member of our team can check into this with you. \n\nThanks! \n', 'modified': '2019-10-08T13:42:01Z'}"
267,2019-03-07 07:18:05,"I can’t fault Dropbox for what it does, but the capacity of the free option is tiny in comparison with the numerous cloud services available and the subscription prices are extortionate.",3,False,Good but far too expensive,CovCityFC,"{'id': 7623069, 'body': 'Hi there.\n\nWe appreciate your comments, and you taking the time to share with us. This is indeed valuable feedback about our current plans, and we’re making sure that our team is made aware of it. \n\nThanks!', 'modified': '2019-03-07T14:24:12Z'}"
268,2019-03-04 09:22:52,"Dropbox used to be the cloud storage application of choice, but now it’s dying out as people go to other options. I wouldn’t recommend, usability has definitely declined over the years for me. There are better options out there. 

Try Google Drive",1,False,Used to be good,kaw_admin,
269,2019-06-28 00:40:43,Sync files from almost every OS. What more do you need.,5,False,Simple and effective,DubDubDan,
270,2018-05-22 21:16:42,"Literally impossible to create an account using an iPhone. I filled in the relevant details then clicked ‘create account’, a box then appears informing me I need to do something else. However I cannot see what this is as it’s stuck behind the keyboard!!",1,False,Impossible to create an account,Hhjnhjnbhhnfdss,
271,2023-02-09 16:26:50,No longer able to download photos onto my phone due to a glitch (gets stuck at 98%) or generate links. As a social media professional this is the main function I use it for.,1,False,Glitchy,Eselbailey,"{'id': 34929850, 'body': 'Hey there, sorry to hear that.\n\nTry uninstalling our app, restarting your device, and installing again from the App Store.\n\nIf you continue to experience the issue, we encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ for further assistance.\n\nThanks!', 'modified': '2023-02-17T14:21:00Z'}"
